qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000104__CP010386_00052|IncFIB	NZ_LYOJ01000037.1 Yersinia pestis strain 835 contig00037, whole genome shotgun sequence	1065	43082	1	1065	29570	30634	1065	26	97.559	100.0	100.0	minus	0.0	1823	replicon
CP042519_00001|rep_cluster_2272	NZ_LYOJ01000071.1 Yersinia pestis strain 835 contig00071, whole genome shotgun sequence	756	25987	1	756	21308	22063	756	5	99.339	100.0	100.0	minus	0.0	1369	replicon
AJ851089|IncFII	NZ_LYOJ01000071.1 Yersinia pestis strain 835 contig00071, whole genome shotgun sequence	261	25987	1	261	22169	22433	267	31	85.393	100.0	100.0	plus	3.47e-73	270	replicon
002101__NC_004564_00056|rep_cluster_645	NZ_LYOJ01000127.1 Yersinia pestis strain 835 contig00127, whole genome shotgun sequence	1167	9791	1	1167	1168	2334	1167	10	99.143	100.0	100.0	plus	0.0	2100	replicon
CP001049|IncFII	NZ_LYOJ01000132.1 Yersinia pestis strain 835 contig00132, whole genome shotgun sequence	227	8968	1	227	7582	7808	227	0	100.0	100.0	100.0	minus	2.79e-118	420	replicon
NC_010157_00072|MOBF	NZ_LYOJ01000139.1 Yersinia pestis strain 835 contig00139, whole genome shotgun sequence	152	7577	1	152	101	556	152	0	100.0	100.0	100.0	minus	1.57e-101	316	relaxase
MF042352_00080|MOBF	NZ_LYOJ01000152.1 Yersinia pestis strain 835 contig00152, whole genome shotgun sequence	385	4314	1	377	1063	2193	377	31	91.777	98.0	98.0	minus	0.0	693	relaxase
NC_006323_00097|MPF_F	NZ_LYOJ01000103.1 Yersinia pestis strain 835 contig00103, whole genome shotgun sequence	179	16147	1	179	961	1497	179	0	100.0	100.0	100.0	plus	2.53e-108	337	mate-pair-formation
NC_009378_00101|MPF_T	NZ_LYOJ01000103.1 Yersinia pestis strain 835 contig00103, whole genome shotgun sequence	876	16147	1	876	2970	5597	876	1	99.886	100.0	100.0	plus	0.0	1786	mate-pair-formation
NC_006323_00105|MPF_F	NZ_LYOJ01000103.1 Yersinia pestis strain 835 contig00103, whole genome shotgun sequence	215	16147	19	215	5998	6588	197	0	100.0	92.0	92.0	plus	1.37e-129	399	mate-pair-formation
NC_021501_00085|MPF_F	NZ_LYOJ01000103.1 Yersinia pestis strain 835 contig00103, whole genome shotgun sequence	330	16147	1	330	6588	7577	330	16	95.152	100.0	100.0	plus	0.0	624	mate-pair-formation
NC_021501_00084|MPF_F	NZ_LYOJ01000103.1 Yersinia pestis strain 835 contig00103, whole genome shotgun sequence	209	16147	1	209	7597	8223	209	9	95.694	100.0	100.0	plus	3.43e-127	392	mate-pair-formation
NC_006323_00108|MPF_F	NZ_LYOJ01000103.1 Yersinia pestis strain 835 contig00103, whole genome shotgun sequence	616	16147	1	616	8223	10070	616	0	100.0	100.0	100.0	plus	0.0	1170	mate-pair-formation
NC_006323_00113|MPF_F	NZ_LYOJ01000103.1 Yersinia pestis strain 835 contig00103, whole genome shotgun sequence	456	16147	1	456	11873	13240	456	0	100.0	100.0	100.0	plus	0.0	910	mate-pair-formation
NC_021501_00076|MPF_F	NZ_LYOJ01000103.1 Yersinia pestis strain 835 contig00103, whole genome shotgun sequence	940	16147	1	928	13243	16026	928	39	95.797	99.0	99.0	plus	0.0	1738	mate-pair-formation
NC_009378_00113|MPF_T	NZ_LYOJ01000152.1 Yersinia pestis strain 835 contig00152, whole genome shotgun sequence	703	4314	1	703	2196	4304	703	0	100.0	100.0	100.0	minus	0.0	1244	mate-pair-formation
NC_006323_00095|MPF_F	NZ_LYOJ01000166.1 Yersinia pestis strain 835 contig00166, whole genome shotgun sequence	247	2729	1	247	441	1181	247	0	100.0	100.0	100.0	minus	1.94e-164	475	mate-pair-formation
NC_021501_00097|MPF_F	NZ_LYOJ01000166.1 Yersinia pestis strain 835 contig00166, whole genome shotgun sequence	101	2729	1	101	1752	2054	101	2	98.02	100.0	100.0	minus	4.11e-64	205	mate-pair-formation
