sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
GCA_053570255.1.fna	chromosome			CM131621.1 Yersinia pestis strain 31_YP37_SZ chromosome, whole genome shotgun sequence	4639637	0.47633129970420596	f0d7c1ab73ecc021c190b26af123888a	00279	EU330199	IS100X	IS21	2247	289	2247	319516	321474						
GCA_053570255.1.fna	chromosome			CM131621.1 Yersinia pestis strain 31_YP37_SZ chromosome, whole genome shotgun sequence	4639637	0.47633129970420596	f0d7c1ab73ecc021c190b26af123888a	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	322037	323584						
GCA_053570255.1.fna	chromosome			CM131621.1 Yersinia pestis strain 31_YP37_SZ chromosome, whole genome shotgun sequence	4639637	0.47633129970420596	f0d7c1ab73ecc021c190b26af123888a	01400	CP016586.1	23s-rRNA	23S	3027	658	3027	324592	326964						
GCA_053570255.1.fna	chromosome			CM131621.1 Yersinia pestis strain 31_YP37_SZ chromosome, whole genome shotgun sequence	4639637	0.47633129970420596	f0d7c1ab73ecc021c190b26af123888a	00279	EU330199	IS100X	IS21	2247	293	2247	546219	548173						
GCA_053570255.1.fna	chromosome			CM131621.1 Yersinia pestis strain 31_YP37_SZ chromosome, whole genome shotgun sequence	4639637	0.47633129970420596	f0d7c1ab73ecc021c190b26af123888a	00279	EU330199	IS100X	IS21	2247	294	2247	700266	702219						
GCA_053570255.1.fna	chromosome			CM131621.1 Yersinia pestis strain 31_YP37_SZ chromosome, whole genome shotgun sequence	4639637	0.47633129970420596	f0d7c1ab73ecc021c190b26af123888a	00279	EU330199	IS100X	IS21	2247	294	2247	814468	816421						
GCA_053570255.1.fna	chromosome			CM131621.1 Yersinia pestis strain 31_YP37_SZ chromosome, whole genome shotgun sequence	4639637	0.47633129970420596	f0d7c1ab73ecc021c190b26af123888a	00279	EU330199	IS100X	IS21	2247	294	2247	988408	990361						
GCA_053570255.1.fna	chromosome			CM131621.1 Yersinia pestis strain 31_YP37_SZ chromosome, whole genome shotgun sequence	4639637	0.47633129970420596	f0d7c1ab73ecc021c190b26af123888a	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	998703	1000250						
GCA_053570255.1.fna	chromosome			CM131621.1 Yersinia pestis strain 31_YP37_SZ chromosome, whole genome shotgun sequence	4639637	0.47633129970420596	f0d7c1ab73ecc021c190b26af123888a	01400	CP016586.1	23s-rRNA	23S	3027	658	3027	1001318	1003690						
GCA_053570255.1.fna	chromosome			CM131621.1 Yersinia pestis strain 31_YP37_SZ chromosome, whole genome shotgun sequence	4639637	0.47633129970420596	f0d7c1ab73ecc021c190b26af123888a	00279	EU330199	IS100X	IS21	2247	293	2247	1025669	1027623						
GCA_053570255.1.fna	chromosome			CM131621.1 Yersinia pestis strain 31_YP37_SZ chromosome, whole genome shotgun sequence	4639637	0.47633129970420596	f0d7c1ab73ecc021c190b26af123888a	00279	EU330199	IS100X	IS21	2247	294	2247	1027625	1029578						
GCA_053570255.1.fna	chromosome			CM131621.1 Yersinia pestis strain 31_YP37_SZ chromosome, whole genome shotgun sequence	4639637	0.47633129970420596	f0d7c1ab73ecc021c190b26af123888a	00336	NC_003134	ISEc39	IS256	1316	2	1316	1225238	1226552						
GCA_053570255.1.fna	chromosome			CM131621.1 Yersinia pestis strain 31_YP37_SZ chromosome, whole genome shotgun sequence	4639637	0.47633129970420596	f0d7c1ab73ecc021c190b26af123888a	00279	EU330199	IS100X	IS21	2247	294	2247	1235303	1237256						
GCA_053570255.1.fna	chromosome			CM131621.1 Yersinia pestis strain 31_YP37_SZ chromosome, whole genome shotgun sequence	4639637	0.47633129970420596	f0d7c1ab73ecc021c190b26af123888a	00336	NC_003134	ISEc39	IS256	1316	2	1316	1247909	1249223						
GCA_053570255.1.fna	chromosome			CM131621.1 Yersinia pestis strain 31_YP37_SZ chromosome, whole genome shotgun sequence	4639637	0.47633129970420596	f0d7c1ab73ecc021c190b26af123888a	00336	NC_003134	ISEc39	IS256	1316	2	1316	1288695	1290009						
GCA_053570255.1.fna	chromosome			CM131621.1 Yersinia pestis strain 31_YP37_SZ chromosome, whole genome shotgun sequence	4639637	0.47633129970420596	f0d7c1ab73ecc021c190b26af123888a	00279	EU330199	IS100X	IS21	2247	294	2247	1343018	1344971						
GCA_053570255.1.fna	chromosome			CM131621.1 Yersinia pestis strain 31_YP37_SZ chromosome, whole genome shotgun sequence	4639637	0.47633129970420596	f0d7c1ab73ecc021c190b26af123888a	00336	NC_003134	ISEc39	IS256	1316	2	1316	1496659	1497973						
GCA_053570255.1.fna	chromosome			CM131621.1 Yersinia pestis strain 31_YP37_SZ chromosome, whole genome shotgun sequence	4639637	0.47633129970420596	f0d7c1ab73ecc021c190b26af123888a	00336	NC_003134	ISEc39	IS256	1316	2	1316	1686502	1687816						
GCA_053570255.1.fna	chromosome			CM131621.1 Yersinia pestis strain 31_YP37_SZ chromosome, whole genome shotgun sequence	4639637	0.47633129970420596	f0d7c1ab73ecc021c190b26af123888a	00279	EU330199	IS100X	IS21	2247	293	2247	1695277	1697231						
