qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000226__MF062700|IncX5	DBNCYI010000019.1 TPA_asm: Yersinia enterocolitica strain PNUSAY001202 SAMN56686304-rid29320863.denovo.19, whole genome shotgun sequence	576	41448	1	576	35748	36323	576	0	100.0	100.0	100.0	plus	0.0	1064	replicon
000687__KX348146_00033|rep_cluster_1367	DBNCYI010000025.1 TPA_asm: Yersinia enterocolitica strain PNUSAY001202 SAMN56686304-rid29320863.denovo.25, whole genome shotgun sequence	894	24737	1	894	1404	2297	894	4	99.553	100.0	100.0	minus	0.0	1629	replicon
000621__CP009126_00005|rep_cluster_1304	DBNCYI010000048.1 TPA_asm: Yersinia enterocolitica strain PNUSAY001202 SAMN56686304-rid29320863.denovo.52, whole genome shotgun sequence	918	1188	16	918	285	1188	904	14	98.341	98.0	98.0	minus	0.0	1585	replicon
NC_019096_00001|MOBP	DBNCYI010000019.1 TPA_asm: Yersinia enterocolitica strain PNUSAY001202 SAMN56686304-rid29320863.denovo.19, whole genome shotgun sequence	388	41448	5	385	29505	30647	381	47	87.664	98.0	98.0	minus	0.0	678	relaxase
CP009126_00025|MOBC	DBNCYI010000023.1 TPA_asm: Yersinia enterocolitica strain PNUSAY001202 SAMN56686304-rid29320863.denovo.23, whole genome shotgun sequence	248	29347	1	248	18846	19589	248	5	97.984	100.0	100.0	plus	5.339999999999999e-165	503	relaxase
CP008826_00025|MOBC	DBNCYI010000025.1 TPA_asm: Yersinia enterocolitica strain PNUSAY001202 SAMN56686304-rid29320863.denovo.25, whole genome shotgun sequence	237	24737	1	237	15710	16420	237	5	97.89	100.0	100.0	minus	1.38e-158	484	relaxase
NC_019899_00035|MPF_T	DBNCYI010000019.1 TPA_asm: Yersinia enterocolitica strain PNUSAY001202 SAMN56686304-rid29320863.denovo.19, whole genome shotgun sequence	611	41448	1	599	16674	18470	599	9	98.497	98.0	98.0	minus	0.0	1117	mate-pair-formation
NC_019899_00038|MPF_T	DBNCYI010000019.1 TPA_asm: Yersinia enterocolitica strain PNUSAY001202 SAMN56686304-rid29320863.denovo.19, whole genome shotgun sequence	309	41448	1	309	20739	21665	309	2	99.353	100.0	100.0	minus	0.0	630	mate-pair-formation
NC_019899_00039|MPF_T	DBNCYI010000019.1 TPA_asm: Yersinia enterocolitica strain PNUSAY001202 SAMN56686304-rid29320863.denovo.19, whole genome shotgun sequence	242	41448	1	242	21673	22398	242	7	97.107	100.0	100.0	minus	2.34e-149	457	mate-pair-formation
NC_019899_00040|MPF_T	DBNCYI010000019.1 TPA_asm: Yersinia enterocolitica strain PNUSAY001202 SAMN56686304-rid29320863.denovo.19, whole genome shotgun sequence	351	41448	1	351	22641	23693	351	29	91.738	100.0	100.0	minus	0.0	630	mate-pair-formation
NC_023277_00163|MPF_T	DBNCYI010000019.1 TPA_asm: Yersinia enterocolitica strain PNUSAY001202 SAMN56686304-rid29320863.denovo.19, whole genome shotgun sequence	717	41448	1	715	24744	26888	715	104	85.455	99.0	99.0	minus	0.0	1281	mate-pair-formation
