qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000126__FO834904|IncFII	DAZNSM010000017.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000629 SAMN43549869-rid23283613.denovo.18, whole genome shotgun sequence	228	87466	31	228	73282	73479	202	26	83.168	87.0	87.0	minus	2.1e-45	178	replicon
CP042948_00076|MOBF	DAZNSM010000017.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000629 SAMN43549869-rid23283613.denovo.18, whole genome shotgun sequence	1552	87466	1	1495	65140	69639	1503	283	80.439	96.0	100.0	plus	0.0	2419	relaxase
NC_019342_00064|MPF_F	DAZNSM010000017.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000629 SAMN43549869-rid23283613.denovo.18, whole genome shotgun sequence	101	87466	1	101	44049	44351	101	6	94.059	100.0	100.0	plus	1.7e-60	196	mate-pair-formation
NC_021871_00033|MPF_F	DAZNSM010000017.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000629 SAMN43549869-rid23283613.denovo.18, whole genome shotgun sequence	187	87466	1	187	44373	44933	187	26	86.096	100.0	100.0	plus	3.76e-101	317	mate-pair-formation
NZ_AGTD01000004_00094|MPF_T	DAZNSM010000017.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000629 SAMN43549869-rid23283613.denovo.18, whole genome shotgun sequence	863	87466	1	854	48455	51016	854	87	89.813	99.0	99.0	plus	0.0	1583	mate-pair-formation
NC_021871_00022|MPF_F	DAZNSM010000017.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000629 SAMN43549869-rid23283613.denovo.18, whole genome shotgun sequence	212	87466	3	211	51510	52136	209	27	87.081	99.0	99.0	plus	2.46e-123	381	mate-pair-formation
NC_021817_00023|MPF_F	DAZNSM010000017.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000629 SAMN43549869-rid23283613.denovo.18, whole genome shotgun sequence	331	87466	22	331	52205	53134	310	20	93.548	94.0	94.0	plus	0.0	590	mate-pair-formation
NC_021871_00019|MPF_F	DAZNSM010000017.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000629 SAMN43549869-rid23283613.denovo.18, whole genome shotgun sequence	204	87466	20	201	53580	54125	182	32	82.418	89.0	89.0	plus	3.49e-89	283	mate-pair-formation
NC_021871_00015|MPF_F	DAZNSM010000017.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000629 SAMN43549869-rid23283613.denovo.18, whole genome shotgun sequence	453	87466	1	453	57364	58722	453	50	88.962	100.0	100.0	plus	0.0	785	mate-pair-formation
NC_021817_00013|MPF_T	DAZNSM010000017.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000629 SAMN43549869-rid23283613.denovo.18, whole genome shotgun sequence	763	87466	18	763	62957	65137	746	124	80.831	98.0	98.0	plus	0.0	1210	mate-pair-formation
NC_009790_00086|MPF_T	DAZNSM010000017.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000629 SAMN43549869-rid23283613.denovo.18, whole genome shotgun sequence	681	87466	460	669	69259	69888	210	40	80.952	31.0	98.0	plus	4.34e-107	355	mate-pair-formation
NC_005246_00057|MPF_I	DAZNSM010000020.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000629 SAMN43549869-rid23283613.denovo.21, whole genome shotgun sequence	259	55949	15	259	5904	6638	245	48	80.408	95.0	95.0	plus	1.97e-134	416	mate-pair-formation
