qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
CP001049|IncFII	NZ_SCHO01000034.1 Yersinia sp. 2105 StPb PI NODE_34_length_7662_cov_21.6353, whole genome shotgun sequence	227	7662	1	224	4947	5167	225	19	89.333	99.0	99.0	plus	1.9e-75	278	replicon
CP017588_00047|rep_cluster_2203	NZ_SCHO01000034.1 Yersinia sp. 2105 StPb PI NODE_34_length_7662_cov_21.6353, whole genome shotgun sequence	867	7662	39	856	5200	6017	824	148	80.583	94.0	94.0	plus	2.41e-179	625	replicon
FJ696405|Col(Ye4449)	NZ_SCHO01000035.1 Yersinia sp. 2105 StPb PI NODE_35_length_5432_cov_361.434, whole genome shotgun sequence	194	5432	1	194	3592	3785	194	23	88.144	100.0	100.0	plus	1.26e-61	231	replicon
KJ541069_00010|rep_cluster_2335	NZ_SCHO01000036.1 Yersinia sp. 2105 StPb PI NODE_36_length_4941_cov_529.524, whole genome shotgun sequence	267	4941	4	257	240	492	255	37	84.314	95.0	95.0	plus	6.400000000000002e-66	246	replicon
NC_019096_00001|MOBP	NZ_SCHO01000021.1 Yersinia sp. 2105 StPb PI NODE_21_length_43330_cov_20.0779, whole genome shotgun sequence	388	43330	1	385	9176	10330	385	61	84.156	99.0	99.0	plus	0.0	677	relaxase
NC_019223_00002|MOBP	NZ_SCHO01000035.1 Yersinia sp. 2105 StPb PI NODE_35_length_5432_cov_361.434, whole genome shotgun sequence	511	5432	1	511	2070	3602	511	27	94.716	100.0	100.0	minus	0.0	916	relaxase
CP043517_00004|MOBP	NZ_SCHO01000051.1 Yersinia sp. 2105 StPb PI NODE_51_length_1276_cov_497.706, whole genome shotgun sequence	279	1276	2	265	385	1176	264	31	88.258	95.0	95.0	plus	6.149999999999999e-165	461	relaxase
NC_023277_00163|MPF_T	NZ_SCHO01000021.1 Yersinia sp. 2105 StPb PI NODE_21_length_43330_cov_20.0779, whole genome shotgun sequence	717	43330	1	715	12954	15098	715	113	84.196	99.0	99.0	plus	0.0	1262	mate-pair-formation
NC_019899_00040|MPF_T	NZ_SCHO01000021.1 Yersinia sp. 2105 StPb PI NODE_21_length_43330_cov_20.0779, whole genome shotgun sequence	351	43330	1	351	16130	17182	351	53	84.9	100.0	100.0	plus	0.0	593	mate-pair-formation
NC_019899_00039|MPF_T	NZ_SCHO01000021.1 Yersinia sp. 2105 StPb PI NODE_21_length_43330_cov_20.0779, whole genome shotgun sequence	242	43330	1	242	17459	18184	242	46	80.992	100.0	100.0	plus	2.55e-124	386	mate-pair-formation
NC_019899_00038|MPF_T	NZ_SCHO01000021.1 Yersinia sp. 2105 StPb PI NODE_21_length_43330_cov_20.0779, whole genome shotgun sequence	309	43330	1	309	18193	19119	309	41	86.731	100.0	100.0	plus	0.0	563	mate-pair-formation
NC_017624_00009|MPF_T	NZ_SCHO01000021.1 Yersinia sp. 2105 StPb PI NODE_21_length_43330_cov_20.0779, whole genome shotgun sequence	611	43330	1	599	21385	23181	599	64	89.316	98.0	98.0	plus	0.0	1092	mate-pair-formation
