sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
GCA_028844035.1.fna	chromosome			DANMYG010000012.1 TPA_asm: Yersinia enterocolitica isolate Ye-2015-54499 SAMEA11326023-rid13776983.denovo.12, whole genome shotgun sequence	112566	0.4962155535419221	a50259807168bce880e375ff1c84d4a1	00459	CP006262	IS629	IS3	1314	6	1314	74655	75963						
GCA_028844035.1.fna	chromosome			DANMYG010000012.1 TPA_asm: Yersinia enterocolitica isolate Ye-2015-54499 SAMEA11326023-rid13776983.denovo.12, whole genome shotgun sequence	112566	0.4962155535419221	a50259807168bce880e375ff1c84d4a1	00543	JX424614	ISKpn34	IS3	1221	1	1221	95881	97101						
GCA_028844035.1.fna	chromosome			DANMYG010000024.1 TPA_asm: Yersinia enterocolitica isolate Ye-2015-54499 SAMEA11326023-rid13776983.denovo.24, whole genome shotgun sequence	66169	0.5211957260953014	81ea681441f0f23bc087ee4cd655b9d0	01373	MF156713	ISSba14	Tn3	2238	1	2238	23426	25663						
GCA_028844035.1.fna	chromosome			DANMYG010000030.1 TPA_asm: Yersinia enterocolitica isolate Ye-2015-54499 SAMEA11326023-rid13776983.denovo.30, whole genome shotgun sequence	53385	0.4562704879647841	efa4933c74ae4997ba9488f4a0d5b8f4	01106	CP022101	ISVa15	IS630	1101	1	1101	10464	11564						
GCA_028844035.1.fna	chromosome			DANMYG010000085.1 TPA_asm: Yersinia enterocolitica isolate Ye-2015-54499 SAMEA11326023-rid13776983.guided.34, whole genome shotgun sequence	51472	0.48737177494560147	30e1a154b104062117b3b37609dfe3db	00543	JX424614	ISKpn34	IS3	1221	1	1221	15506	16726						
GCA_028844035.1.fna	chromosome			DANMYG010000085.1 TPA_asm: Yersinia enterocolitica isolate Ye-2015-54499 SAMEA11326023-rid13776983.guided.34, whole genome shotgun sequence	51472	0.48737177494560147	30e1a154b104062117b3b37609dfe3db	00459	CP006262	IS629	IS3	1314	6	1314	36644	37952						
GCA_028844035.1.fna	chromosome			DANMYG010000075.1 TPA_asm: Yersinia enterocolitica isolate Ye-2015-54499 SAMEA11326023-rid13776983.denovo.79, whole genome shotgun sequence	1439	0.5406532314107019	3ab531aaa95f81b702a03ceec8af9d2e	01399	CP016586.1	16s-rRNA	16S	1554	106	1542	2	1439						
GCA_028844035.1.fna	chromosome			DANMYG010000077.1 TPA_asm: Yersinia enterocolitica isolate Ye-2015-54499 SAMEA11326023-rid13776983.denovo.81, whole genome shotgun sequence	1207	0.512013256006628	843067aaebac95914ea8092a84084bbb	00492	NC_007606	IS911	IS3	1251	22	1230	1	1207						
GCA_028844035.1.fna	chromosome			DANMYG010000078.1 TPA_asm: Yersinia enterocolitica isolate Ye-2015-54499 SAMEA11326023-rid13776983.denovo.82, whole genome shotgun sequence	1156	0.5389273356401384	b7c6b078bfa37a14db6e21d353610471	00918	LT898486	ISKpn26	IS5	1197	20	1175	1	1156						
GCA_028844035.1.fna	chromosome			DANMYG010000079.1 TPA_asm: Yersinia enterocolitica isolate Ye-2015-54499 SAMEA11326023-rid13776983.denovo.83, whole genome shotgun sequence	1117	0.5174574753804835	a27d9e22e1fb44df5f7ceca2f9579b16	01077	NC_004851	IS630	IS630	1160	22	1138	1	1117						
