sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
GCF_051898495.1.fna	chromosome	-	-	NZ_JBJPDS010000001.1 Yersinia enterocolitica strain YE-FR24-G-H-41 contig_00001, whole genome shotgun sequence	79974	0.4567609473078751	235b3e6a9d8d5f81388f8878572fbb20	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_051898495.1.fna	chromosome	-	-	NZ_JBJPDS010000002.1 Yersinia enterocolitica strain YE-FR24-G-H-41 contig_00002, whole genome shotgun sequence	233743	0.46044587431495276	ae531da18c431f333d39d5ef1b164f66	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_051898495.1.fna	chromosome	-	-	NZ_JBJPDS010000003.1 Yersinia enterocolitica strain YE-FR24-G-H-41 contig_00003, whole genome shotgun sequence	306283	0.47665067927374355	963c92966f95d522653aff942eb70134	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_051898495.1.fna	chromosome	-	-	NZ_JBJPDS010000004.1 Yersinia enterocolitica strain YE-FR24-G-H-41 contig_00004, whole genome shotgun sequence	169880	0.47736637626559925	5b4be18b53be20e280183d8b65989ef6	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_051898495.1.fna	chromosome	-	-	NZ_JBJPDS010000005.1 Yersinia enterocolitica strain YE-FR24-G-H-41 contig_00005, whole genome shotgun sequence	157437	0.4734909836950653	3b1a61b4d823b1de70efa47b24d43b11	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_051898495.1.fna	chromosome	-	-	NZ_JBJPDS010000006.1 Yersinia enterocolitica strain YE-FR24-G-H-41 contig_00006, whole genome shotgun sequence	134949	0.4732232176600049	0105899b691390c723e6e95a6a19718c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_051898495.1.fna	chromosome	-	-	NZ_JBJPDS010000007.1 Yersinia enterocolitica strain YE-FR24-G-H-41 contig_00007, whole genome shotgun sequence	126285	0.4767945520053846	65461354a11c98c89c1ee5d814814cfe	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_051898495.1.fna	chromosome	-	-	NZ_JBJPDS010000008.1 Yersinia enterocolitica strain YE-FR24-G-H-41 contig_00008, whole genome shotgun sequence	124865	0.45964041164457614	24be71f7df0599f6123af1b4402469a0	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_051898495.1.fna	chromosome	-	-	NZ_JBJPDS010000009.1 Yersinia enterocolitica strain YE-FR24-G-H-41 contig_00009, whole genome shotgun sequence	119956	0.4735986528393744	17be62141f2f5639318c3d609dd3bd77	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_051898495.1.fna	chromosome	-	-	NZ_JBJPDS010000010.1 Yersinia enterocolitica strain YE-FR24-G-H-41 contig_00010, whole genome shotgun sequence	119246	0.46765509954212303	ed75bc502d581ffc02ba81fd21e54abf	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_051898495.1.fna	chromosome	-	-	NZ_JBJPDS010000011.1 Yersinia enterocolitica strain YE-FR24-G-H-41 contig_00011, whole genome shotgun sequence	115147	0.4547491467428591	36ed13e80726f8f6d18981d64ef01ea1	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_051898495.1.fna	chromosome	-	-	NZ_JBJPDS010000012.1 Yersinia enterocolitica strain YE-FR24-G-H-41 contig_00012, whole genome shotgun sequence	112656	0.4728998011646073	a7c4c1feb2468fbd88656c5ffd8192fb	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_051898495.1.fna	chromosome	-	-	NZ_JBJPDS010000013.1 Yersinia enterocolitica strain YE-FR24-G-H-41 contig_00013, whole genome shotgun sequence	110660	0.46757636002168806	7aa5427a31c894793fc22ab76664a952	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_051898495.1.fna	chromosome	-	-	NZ_JBJPDS010000014.1 Yersinia enterocolitica strain YE-FR24-G-H-41 contig_00014, whole genome shotgun sequence	105640	0.4760507383566831	751e4405fa474994328f5be7dbf3fe46	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_051898495.1.fna	chromosome	-	-	NZ_JBJPDS010000015.1 Yersinia enterocolitica strain YE-FR24-G-H-41 contig_00015, whole genome shotgun sequence	104954	0.4733407016407188	3c688b6c1f1aad3df0755d1d9a08c34b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_051898495.1.fna	chromosome	-	-	NZ_JBJPDS010000016.1 Yersinia enterocolitica strain YE-FR24-G-H-41 contig_00016, whole genome shotgun sequence	99310	0.46651898096868394	6c4c009558a275c0d459f212ca3bc401	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_051898495.1.fna	chromosome	-	-	NZ_JBJPDS010000017.1 Yersinia enterocolitica strain YE-FR24-G-H-41 contig_00017, whole genome shotgun sequence	97509	0.4881600672758412	5914063753e1ca75b11c4066b81766d9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_051898495.1.fna	chromosome	-	-	NZ_JBJPDS010000018.1 Yersinia enterocolitica strain YE-FR24-G-H-41 contig_00018, whole genome shotgun sequence	92835	0.4694134755210858	c604fa6b318a6afd0030f50e451f22fc	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_051898495.1.fna	chromosome	-	-	NZ_JBJPDS010000019.1 Yersinia enterocolitica strain YE-FR24-G-H-41 contig_00019, whole genome shotgun sequence	90773	0.4463882432000705	46e6d87e71788d68485ad4a04f496ce8	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
