qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
CP016722|MOB_unknown	NZ_JAJAVW010000069.1 Yersinia intermedia strain IZSPB_Y83 NODE_70_length_5923_cov_43.785665, whole genome shotgun sequence	218	5923	1	182	2892	3073	185	22	84.865	83.0	83.0	minus	1.63e-46	182	oriT
000126__FO834904|IncFII	NZ_JAJAVW010000025.1 Yersinia intermedia strain IZSPB_Y83 NODE_25_length_86736_cov_22.595156, whole genome shotgun sequence	228	86736	31	228	63237	63434	202	26	83.168	87.0	87.0	minus	2.21e-45	178	replicon
CP041116_00002|ColRNAI_rep_cluster_1987	NZ_JAJAVW010000069.1 Yersinia intermedia strain IZSPB_Y83 NODE_70_length_5923_cov_43.785665, whole genome shotgun sequence	519	5923	31	518	3048	3535	495	58	85.455	94.0	94.0	plus	7.72e-143	503	replicon
CP042948_00076|MOBF	NZ_JAJAVW010000025.1 Yersinia intermedia strain IZSPB_Y83 NODE_25_length_86736_cov_22.595156, whole genome shotgun sequence	1552	86736	1	1495	55095	59594	1503	283	80.439	96.0	100.0	plus	0.0	2419	relaxase
NC_019096_00001|MOBP	NZ_JAJAVW010000038.1 Yersinia intermedia strain IZSPB_Y83 NODE_38_length_54567_cov_40.473316, whole genome shotgun sequence	388	54567	1	385	23110	24264	385	63	83.636	99.0	99.0	minus	0.0	672	relaxase
NC_013090_00004|MOBP	NZ_JAJAVW010000069.1 Yersinia intermedia strain IZSPB_Y83 NODE_70_length_5923_cov_43.785665, whole genome shotgun sequence	499	5923	1	495	986	2470	495	48	90.303	99.0	99.0	minus	0.0	871	relaxase
NC_014304_00056|MPF_F	NZ_JAJAVW010000024.1 Yersinia intermedia strain IZSPB_Y83 NODE_24_length_89157_cov_28.897598, whole genome shotgun sequence	699	89157	1	699	2432	4528	699	125	82.117	100.0	100.0	minus	0.0	1159	mate-pair-formation
NC_019342_00064|MPF_F	NZ_JAJAVW010000025.1 Yersinia intermedia strain IZSPB_Y83 NODE_25_length_86736_cov_22.595156, whole genome shotgun sequence	101	86736	1	101	34004	34306	101	6	94.059	100.0	100.0	plus	1.8e-60	196	mate-pair-formation
NC_021871_00033|MPF_F	NZ_JAJAVW010000025.1 Yersinia intermedia strain IZSPB_Y83 NODE_25_length_86736_cov_22.595156, whole genome shotgun sequence	187	86736	1	187	34328	34888	187	26	86.096	100.0	100.0	plus	3.97e-101	317	mate-pair-formation
NZ_AGTD01000004_00094|MPF_T	NZ_JAJAVW010000025.1 Yersinia intermedia strain IZSPB_Y83 NODE_25_length_86736_cov_22.595156, whole genome shotgun sequence	863	86736	1	854	38410	40971	854	87	89.813	99.0	99.0	plus	0.0	1583	mate-pair-formation
NC_021871_00022|MPF_F	NZ_JAJAVW010000025.1 Yersinia intermedia strain IZSPB_Y83 NODE_25_length_86736_cov_22.595156, whole genome shotgun sequence	212	86736	3	211	41465	42091	209	27	87.081	99.0	99.0	plus	2.5900000000000003e-123	381	mate-pair-formation
NC_021817_00023|MPF_F	NZ_JAJAVW010000025.1 Yersinia intermedia strain IZSPB_Y83 NODE_25_length_86736_cov_22.595156, whole genome shotgun sequence	331	86736	22	331	42160	43089	310	20	93.548	94.0	94.0	plus	0.0	590	mate-pair-formation
NC_021871_00019|MPF_F	NZ_JAJAVW010000025.1 Yersinia intermedia strain IZSPB_Y83 NODE_25_length_86736_cov_22.595156, whole genome shotgun sequence	204	86736	20	201	43535	44080	182	32	82.418	89.0	89.0	plus	3.69e-89	283	mate-pair-formation
NC_021871_00015|MPF_F	NZ_JAJAVW010000025.1 Yersinia intermedia strain IZSPB_Y83 NODE_25_length_86736_cov_22.595156, whole genome shotgun sequence	453	86736	1	453	47319	48677	453	50	88.962	100.0	100.0	plus	0.0	785	mate-pair-formation
NC_021817_00013|MPF_T	NZ_JAJAVW010000025.1 Yersinia intermedia strain IZSPB_Y83 NODE_25_length_86736_cov_22.595156, whole genome shotgun sequence	763	86736	18	763	52912	55092	746	124	80.831	98.0	98.0	plus	0.0	1210	mate-pair-formation
NC_009790_00086|MPF_T	NZ_JAJAVW010000025.1 Yersinia intermedia strain IZSPB_Y83 NODE_25_length_86736_cov_22.595156, whole genome shotgun sequence	681	86736	460	669	59214	59843	210	40	80.952	31.0	98.0	plus	4.5800000000000003e-107	355	mate-pair-formation
NC_017624_00009|MPF_T	NZ_JAJAVW010000038.1 Yersinia intermedia strain IZSPB_Y83 NODE_38_length_54567_cov_40.473316, whole genome shotgun sequence	611	54567	1	599	10311	12107	599	63	89.482	98.0	98.0	minus	0.0	1093	mate-pair-formation
NC_019899_00038|MPF_T	NZ_JAJAVW010000038.1 Yersinia intermedia strain IZSPB_Y83 NODE_38_length_54567_cov_40.473316, whole genome shotgun sequence	309	54567	1	309	14373	15299	309	42	86.408	100.0	100.0	minus	0.0	562	mate-pair-formation
NC_019899_00039|MPF_T	NZ_JAJAVW010000038.1 Yersinia intermedia strain IZSPB_Y83 NODE_38_length_54567_cov_40.473316, whole genome shotgun sequence	242	54567	1	242	15308	16033	242	47	80.579	100.0	100.0	minus	1.35e-123	384	mate-pair-formation
NC_019899_00040|MPF_T	NZ_JAJAVW010000038.1 Yersinia intermedia strain IZSPB_Y83 NODE_38_length_54567_cov_40.473316, whole genome shotgun sequence	351	54567	1	351	16234	17286	351	52	85.185	100.0	100.0	minus	0.0	592	mate-pair-formation
NC_023277_00163|MPF_T	NZ_JAJAVW010000038.1 Yersinia intermedia strain IZSPB_Y83 NODE_38_length_54567_cov_40.473316, whole genome shotgun sequence	717	54567	1	715	18342	20486	715	115	83.916	99.0	99.0	minus	0.0	1260	mate-pair-formation
