qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000104__CP010386_00052|IncFIB	NZ_LIYP01000064.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6904 map unlocalized plasmid pMT1 contig00064, whole genome shotgun sequence	1065	29140	1	1065	12441	13505	1065	26	97.559	100.0	100.0	plus	0.0	1823	replicon
CP042519_00001|rep_cluster_2272	NZ_LIYP01000072.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6904 map unlocalized plasmid pMT1 contig00072, whole genome shotgun sequence	756	25733	1	756	21299	22054	756	5	99.339	100.0	100.0	minus	0.0	1369	replicon
AJ851089|IncFII	NZ_LIYP01000072.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6904 map unlocalized plasmid pMT1 contig00072, whole genome shotgun sequence	261	25733	1	261	22160	22424	267	31	85.393	100.0	100.0	plus	3.4300000000000005e-73	270	replicon
002101__NC_004564_00056|rep_cluster_645	NZ_LIYP01000107.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6904 map unlocalized plasmid pCD1 contig00107, whole genome shotgun sequence	1167	9683	1	1167	7350	8516	1167	10	99.143	100.0	100.0	minus	0.0	2100	replicon
CP001049|IncFII	NZ_LIYP01000112.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6904 map unlocalized plasmid pCD1 contig00112, whole genome shotgun sequence	227	8862	1	227	1161	1387	227	0	100.0	100.0	100.0	plus	2.77e-118	420	replicon
NC_010157_00072|MOBF	NZ_LIYP01000118.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6904 map unlocalized plasmid pCD1 contig00118, whole genome shotgun sequence	152	7607	1	152	130	585	152	0	100.0	100.0	100.0	minus	1.56e-101	316	relaxase
NC_009378_00113|MPF_T	NZ_LIYP01000072.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6904 map unlocalized plasmid pMT1 contig00072, whole genome shotgun sequence	703	25733	1	703	23606	25723	706	7	98.584	100.0	100.0	minus	0.0	1242	mate-pair-formation
NC_021501_00097|MPF_F	NZ_LIYP01000087.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6904 contig00087, whole genome shotgun sequence	101	18883	1	101	677	979	101	2	98.02	100.0	100.0	plus	1.01e-63	205	mate-pair-formation
NC_006323_00096|MPF_F	NZ_LIYP01000087.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6904 contig00087, whole genome shotgun sequence	464	18883	1	464	2280	3671	464	0	100.0	100.0	100.0	plus	0.0	840	mate-pair-formation
NC_006323_00097|MPF_F	NZ_LIYP01000087.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6904 contig00087, whole genome shotgun sequence	179	18883	1	179	3696	4232	179	0	100.0	100.0	100.0	plus	2.51e-108	337	mate-pair-formation
NC_009378_00101|MPF_T	NZ_LIYP01000087.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6904 contig00087, whole genome shotgun sequence	876	18883	1	876	5705	8332	876	2	99.772	100.0	100.0	plus	0.0	1785	mate-pair-formation
NC_006323_00105|MPF_F	NZ_LIYP01000087.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6904 contig00087, whole genome shotgun sequence	215	18883	19	215	8733	9323	197	0	100.0	92.0	92.0	plus	1.3600000000000002e-129	399	mate-pair-formation
NC_021501_00085|MPF_F	NZ_LIYP01000087.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6904 contig00087, whole genome shotgun sequence	330	18883	1	330	9323	10312	330	15	95.455	100.0	100.0	plus	0.0	627	mate-pair-formation
NC_021501_00084|MPF_F	NZ_LIYP01000087.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6904 contig00087, whole genome shotgun sequence	209	18883	1	209	10332	10958	209	9	95.694	100.0	100.0	plus	3.4e-127	392	mate-pair-formation
NC_006323_00108|MPF_F	NZ_LIYP01000087.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6904 contig00087, whole genome shotgun sequence	616	18883	1	616	10958	12805	616	0	100.0	100.0	100.0	plus	0.0	1170	mate-pair-formation
NC_006323_00113|MPF_F	NZ_LIYP01000087.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6904 contig00087, whole genome shotgun sequence	456	18883	1	456	14608	15975	456	0	100.0	100.0	100.0	plus	0.0	910	mate-pair-formation
NC_021501_00076|MPF_F	NZ_LIYP01000087.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6904 contig00087, whole genome shotgun sequence	940	18883	1	928	15978	18761	928	37	96.013	99.0	99.0	plus	0.0	1742	mate-pair-formation
