qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_017657|MOBP	NZ_RKJP01000001.1 Yersinia pestis strain FDAARGOS_604 unitig_4_quiver_trim_quiver_pilon, whole genome shotgun sequence	89	16030	1	89	4806	4894	89	0	100.0	100.0	100.0	minus	5.18e-42	165	oriT
CP041342_00001|rep_cluster_2350	NZ_RKJP01000001.1 Yersinia pestis strain FDAARGOS_604 unitig_4_quiver_trim_quiver_pilon, whole genome shotgun sequence	552	16030	4	552	4916	5463	552	27	93.841	99.0	99.0	plus	0.0	824	replicon
002101__NC_004564_00056|rep_cluster_645	NZ_RKJP01000002.1 Yersinia pestis strain FDAARGOS_604 unitig_1_quiver_trim_quiver_pilon, whole genome shotgun sequence	1167	77072	1	1167	3600	4766	1167	10	99.143	100.0	100.0	plus	0.0	2100	replicon
CP001049|IncFII	NZ_RKJP01000002.1 Yersinia pestis strain FDAARGOS_604 unitig_1_quiver_trim_quiver_pilon, whole genome shotgun sequence	227	77072	1	227	24853	25079	227	0	100.0	100.0	100.0	plus	2.99e-118	420	replicon
000228__CP002179_00041|IncX7	NZ_RKJP01000003.1 Yersinia pestis strain FDAARGOS_604 unitig_2_quiver_trim_quiver_pilon, whole genome shotgun sequence	861	35044	1	861	27413	28273	861	0	100.0	100.0	100.0	minus	0.0	1591	replicon
000614__NZ_CP009994_00039|rep_cluster_1297	NZ_RKJP01000004.1 Yersinia pestis strain FDAARGOS_604 unitig_3_quiver_trim_quiver_pilon, whole genome shotgun sequence	921	36085	1	921	12498	13418	921	0	100.0	100.0	100.0	plus	0.0	1701	replicon
NC_010157_00072|MOBF	NZ_RKJP01000002.1 Yersinia pestis strain FDAARGOS_604 unitig_1_quiver_trim_quiver_pilon, whole genome shotgun sequence	152	77072	1	152	22327	22782	152	0	100.0	100.0	100.0	plus	1.72e-101	316	relaxase
NC_015054_00008|MOBP	NZ_RKJP01000003.1 Yersinia pestis strain FDAARGOS_604 unitig_2_quiver_trim_quiver_pilon, whole genome shotgun sequence	407	35044	1	407	32375	33595	407	0	100.0	100.0	100.0	plus	0.0	842	relaxase
NC_015068_00028|MOBP	NZ_RKJP01000004.1 Yersinia pestis strain FDAARGOS_604 unitig_3_quiver_trim_quiver_pilon, whole genome shotgun sequence	1005	36085	1	993	1334	4312	993	0	100.0	99.0	99.0	minus	0.0	2008	relaxase
NC_015054_00015|MPF_T	NZ_RKJP01000003.1 Yersinia pestis strain FDAARGOS_604 unitig_2_quiver_trim_quiver_pilon, whole genome shotgun sequence	364	35044	1	364	3890	4981	364	0	100.0	100.0	100.0	plus	0.0	610	mate-pair-formation
NC_015054_00018|MPF_T	NZ_RKJP01000003.1 Yersinia pestis strain FDAARGOS_604 unitig_2_quiver_trim_quiver_pilon, whole genome shotgun sequence	228	35044	1	228	5285	5968	228	0	100.0	100.0	100.0	plus	9.13e-152	464	mate-pair-formation
NC_015054_00019|MPF_T	NZ_RKJP01000003.1 Yersinia pestis strain FDAARGOS_604 unitig_2_quiver_trim_quiver_pilon, whole genome shotgun sequence	303	35044	1	303	5971	6879	303	0	100.0	100.0	100.0	plus	0.0	583	mate-pair-formation
NC_015054_00022|MPF_T	NZ_RKJP01000003.1 Yersinia pestis strain FDAARGOS_604 unitig_2_quiver_trim_quiver_pilon, whole genome shotgun sequence	620	35044	1	620	9009	10868	620	1	99.839	100.0	100.0	plus	0.0	1184	mate-pair-formation
NC_015068_00008|MPF_T	NZ_RKJP01000004.1 Yersinia pestis strain FDAARGOS_604 unitig_3_quiver_trim_quiver_pilon, whole genome shotgun sequence	808	36085	1	808	15961	18384	808	0	100.0	100.0	100.0	plus	0.0	1689	mate-pair-formation
NC_015068_00010|MPF_T	NZ_RKJP01000004.1 Yersinia pestis strain FDAARGOS_604 unitig_3_quiver_trim_quiver_pilon, whole genome shotgun sequence	345	36085	1	337	19069	20079	337	0	100.0	98.0	98.0	plus	0.0	615	mate-pair-formation
NC_015068_00011|MPF_T	NZ_RKJP01000004.1 Yersinia pestis strain FDAARGOS_604 unitig_3_quiver_trim_quiver_pilon, whole genome shotgun sequence	248	36085	1	248	20251	20994	248	0	100.0	100.0	100.0	plus	1.5700000000000002e-144	444	mate-pair-formation
NC_015068_00012|MPF_T	NZ_RKJP01000004.1 Yersinia pestis strain FDAARGOS_604 unitig_3_quiver_trim_quiver_pilon, whole genome shotgun sequence	260	36085	1	260	20994	21773	260	1	99.615	100.0	100.0	plus	7.64e-175	531	mate-pair-formation
NC_015068_00015|MPF_T	NZ_RKJP01000004.1 Yersinia pestis strain FDAARGOS_604 unitig_3_quiver_trim_quiver_pilon, whole genome shotgun sequence	652	36085	1	652	24013	25968	652	0	100.0	100.0	100.0	plus	0.0	1313	mate-pair-formation
