sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
GCA_963866955.1.fna	chromosome			CAWMEU010000001.1 Yersinia enterocolitica isolate ena-yuan-GCF_000987925.1 genome assembly, contig: NZ_CP011118.1, whole genome shotgun sequence	4735535	0.47135307837446033	2e32a6cdf5aff3bc0f1d7c10fd6bd5b9	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	356521	358068						
GCA_963866955.1.fna	chromosome			CAWMEU010000001.1 Yersinia enterocolitica isolate ena-yuan-GCF_000987925.1 genome assembly, contig: NZ_CP011118.1, whole genome shotgun sequence	4735535	0.47135307837446033	2e32a6cdf5aff3bc0f1d7c10fd6bd5b9	01400	CP016586.1	23s-rRNA	23S	3027	658	3027	359066	361438						
GCA_963866955.1.fna	chromosome			CAWMEU010000001.1 Yersinia enterocolitica isolate ena-yuan-GCF_000987925.1 genome assembly, contig: NZ_CP011118.1, whole genome shotgun sequence	4735535	0.47135307837446033	2e32a6cdf5aff3bc0f1d7c10fd6bd5b9	00459	CP006262	IS629	IS3	1314	6	1314	625673	626981						
GCA_963866955.1.fna	chromosome			CAWMEU010000001.1 Yersinia enterocolitica isolate ena-yuan-GCF_000987925.1 genome assembly, contig: NZ_CP011118.1, whole genome shotgun sequence	4735535	0.47135307837446033	2e32a6cdf5aff3bc0f1d7c10fd6bd5b9	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	1008755	1010302						
GCA_963866955.1.fna	chromosome			CAWMEU010000001.1 Yersinia enterocolitica isolate ena-yuan-GCF_000987925.1 genome assembly, contig: NZ_CP011118.1, whole genome shotgun sequence	4735535	0.47135307837446033	2e32a6cdf5aff3bc0f1d7c10fd6bd5b9	01400	CP016586.1	23s-rRNA	23S	3027	658	3027	1011300	1013672						
GCA_963866955.1.fna	chromosome			CAWMEU010000001.1 Yersinia enterocolitica isolate ena-yuan-GCF_000987925.1 genome assembly, contig: NZ_CP011118.1, whole genome shotgun sequence	4735535	0.47135307837446033	2e32a6cdf5aff3bc0f1d7c10fd6bd5b9	00676	MF072964	ISCfr4	IS30	1253	15	1252	1094184	1095421						
GCA_963866955.1.fna	chromosome			CAWMEU010000001.1 Yersinia enterocolitica isolate ena-yuan-GCF_000987925.1 genome assembly, contig: NZ_CP011118.1, whole genome shotgun sequence	4735535	0.47135307837446033	2e32a6cdf5aff3bc0f1d7c10fd6bd5b9	00676	MF072964	ISCfr4	IS30	1253	15	1239	1108383	1109607						
GCA_963866955.1.fna	chromosome			CAWMEU010000001.1 Yersinia enterocolitica isolate ena-yuan-GCF_000987925.1 genome assembly, contig: NZ_CP011118.1, whole genome shotgun sequence	4735535	0.47135307837446033	2e32a6cdf5aff3bc0f1d7c10fd6bd5b9	00676	MF072964	ISCfr4	IS30	1253	5	1250	2046109	2047354						
GCA_963866955.1.fna	chromosome			CAWMEU010000001.1 Yersinia enterocolitica isolate ena-yuan-GCF_000987925.1 genome assembly, contig: NZ_CP011118.1, whole genome shotgun sequence	4735535	0.47135307837446033	2e32a6cdf5aff3bc0f1d7c10fd6bd5b9	00495	KX710093	ISLad1	IS3	1249	1	1249	2053634	2054882						
GCA_963866955.1.fna	chromosome			CAWMEU010000001.1 Yersinia enterocolitica isolate ena-yuan-GCF_000987925.1 genome assembly, contig: NZ_CP011118.1, whole genome shotgun sequence	4735535	0.47135307837446033	2e32a6cdf5aff3bc0f1d7c10fd6bd5b9	00495	KX710093	ISLad1	IS3	1249	1	1249	2926475	2927723						
