qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_022333_00006|MOBF	NZ_CPVI01000031.1 Yersinia intermedia strain IP10209, whole genome shotgun sequence	1766	34408	1	1766	24477	29789	1774	331	80.722	100.0	100.0	plus	0.0	2828	relaxase
NC_019342_00064|MPF_F	NZ_CPVI01000031.1 Yersinia intermedia strain IP10209, whole genome shotgun sequence	101	34408	1	101	3215	3517	101	6	94.059	100.0	100.0	plus	1.51e-60	196	mate-pair-formation
NC_021871_00033|MPF_F	NZ_CPVI01000031.1 Yersinia intermedia strain IP10209, whole genome shotgun sequence	187	34408	1	187	3539	4099	187	26	86.096	100.0	100.0	plus	3.6e-101	317	mate-pair-formation
NZ_AGTD01000004_00091|MPF_F	NZ_CPVI01000031.1 Yersinia intermedia strain IP10209, whole genome shotgun sequence	454	34408	1	452	4819	6171	452	89	80.088	99.0	99.0	plus	0.0	603	mate-pair-formation
NZ_AGTD01000004_00094|MPF_T	NZ_CPVI01000031.1 Yersinia intermedia strain IP10209, whole genome shotgun sequence	863	34408	1	854	7615	10176	854	87	89.813	99.0	99.0	plus	0.0	1584	mate-pair-formation
NC_021871_00022|MPF_F	NZ_CPVI01000031.1 Yersinia intermedia strain IP10209, whole genome shotgun sequence	212	34408	4	211	10673	11296	208	26	87.5	98.0	98.0	plus	4.11e-123	381	mate-pair-formation
NC_021817_00023|MPF_F	NZ_CPVI01000031.1 Yersinia intermedia strain IP10209, whole genome shotgun sequence	331	34408	22	331	11365	12294	310	21	93.226	94.0	94.0	plus	0.0	588	mate-pair-formation
NC_021871_00019|MPF_F	NZ_CPVI01000031.1 Yersinia intermedia strain IP10209, whole genome shotgun sequence	204	34408	20	201	12740	13285	182	32	82.418	89.0	89.0	plus	2.3999999999999997e-90	286	mate-pair-formation
NC_021871_00015|MPF_F	NZ_CPVI01000031.1 Yersinia intermedia strain IP10209, whole genome shotgun sequence	453	34408	1	453	16524	17882	453	49	89.183	100.0	100.0	plus	0.0	787	mate-pair-formation
NC_021817_00013|MPF_T	NZ_CPVI01000031.1 Yersinia intermedia strain IP10209, whole genome shotgun sequence	763	34408	18	763	22246	24474	754	111	82.759	98.0	98.0	plus	0.0	1248	mate-pair-formation
NC_009790_00086|MPF_T	NZ_CPVI01000031.1 Yersinia intermedia strain IP10209, whole genome shotgun sequence	681	34408	460	669	28596	29225	210	41	80.476	31.0	98.0	plus	5.27e-106	352	mate-pair-formation
