qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NZ_CP013834|MOBF	NZ_JBGEEU010000026.1 Yersinia enterocolitica strain SF15 NODE_26_length_48581_cov_58.701839, whole genome shotgun sequence	259	48581	1	206	14787	14992	212	30	80.189	80.0	80.0	plus	1.85e-36	148	oriT
CP000966|IncFII	NZ_JBGEEU010000023.1 Yersinia enterocolitica strain SF15 NODE_23_length_71906_cov_30.151596, whole genome shotgun sequence	230	71906	5	200	4981	5180	202	31	80.693	85.0	85.0	minus	4.5100000000000014e-37	150	replicon
000152__NZ_CP011646_00085|IncN	NZ_JBGEEU010000026.1 Yersinia enterocolitica strain SF15 NODE_26_length_48581_cov_58.701839, whole genome shotgun sequence	882	48581	1	882	2747	3628	883	87	89.921	100.0	100.0	plus	0.0	1136	replicon
000621__CP009126_00005|rep_cluster_1304	NZ_JBGEEU010000031.1 Yersinia enterocolitica strain SF15 NODE_31_length_23595_cov_34.157241, whole genome shotgun sequence	918	23595	6	918	314	1226	913	39	95.728	99.0	99.0	minus	0.0	1471	replicon
EU580135_00003|rep_cluster_2370	NZ_JBGEEU010000035.1 Yersinia enterocolitica strain SF15 NODE_35_length_8758_cov_1167.296510, whole genome shotgun sequence	432	8758	15	409	7612	8017	409	43	85.33	91.0	91.0	minus	4.75e-114	407	replicon
NC_015872_00034|MOBF	NZ_JBGEEU010000026.1 Yersinia enterocolitica strain SF15 NODE_26_length_48581_cov_58.701839, whole genome shotgun sequence	1068	48581	1	1068	17066	20281	1072	6	99.067	100.0	100.0	plus	0.0	2032	relaxase
NC_009793_00003|MOBC	NZ_JBGEEU010000035.1 Yersinia enterocolitica strain SF15 NODE_35_length_8758_cov_1167.296510, whole genome shotgun sequence	243	8758	1	243	2085	2813	243	28	88.477	100.0	100.0	plus	1.81e-136	421	relaxase
NC_015872_00033|MPF_T	NZ_JBGEEU010000026.1 Yersinia enterocolitica strain SF15 NODE_26_length_48581_cov_58.701839, whole genome shotgun sequence	510	48581	1	510	15529	17058	510	51	90.0	100.0	100.0	plus	0.0	939	mate-pair-formation
NC_015872_00005|MPF_T	NZ_JBGEEU010000026.1 Yersinia enterocolitica strain SF15 NODE_26_length_48581_cov_58.701839, whole genome shotgun sequence	295	48581	1	295	24941	25825	295	2	99.322	100.0	100.0	minus	7.299999999999999e-173	528	mate-pair-formation
NC_015872_00006|MPF_T	NZ_JBGEEU010000026.1 Yersinia enterocolitica strain SF15 NODE_26_length_48581_cov_58.701839, whole genome shotgun sequence	231	48581	1	231	25839	26531	231	3	98.701	100.0	100.0	minus	4.11e-145	445	mate-pair-formation
NC_015872_00007|MPF_T	NZ_JBGEEU010000026.1 Yersinia enterocolitica strain SF15 NODE_26_length_48581_cov_58.701839, whole genome shotgun sequence	345	48581	1	300	26888	27787	300	1	99.667	87.0	87.0	minus	2.43e-180	551	mate-pair-formation
NC_015872_00010|MPF_T	NZ_JBGEEU010000026.1 Yersinia enterocolitica strain SF15 NODE_26_length_48581_cov_58.701839, whole genome shotgun sequence	857	48581	1	857	28785	31355	857	14	98.366	100.0	100.0	minus	0.0	1779	mate-pair-formation
NC_015872_00011|MPF_T	NZ_JBGEEU010000026.1 Yersinia enterocolitica strain SF15 NODE_26_length_48581_cov_58.701839, whole genome shotgun sequence	105	48581	1	105	31359	31673	105	1	99.048	100.0	100.0	minus	3.68e-67	215	mate-pair-formation
