qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
CP016722|MOB_unknown	ACAJFA010000054.1 Yersinia enterocolitica strain 01805234 SAMN50752023-rid27418683.denovo.057, whole genome shotgun sequence	218	4360	1	182	3414	3595	184	26	83.696	83.0	83.0	minus	3.4200000000000007e-43	171	oriT
NC_017721|MOBP	ACAJFA010000061.1 Yersinia enterocolitica strain 01805234 SAMN50752023-rid27418683.denovo.064, whole genome shotgun sequence	89	3645	4	89	1008	1093	88	2	93.182	97.0	97.0	plus	2.63e-30	126	oriT
JF937655|Col(YF27601)	ACAJFA010000042.1 Yersinia enterocolitica strain 01805234 SAMN50752023-rid27418683.denovo.044, whole genome shotgun sequence	175	14167	1	175	9892	10066	176	10	93.182	100.0	100.0	plus	2e-69	257	replicon
CP041116_00002|ColRNAI_rep_cluster_1987	ACAJFA010000054.1 Yersinia enterocolitica strain 01805234 SAMN50752023-rid27418683.denovo.057, whole genome shotgun sequence	519	4360	31	519	3570	4063	495	35	91.515	94.0	94.0	plus	0.0	675	replicon
000793__CP011573|rep_cluster_1451	ACAJFA010000055.1 Yersinia enterocolitica strain 01805234 SAMN50752023-rid27418683.denovo.058, whole genome shotgun sequence	864	3952	1	864	1650	2501	864	66	90.972	100.0	100.0	minus	0.0	1153	replicon
LT985313_00005|rep_cluster_2373	ACAJFA010000061.1 Yersinia enterocolitica strain 01805234 SAMN50752023-rid27418683.denovo.064, whole genome shotgun sequence	432	3645	28	387	165	523	360	21	93.889	83.0	83.0	minus	1.31e-154	542	replicon
NC_019269_00003|MOBP	ACAJFA010000042.1 Yersinia enterocolitica strain 01805234 SAMN50752023-rid27418683.denovo.044, whole genome shotgun sequence	487	14167	1	487	11227	12687	487	60	87.68	100.0	100.0	plus	0.0	822	relaxase
NC_013090_00004|MOBP	ACAJFA010000054.1 Yersinia enterocolitica strain 01805234 SAMN50752023-rid27418683.denovo.057, whole genome shotgun sequence	499	4360	1	495	1508	2992	495	43	91.313	99.0	99.0	minus	0.0	880	relaxase
CP011573_00003|MOBQ	ACAJFA010000055.1 Yersinia enterocolitica strain 01805234 SAMN50752023-rid27418683.denovo.058, whole genome shotgun sequence	451	3952	1	451	21	1373	451	10	97.783	100.0	100.0	plus	0.0	801	relaxase
NC_021523_00003|MOBQ	ACAJFA010000060.1 Yersinia enterocolitica strain 01805234 SAMN50752023-rid27418683.denovo.063, whole genome shotgun sequence	311	3658	1	311	1494	2426	311	1	99.678	100.0	100.0	plus	0.0	647	relaxase
NC_013090_00004|MOBP	ACAJFA010000061.1 Yersinia enterocolitica strain 01805234 SAMN50752023-rid27418683.denovo.064, whole genome shotgun sequence	499	3645	1	499	1514	3010	499	46	90.782	100.0	100.0	plus	0.0	883	relaxase
NC_003350_00078|MPF_F	ACAJFA010000001.1 Yersinia enterocolitica strain 01805234 SAMN50752023-rid27418683.denovo.001, whole genome shotgun sequence	900	465156	183	895	163730	165871	714	69	90.196	79.0	89.0	plus	0.0	1207	mate-pair-formation
NC_017958_00034|MPF_G	ACAJFA010000001.1 Yersinia enterocolitica strain 01805234 SAMN50752023-rid27418683.denovo.001, whole genome shotgun sequence	316	465156	29	315	184371	185231	287	57	80.139	91.0	91.0	plus	2.56e-164	504	mate-pair-formation
