02_genomes/raw/GCA_029890075.1.fna	yersinia	-	aarF(6)	dfp(2)	galR(3)	glnS(3)	hemA(2)	rfaE(~3)	speA(~4)
02_genomes/raw/GCA_050445005.1.fna	yersinia	-	aarF(7)	dfp(64)	galR(79)	glnS(76?)	hemA(1)	rfaE(1)	speA(7)
02_genomes/raw/GCA_050442745.1.fna	yersinia	145	aarF(3)	dfp(2)	galR(3)	glnS(3)	hemA(2)	rfaE(12)	speA(3)
02_genomes/raw/GCA_050442725.1.fna	yersinia	-	aarF(2)	dfp(4)	galR(10)	glnS(2)	hemA(7,7)	rfaE(2)	speA(2)
02_genomes/raw/GCA_050442705.1.fna	yersinia	-	aarF(7)	dfp(64)	galR(79)	glnS(76?)	hemA(1)	rfaE(1)	speA(7)
02_genomes/raw/GCA_050446075.1.fna	yersinia	-	aarF(7)	dfp(64)	galR(79)	glnS(76?)	hemA(1)	rfaE(1)	speA(7)
02_genomes/raw/GCA_050442685.1.fna	yersinia	-	aarF(7)	dfp(64)	galR(79)	glnS(76?)	hemA(1)	rfaE(1)	speA(7)
02_genomes/raw/GCA_050508795.1.fna	yersinia	-	aarF(6)	dfp(2)	galR(3)	glnS(3)	hemA(2)	rfaE(~3)	speA(~4)
02_genomes/raw/GCA_050440805.1.fna	yersinia	-	aarF(~5)	dfp(~70)	galR(~2)	glnS(~7)	hemA(~5)	rfaE(~74)	speA(~2)
02_genomes/raw/GCA_050440385.1.fna	yersinia	-	aarF(2)	dfp(4)	galR(~7)	glnS(2)	hemA(~10)	rfaE(~6)	speA(2)
02_genomes/raw/GCA_050442605.1.fna	yersinia	-	aarF(6)	dfp(2)	galR(3)	glnS(3)	hemA(2)	rfaE(~3)	speA(~4)
02_genomes/raw/GCA_050442625.1.fna	yersinia	-	aarF(6)	dfp(2)	galR(3)	glnS(3)	hemA(2)	rfaE(~3)	speA(~4)
02_genomes/raw/GCA_050440365.1.fna	yersinia	-	aarF(7)	dfp(64)	galR(79)	glnS(76?)	hemA(1)	rfaE(1)	speA(7)
02_genomes/raw/GCA_050440345.1.fna	yersinia	-	aarF(6)	dfp(2)	galR(3)	glnS(3)	hemA(2)	rfaE(~3)	speA(~4)
02_genomes/raw/GCA_050442585.1.fna	yersinia	-	aarF(7)	dfp(64)	galR(79)	glnS(76?)	hemA(1)	rfaE(1)	speA(7)
02_genomes/raw/GCA_050440325.1.fna	yersinia	-	aarF(7)	dfp(64)	galR(79)	glnS(76?)	hemA(1)	rfaE(1)	speA(7)
02_genomes/raw/GCA_050444965.1.fna	yersinia	-	aarF(7)	dfp(64)	galR(79)	glnS(76?)	hemA(1)	rfaE(1)	speA(7)
02_genomes/raw/GCA_050442565.1.fna	yersinia	-	aarF(7)	dfp(64)	galR(79)	glnS(76?)	hemA(1)	rfaE(1)	speA(7)
02_genomes/raw/GCA_050469625.1.fna	yersinia	-	aarF(6)	dfp(2)	galR(3)	glnS(3)	hemA(2)	rfaE(~3)	speA(~4)
02_genomes/raw/GCA_050440305.1.fna	yersinia	-	aarF(7)	dfp(64)	galR(79)	glnS(76?)	hemA(1)	rfaE(1)	speA(7)
02_genomes/raw/GCA_050440285.1.fna	yersinia	-	aarF(6)	dfp(2)	galR(3)	glnS(3)	hemA(2)	rfaE(~3)	speA(~4)
02_genomes/raw/GCA_050469525.1.fna	yersinia	-	aarF(6)	dfp(2)	galR(3)	glnS(3)	hemA(2)	rfaE(~3)	speA(~4)
02_genomes/raw/GCA_050440265.1.fna	yersinia	-	aarF(6)	dfp(2)	galR(3)	glnS(3)	hemA(2)	rfaE(~3)	speA(~4)
