02_genomes/raw/GCF_030294965.1.fna	ypseudotuberculosis	-	adk(1)	argA(3)	aroA(1)	glnA(2)	thrA(3)	tmk(7)	trpE(2)
02_genomes/raw/GCF_045865165.1.fna	ypseudotuberculosis	-	adk(1)	argA(2)	aroA(1)	glnA(2)	thrA(3)	tmk(7)	trpE(1)
02_genomes/raw/GCA_900460665.1.fna	ypseudotuberculosis	-	adk(1)	argA(1)	aroA(10?)	glnA(2)	thrA(1)	tmk(1)	trpE(1)
02_genomes/raw/GCF_900460735.1.fna	ypseudotuberculosis	-	adk(1)	argA(2)	aroA(1)	glnA(2)	thrA(8)	tmk(2)	trpE(~1)
02_genomes/raw/GCF_900460545.1.fna	ypseudotuberculosis	90	adk(1)	argA(2)	aroA(1)	glnA(2)	thrA(5)	tmk(2)	trpE(10)
02_genomes/raw/GCF_900460465.1.fna	ypseudotuberculosis	90	adk(1)	argA(2)	aroA(1)	glnA(2)	thrA(5)	tmk(2)	trpE(10)
02_genomes/raw/GCF_000009065.1.fna	ypseudotuberculosis	90	adk(1)	argA(2)	aroA(1)	glnA(2)	thrA(5)	tmk(2)	trpE(10)
02_genomes/raw/GCF_000343995.1.fna	ypseudotuberculosis	-	adk(1)	argA(1)	aroA(1)	glnA(1)	thrA(~1)	tmk(1)	trpE(1)
02_genomes/raw/GCF_000343955.1.fna	ypseudotuberculosis	-	adk(1)	argA(1)	aroA(1)	glnA(1)	thrA(~1)	tmk(1)	trpE(1)
02_genomes/raw/GCF_001487065.1.fna	ypseudotuberculosis	90	adk(1)	argA(2)	aroA(1)	glnA(2)	thrA(5)	tmk(2)	trpE(10)
02_genomes/raw/GCF_900095105.1.fna	ypseudotuberculosis	90	adk(1)	argA(2)	aroA(1)	glnA(2)	thrA(5)	tmk(2)	trpE(10)
02_genomes/raw/GCA_902171045.1.fna	ypseudotuberculosis	-	adk(4)	argA(2)	aroA(10)	glnA(2)	thrA(2)	tmk(5)	trpE(-)
02_genomes/raw/GCA_902171115.1.fna	ypseudotuberculosis	-	adk(-)	argA(2)	aroA(1)	glnA(2)	thrA(5)	tmk(6)	trpE(1)
02_genomes/raw/GCA_902171155.1.fna	ypseudotuberculosis	-	adk(-)	argA(2)	aroA(1)	glnA(2)	thrA(5)	tmk(6)	trpE(1)
02_genomes/raw/GCA_902171185.1.fna	ypseudotuberculosis	-	adk(-)	argA(2)	aroA(10)	glnA(2)	thrA(2)	tmk(5)	trpE(1)
02_genomes/raw/GCA_902171235.1.fna	ypseudotuberculosis	-	adk(1)	argA(~2)	aroA(1)	glnA(2)	thrA(5)	tmk(6)	trpE(1)
02_genomes/raw/GCA_902171345.1.fna	ypseudotuberculosis	-	adk(1)	argA(2)	aroA(1)	glnA(~2)	thrA(8)	tmk(6)	trpE(1)
02_genomes/raw/GCA_902171285.1.fna	ypseudotuberculosis	-	adk(1)	argA(~2)	aroA(1)	glnA(2)	thrA(5)	tmk(6)	trpE(1)
02_genomes/raw/GCA_902171465.1.fna	ypseudotuberculosis	-	adk(1)	argA(~2)	aroA(1)	glnA(2)	thrA(5)	tmk(6)	trpE(1)
02_genomes/raw/GCA_902171485.1.fna	ypseudotuberculosis	-	adk(1)	argA(~2)	aroA(1)	glnA(2)	thrA(5)	tmk(6)	trpE(1)
02_genomes/raw/GCA_902171605.1.fna	ypseudotuberculosis	-	adk(1)	argA(~2)	aroA(1)	glnA(2)	thrA(5)	tmk(6)	trpE(1)
02_genomes/raw/GCA_902171725.1.fna	ypseudotuberculosis	-	adk(1)	argA(~2)	aroA(1)	glnA(2)	thrA(5)	tmk(6)	trpE(1)
02_genomes/raw/GCA_902171995.1.fna	ypseudotuberculosis	-	adk(1)	argA(~2)	aroA(1)	glnA(2)	thrA(5)	tmk(6)	trpE(1)
02_genomes/raw/GCA_902172055.1.fna	ypseudotuberculosis	-	adk(1)	argA(~2)	aroA(1)	glnA(2)	thrA(5)	tmk(6)	trpE(1)
02_genomes/raw/GCA_902172175.1.fna	ypseudotuberculosis	-	adk(1?)	argA(2)	aroA(1)	glnA(2)	thrA(5)	tmk(2)	trpE(1)
02_genomes/raw/GCA_902172195.1.fna	ypseudotuberculosis	-	adk(1)	argA(~2)	aroA(1)	glnA(2)	thrA(5)	tmk(6)	trpE(1)
02_genomes/raw/GCA_902172235.1.fna	ypseudotuberculosis	-	adk(1)	argA(~2)	aroA(1)	glnA(2)	thrA(5)	tmk(6)	trpE(1)
02_genomes/raw/GCA_902172385.1.fna	ypseudotuberculosis	-	adk(4)	argA(2)	aroA(1)	glnA(2)	thrA(8)	tmk(6)	trpE(1)
02_genomes/raw/GCA_902172475.1.fna	ypseudotuberculosis	-	adk(1?)	argA(2)	aroA(1)	glnA(2)	thrA(8)	tmk(2)	trpE(1)
02_genomes/raw/GCA_902172455.1.fna	ypseudotuberculosis	-	adk(-)	argA(2)	aroA(1)	glnA(2)	thrA(8)	tmk(2)	trpE(1)
02_genomes/raw/GCA_902172585.1.fna	ypseudotuberculosis	-	adk(1)	argA(74?)	aroA(1)	glnA(2)	thrA(5)	tmk(6)	trpE(1)
02_genomes/raw/GCA_902172615.1.fna	ypseudotuberculosis	-	adk(1)	argA(~2)	aroA(1)	glnA(2)	thrA(5)	tmk(6)	trpE(1)
02_genomes/raw/GCA_902172675.1.fna	ypseudotuberculosis	-	adk(1)	argA(~2)	aroA(1)	glnA(2)	thrA(5)	tmk(6)	trpE(1)
02_genomes/raw/GCA_902172625.1.fna	ypseudotuberculosis	-	adk(1)	argA(~2)	aroA(1)	glnA(2)	thrA(5)	tmk(6)	trpE(1)
02_genomes/raw/GCA_902172725.1.fna	ypseudotuberculosis	-	adk(1)	argA(~2)	aroA(1)	glnA(2)	thrA(5)	tmk(6)	trpE(1)
02_genomes/raw/GCA_902172785.1.fna	ypseudotuberculosis	-	adk(1)	argA(~2)	aroA(1)	glnA(2)	thrA(5)	tmk(6)	trpE(1)
02_genomes/raw/GCA_902172855.1.fna	ypseudotuberculosis	-	adk(-)	argA(1)	aroA(1)	glnA(1)	thrA(1)	tmk(1)	trpE(1)
