qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
AJ851089|IncFII	NZ_JAGKRV010000016.1 Yersinia enterocolitica strain 18E17 065 D I Rint-95 Yent-Rint95_S5_L001_R1_001_trimmed_contig_16, whole genome shotgun sequence	261	62866	1	261	53180	53439	265	28	86.038	100.0	100.0	minus	7.98e-75	276	replicon
CP017588_00047|rep_cluster_2203	NZ_JAGKRV010000016.1 Yersinia enterocolitica strain 18E17 065 D I Rint-95 Yent-Rint95_S5_L001_R1_001_trimmed_contig_16, whole genome shotgun sequence	867	62866	33	856	53469	54292	827	143	81.983	95.0	95.0	plus	0.0	697	replicon
CP025802_00058|rep_cluster_2307	NZ_JAGKRV010000057.1 Yersinia enterocolitica strain 18E17 065 D I Rint-95 Yent-Rint95_S5_L001_R1_001_trimmed_contig_57, whole genome shotgun sequence	714	4545	1	714	993	1706	714	16	97.759	100.0	100.0	plus	0.0	1230	replicon
000127__CP009275|IncFII	NZ_JAGKRV010000074.1 Yersinia enterocolitica strain 18E17 065 D I Rint-95 Yent-Rint95_S5_L001_R1_001_trimmed_contig_74, whole genome shotgun sequence	228	1053	31	223	323	517	197	26	83.756	85.0	85.0	plus	1.54e-46	182	replicon
NC_022333_00006|MOBF	NZ_JAGKRV010000016.1 Yersinia enterocolitica strain 18E17 065 D I Rint-95 Yent-Rint95_S5_L001_R1_001_trimmed_contig_16, whole genome shotgun sequence	1766	62866	1	1766	45424	50742	1774	327	81.06	100.0	100.0	plus	0.0	2836	relaxase
NC_019342_00064|MPF_F	NZ_JAGKRV010000016.1 Yersinia enterocolitica strain 18E17 065 D I Rint-95 Yent-Rint95_S5_L001_R1_001_trimmed_contig_16, whole genome shotgun sequence	101	62866	1	101	24038	24340	101	5	95.05	100.0	100.0	plus	2.31e-61	198	mate-pair-formation
NC_021871_00033|MPF_F	NZ_JAGKRV010000016.1 Yersinia enterocolitica strain 18E17 065 D I Rint-95 Yent-Rint95_S5_L001_R1_001_trimmed_contig_16, whole genome shotgun sequence	187	62866	1	187	24362	24922	187	26	86.096	100.0	100.0	plus	3.58e-101	317	mate-pair-formation
NZ_AGTD01000004_00094|MPF_T	NZ_JAGKRV010000016.1 Yersinia enterocolitica strain 18E17 065 D I Rint-95 Yent-Rint95_S5_L001_R1_001_trimmed_contig_16, whole genome shotgun sequence	863	62866	1	854	28766	31327	854	83	90.281	99.0	99.0	plus	0.0	1592	mate-pair-formation
NC_021871_00022|MPF_F	NZ_JAGKRV010000016.1 Yersinia enterocolitica strain 18E17 065 D I Rint-95 Yent-Rint95_S5_L001_R1_001_trimmed_contig_16, whole genome shotgun sequence	212	62866	3	204	31818	32423	202	21	89.604	95.0	95.0	plus	9.13e-120	371	mate-pair-formation
NC_021817_00023|MPF_F	NZ_JAGKRV010000016.1 Yersinia enterocolitica strain 18E17 065 D I Rint-95 Yent-Rint95_S5_L001_R1_001_trimmed_contig_16, whole genome shotgun sequence	331	62866	22	331	32513	33442	310	19	93.871	94.0	94.0	plus	0.0	594	mate-pair-formation
NC_021871_00019|MPF_F	NZ_JAGKRV010000016.1 Yersinia enterocolitica strain 18E17 065 D I Rint-95 Yent-Rint95_S5_L001_R1_001_trimmed_contig_16, whole genome shotgun sequence	204	62866	20	201	33888	34433	182	28	84.615	89.0	89.0	plus	2.71e-92	292	mate-pair-formation
NC_021871_00015|MPF_F	NZ_JAGKRV010000016.1 Yersinia enterocolitica strain 18E17 065 D I Rint-95 Yent-Rint95_S5_L001_R1_001_trimmed_contig_16, whole genome shotgun sequence	453	62866	1	453	37658	39016	453	48	89.404	100.0	100.0	plus	0.0	788	mate-pair-formation
NC_021817_00013|MPF_T	NZ_JAGKRV010000016.1 Yersinia enterocolitica strain 18E17 065 D I Rint-95 Yent-Rint95_S5_L001_R1_001_trimmed_contig_16, whole genome shotgun sequence	763	62866	18	763	43241	45421	746	124	80.831	98.0	98.0	plus	0.0	1211	mate-pair-formation
