qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
CP016722|MOB_unknown	DAPMLU010000019.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000256 SAMN37032396-rid19157543.denovo.22, whole genome shotgun sequence	218	8329	1	179	4672	4849	180	23	85.556	82.0	82.0	plus	1.1500000000000002e-47	185	oriT
CP016722|MOB_unknown	DAPMLU010000020.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000256 SAMN37032396-rid19157543.denovo.23, whole genome shotgun sequence	218	4953	1	190	4056	4243	190	22	87.368	87.0	87.0	minus	4.06e-57	217	oriT
002438__NC_009705_00164|rep_cluster_957	DAPMLU010000010.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000256 SAMN37032396-rid19157543.denovo.10, whole genome shotgun sequence	1020	153748	1	1020	150435	151454	1020	112	89.02	100.0	100.0	plus	0.0	1264	replicon
000621__CP009126_00005|rep_cluster_1304	DAPMLU010000016.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000256 SAMN37032396-rid19157543.denovo.16, whole genome shotgun sequence	918	57361	221	494	13212	13485	274	2	99.27	30.0	99.0	minus	2.12e-140	496	replicon
000621__CP009126_00005|rep_cluster_1304	DAPMLU010000016.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000256 SAMN37032396-rid19157543.denovo.16, whole genome shotgun sequence	918	57361	490	918	15006	15434	429	3	99.301	47.0	99.0	plus	0.0	776	replicon
000621__CP009126_00005|rep_cluster_1304	DAPMLU010000016.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000256 SAMN37032396-rid19157543.denovo.16, whole genome shotgun sequence	918	57361	6	918	43669	44581	914	14	98.249	99.0	99.0	plus	0.0	1598	replicon
CP041116_00002|ColRNAI_rep_cluster_1987	DAPMLU010000019.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000256 SAMN37032396-rid19157543.denovo.22, whole genome shotgun sequence	519	8329	30	516	4207	4698	496	60	85.282	94.0	94.0	minus	9.09e-142	499	replicon
CP041116_00002|ColRNAI_rep_cluster_1987	DAPMLU010000020.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000256 SAMN37032396-rid19157543.denovo.23, whole genome shotgun sequence	519	4953	31	518	4218	4707	495	39	89.697	94.0	94.0	plus	1.86e-178	621	replicon
CP009126_00025|MOBC	DAPMLU010000016.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000256 SAMN37032396-rid19157543.denovo.16, whole genome shotgun sequence	248	57361	1	248	24067	24810	248	5	97.984	100.0	100.0	minus	5.319999999999999e-165	503	relaxase
NC_013090_00004|MOBP	DAPMLU010000019.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000256 SAMN37032396-rid19157543.denovo.22, whole genome shotgun sequence	499	8329	1	499	5273	6769	499	35	92.986	100.0	100.0	plus	0.0	899	relaxase
NC_013090_00004|MOBP	DAPMLU010000020.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000256 SAMN37032396-rid19157543.denovo.23, whole genome shotgun sequence	499	4953	1	499	2146	3642	499	34	93.186	100.0	100.0	minus	0.0	904	relaxase
NC_009705_00134|MPF_I	DAPMLU010000010.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000256 SAMN37032396-rid19157543.denovo.10, whole genome shotgun sequence	282	153748	1	279	127732	128568	279	28	89.964	99.0	99.0	minus	1.15e-170	521	mate-pair-formation
NC_009705_00138|MPF_I	DAPMLU010000010.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000256 SAMN37032396-rid19157543.denovo.10, whole genome shotgun sequence	264	153748	1	264	131341	132117	265	41	81.887	100.0	100.0	plus	1.29e-141	436	mate-pair-formation
NC_009705_00139|MPF_I	DAPMLU010000010.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000256 SAMN37032396-rid19157543.denovo.10, whole genome shotgun sequence	361	153748	1	361	132122	133204	361	38	89.474	100.0	100.0	plus	0.0	642	mate-pair-formation
NC_009705_00148|MPF_I	DAPMLU010000010.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000256 SAMN37032396-rid19157543.denovo.10, whole genome shotgun sequence	934	153748	1	934	141689	144493	935	85	90.802	100.0	100.0	plus	0.0	1629	mate-pair-formation
