sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
GCA_049761235.1.fna	chromosome	-	-	DBHYYR010000001.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-006-R5 SAMN44049598-rid26068333.denovo.01, whole genome shotgun sequence	1140183	0.46944920245258875	3f4d226bd2d9fd1441936d5abff3bae1	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_049761235.1.fna	chromosome	-	-	DBHYYR010000002.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-006-R5 SAMN44049598-rid26068333.denovo.02, whole genome shotgun sequence	707978	0.47734251629287916	49916ff5698ca79e2031a5b48bc323bf	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_049761235.1.fna	chromosome	-	-	DBHYYR010000003.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-006-R5 SAMN44049598-rid26068333.denovo.03, whole genome shotgun sequence	486858	0.47198567138672876	95cc55f5a323acd2940d04ad1f972f00	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_049761235.1.fna	chromosome	-	-	DBHYYR010000004.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-006-R5 SAMN44049598-rid26068333.denovo.04, whole genome shotgun sequence	393747	0.4673026080198706	19afee0b585cba5936129c32fa4281af	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_049761235.1.fna	chromosome	-	-	DBHYYR010000005.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-006-R5 SAMN44049598-rid26068333.denovo.05, whole genome shotgun sequence	341360	0.47267108038434497	2d29792f5a558ce0e5f2b05d17f827da	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_049761235.1.fna	chromosome	-	-	DBHYYR010000006.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-006-R5 SAMN44049598-rid26068333.denovo.06, whole genome shotgun sequence	320902	0.46533521137294254	ae54bc52194d73f09229f8fb12c6ca12	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_049761235.1.fna	chromosome	-	-	DBHYYR010000007.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-006-R5 SAMN44049598-rid26068333.denovo.07, whole genome shotgun sequence	267936	0.4745051056968828	d2a921e8b718dcdf66a9997393057a78	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_049761235.1.fna	chromosome	-	-	DBHYYR010000008.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-006-R5 SAMN44049598-rid26068333.denovo.08, whole genome shotgun sequence	194539	0.4769326458961956	55644ef9baf209136eb1da2cc2bd38ca	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_049761235.1.fna	chromosome	-	-	DBHYYR010000009.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-006-R5 SAMN44049598-rid26068333.denovo.09, whole genome shotgun sequence	191158	0.4758158172820389	1686003104de623b926f3cd2a96a1add	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_049761235.1.fna	chromosome	-	-	DBHYYR010000010.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-006-R5 SAMN44049598-rid26068333.denovo.10, whole genome shotgun sequence	151862	0.4784475378962479	171593160c2ece328460cf518eae873c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_049761235.1.fna	chromosome	-	-	DBHYYR010000011.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-006-R5 SAMN44049598-rid26068333.denovo.11, whole genome shotgun sequence	77910	0.4669747144140675	8630e61a109f40ce4e9714700b8efb3b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_049761235.1.fna	chromosome	-	-	DBHYYR010000012.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-006-R5 SAMN44049598-rid26068333.denovo.12, whole genome shotgun sequence	70009	0.4759102401119856	e5ddf36a67606f30d61f61e642002caf	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
