qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002438__NC_009705_00164|rep_cluster_957	NZ_CABHWR010000048.1 Yersinia alsatica strain IP35553, whole genome shotgun sequence	1020	5913	1	1020	4292	5311	1020	112	89.02	100.0	100.0	plus	0.0	1264	replicon
001482__CP016942_00095|rep_cluster_214	NZ_CABHWR010000082.1 Yersinia alsatica strain IP35553, whole genome shotgun sequence	1434	58921	1	1430	5022	6451	1430	22	98.462	99.0	99.0	minus	0.0	2519	replicon
NC_010377_00020|MOBF	NZ_CABHWR010000082.1 Yersinia alsatica strain IP35553, whole genome shotgun sequence	1656	58921	1	1656	42033	47000	1656	32	98.068	100.0	100.0	minus	0.0	3269	relaxase
NC_009705_00148|MPF_I	NZ_CABHWR010000039.1 Yersinia alsatica strain IP35553, whole genome shotgun sequence	934	7469	1	934	621	3425	935	85	90.802	100.0	100.0	minus	0.0	1629	mate-pair-formation
NC_009705_00139|MPF_I	NZ_CABHWR010000068.1 Yersinia alsatica strain IP35553, whole genome shotgun sequence	361	5191	1	361	3199	4281	361	38	89.474	100.0	100.0	minus	0.0	642	mate-pair-formation
NC_009705_00138|MPF_I	NZ_CABHWR010000068.1 Yersinia alsatica strain IP35553, whole genome shotgun sequence	264	5191	1	264	4286	5062	265	40	82.264	100.0	100.0	minus	1.57e-143	438	mate-pair-formation
NC_010377_00073|MPF_F	NZ_CABHWR010000082.1 Yersinia alsatica strain IP35553, whole genome shotgun sequence	216	58921	1	216	9886	10533	216	0	100.0	100.0	100.0	plus	1.03e-144	443	mate-pair-formation
NC_010377_00071|MPF_F	NZ_CABHWR010000082.1 Yersinia alsatica strain IP35553, whole genome shotgun sequence	416	58921	1	416	11323	12570	416	1	99.76	100.0	100.0	plus	0.0	818	mate-pair-formation
NC_010377_00069|MPF_T	NZ_CABHWR010000082.1 Yersinia alsatica strain IP35553, whole genome shotgun sequence	857	58921	1	857	13103	15673	857	1	99.883	100.0	100.0	plus	0.0	1754	mate-pair-formation
NC_010377_00065|MPF_F	NZ_CABHWR010000082.1 Yersinia alsatica strain IP35553, whole genome shotgun sequence	527	58921	1	527	19718	21298	527	0	100.0	100.0	100.0	plus	0.0	1096	mate-pair-formation
NC_010377_00060|MPF_F	NZ_CABHWR010000082.1 Yersinia alsatica strain IP35553, whole genome shotgun sequence	462	58921	1	462	23797	25182	462	17	96.32	100.0	100.0	plus	0.0	939	mate-pair-formation
NC_010377_00019|MPF_T	NZ_CABHWR010000082.1 Yersinia alsatica strain IP35553, whole genome shotgun sequence	690	58921	1	690	47007	49076	690	9	98.696	100.0	100.0	minus	0.0	1331	mate-pair-formation
NC_009705_00134|MPF_I	NZ_CABHWR010000281.1 Yersinia alsatica strain IP35553, whole genome shotgun sequence	282	6082	1	279	496	1332	279	28	89.964	99.0	99.0	plus	2.65e-172	521	mate-pair-formation
