qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002438__NC_009705_00164|rep_cluster_957	ABKSZI010000019.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.019, whole genome shotgun sequence	1020	113651	1	1020	24329	25348	1020	112	89.02	100.0	100.0	plus	0.0	1264	replicon
000126__FO834904|IncFII	ABKSZI010000029.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.029, whole genome shotgun sequence	228	54436	31	228	51975	52172	202	26	83.168	87.0	87.0	minus	2.13e-45	178	replicon
CP000966|IncFII	ABKSZI010000043.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.044, whole genome shotgun sequence	230	23728	3	200	7328	7526	203	30	80.788	86.0	86.0	minus	4.68e-37	150	replicon
000164__NC_022344_00310|IncP	ABKSZI010000053.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.056, whole genome shotgun sequence	858	11802	19	858	3468	4307	843	130	83.867	98.0	98.0	plus	0.0	798	replicon
000621__CP009126_00005|rep_cluster_1304	ABKSZI010000061.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.064, whole genome shotgun sequence	918	6389	73	918	5544	6389	846	43	94.917	92.0	92.0	minus	0.0	1325	replicon
CP042948_00076|MOBF	ABKSZI010000029.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.029, whole genome shotgun sequence	1552	54436	1	1495	43833	48332	1503	283	80.439	96.0	100.0	plus	0.0	2419	relaxase
CP009126_00025|MOBC	ABKSZI010000035.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.035, whole genome shotgun sequence	248	45393	1	248	18078	18821	248	5	97.984	100.0	100.0	plus	5.609999999999999e-165	503	relaxase
CP010360_00062|MOBP	ABKSZI010000053.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.056, whole genome shotgun sequence	667	11802	1	663	7127	9115	667	65	89.055	99.0	99.0	plus	0.0	1062	relaxase
NC_009705_00134|MPF_I	ABKSZI010000019.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.019, whole genome shotgun sequence	282	113651	1	279	1626	2462	279	28	89.964	99.0	99.0	minus	1.2199999999999998e-170	521	mate-pair-formation
NC_009705_00138|MPF_I	ABKSZI010000019.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.019, whole genome shotgun sequence	264	113651	1	264	5235	6011	265	41	81.887	100.0	100.0	plus	1.3599999999999998e-141	436	mate-pair-formation
NC_009705_00139|MPF_I	ABKSZI010000019.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.019, whole genome shotgun sequence	361	113651	1	361	6016	7098	361	38	89.474	100.0	100.0	plus	0.0	642	mate-pair-formation
NC_009705_00148|MPF_I	ABKSZI010000019.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.019, whole genome shotgun sequence	934	113651	1	934	15583	18387	935	85	90.802	100.0	100.0	plus	0.0	1629	mate-pair-formation
NC_019342_00064|MPF_F	ABKSZI010000029.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.029, whole genome shotgun sequence	101	54436	1	101	22742	23044	101	6	94.059	100.0	100.0	plus	1.73e-60	196	mate-pair-formation
NC_021871_00033|MPF_F	ABKSZI010000029.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.029, whole genome shotgun sequence	187	54436	1	187	23066	23626	187	26	86.096	100.0	100.0	plus	3.81e-101	317	mate-pair-formation
NZ_AGTD01000004_00094|MPF_T	ABKSZI010000029.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.029, whole genome shotgun sequence	863	54436	1	854	27148	29709	854	86	89.93	99.0	99.0	plus	0.0	1585	mate-pair-formation
NC_021871_00022|MPF_F	ABKSZI010000029.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.029, whole genome shotgun sequence	212	54436	3	211	30203	30829	209	27	87.081	99.0	99.0	plus	2.49e-123	381	mate-pair-formation
NC_021817_00023|MPF_F	ABKSZI010000029.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.029, whole genome shotgun sequence	331	54436	22	331	30898	31827	310	19	93.871	94.0	94.0	plus	0.0	592	mate-pair-formation
NC_021871_00019|MPF_F	ABKSZI010000029.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.029, whole genome shotgun sequence	204	54436	20	201	32273	32818	182	32	82.418	89.0	89.0	plus	3.54e-89	283	mate-pair-formation
NC_021871_00015|MPF_F	ABKSZI010000029.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.029, whole genome shotgun sequence	453	54436	1	453	36057	37415	453	49	89.183	100.0	100.0	plus	0.0	787	mate-pair-formation
NC_021817_00013|MPF_T	ABKSZI010000029.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.029, whole genome shotgun sequence	763	54436	18	763	41650	43830	746	124	80.831	98.0	98.0	plus	0.0	1210	mate-pair-formation
NC_009790_00086|MPF_T	ABKSZI010000029.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.029, whole genome shotgun sequence	681	54436	460	669	47952	48581	210	40	80.952	31.0	98.0	plus	4.35e-107	355	mate-pair-formation
NC_008757_00079|MPF_T	ABKSZI010000048.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.050, whole genome shotgun sequence	337	19797	1	329	7436	8422	329	55	83.283	98.0	98.0	minus	1.51e-153	474	mate-pair-formation
NC_022344_00330|MPF_T	ABKSZI010000048.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.050, whole genome shotgun sequence	234	19797	1	234	8422	9123	234	23	90.171	100.0	100.0	minus	4.9e-143	439	mate-pair-formation
NC_008757_00075|MPF_T	ABKSZI010000048.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.050, whole genome shotgun sequence	813	19797	1	806	11644	14049	806	95	87.717	99.0	99.0	minus	0.0	1399	mate-pair-formation
NC_022344_00321|MPF_T	ABKSZI010000048.1 Yersinia enterocolitica strain 1689514 SAMN32076191-rid16197353.denovo.050, whole genome shotgun sequence	667	19797	1	667	16257	18260	670	61	90.149	100.0	100.0	minus	0.0	1158	mate-pair-formation
