sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
GCA_963870285.1.fna	chromosome			CAWMRQ010000001.1 Yersinia enterocolitica isolate ena-yuan-GCF_001708655.1 genome assembly, contig: NZ_CP016944.1, whole genome shotgun sequence	4664930	0.46953223306673414	79e674ebdaf627bccb7854bf39eb4b52	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	64568	66115						
GCA_963870285.1.fna	chromosome			CAWMRQ010000001.1 Yersinia enterocolitica isolate ena-yuan-GCF_001708655.1 genome assembly, contig: NZ_CP016944.1, whole genome shotgun sequence	4664930	0.46953223306673414	79e674ebdaf627bccb7854bf39eb4b52	01400	CP016586.1	23s-rRNA	23S	3027	1288	3027	68100	69842						
GCA_963870285.1.fna	chromosome			CAWMRQ010000001.1 Yersinia enterocolitica isolate ena-yuan-GCF_001708655.1 genome assembly, contig: NZ_CP016944.1, whole genome shotgun sequence	4664930	0.46953223306673414	79e674ebdaf627bccb7854bf39eb4b52	01077	NC_004851	IS630	IS630	1160	1	1159	101249	102407						
GCA_963870285.1.fna	chromosome			CAWMRQ010000001.1 Yersinia enterocolitica isolate ena-yuan-GCF_001708655.1 genome assembly, contig: NZ_CP016944.1, whole genome shotgun sequence	4664930	0.46953223306673414	79e674ebdaf627bccb7854bf39eb4b52	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	372516	374063						
GCA_963870285.1.fna	chromosome			CAWMRQ010000001.1 Yersinia enterocolitica isolate ena-yuan-GCF_001708655.1 genome assembly, contig: NZ_CP016944.1, whole genome shotgun sequence	4664930	0.46953223306673414	79e674ebdaf627bccb7854bf39eb4b52	01400	CP016586.1	23s-rRNA	23S	3027	1288	3027	375990	377732						
GCA_963870285.1.fna	chromosome			CAWMRQ010000001.1 Yersinia enterocolitica isolate ena-yuan-GCF_001708655.1 genome assembly, contig: NZ_CP016944.1, whole genome shotgun sequence	4664930	0.46953223306673414	79e674ebdaf627bccb7854bf39eb4b52	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	1025098	1026645						
GCA_963870285.1.fna	chromosome			CAWMRQ010000001.1 Yersinia enterocolitica isolate ena-yuan-GCF_001708655.1 genome assembly, contig: NZ_CP016944.1, whole genome shotgun sequence	4664930	0.46953223306673414	79e674ebdaf627bccb7854bf39eb4b52	01400	CP016586.1	23s-rRNA	23S	3027	1288	3027	1028572	1030314						
GCA_963870285.1.fna	chromosome			CAWMRQ010000001.1 Yersinia enterocolitica isolate ena-yuan-GCF_001708655.1 genome assembly, contig: NZ_CP016944.1, whole genome shotgun sequence	4664930	0.46953223306673414	79e674ebdaf627bccb7854bf39eb4b52	01077	NC_004851	IS630	IS630	1160	1	1159	2211139	2212297						
GCA_963870285.1.fna	chromosome			CAWMRQ010000001.1 Yersinia enterocolitica isolate ena-yuan-GCF_001708655.1 genome assembly, contig: NZ_CP016944.1, whole genome shotgun sequence	4664930	0.46953223306673414	79e674ebdaf627bccb7854bf39eb4b52	01400	CP016586.1	23s-rRNA	23S	3027	1288	3027	3558660	3560402						
GCA_963870285.1.fna	chromosome			CAWMRQ010000001.1 Yersinia enterocolitica isolate ena-yuan-GCF_001708655.1 genome assembly, contig: NZ_CP016944.1, whole genome shotgun sequence	4664930	0.46953223306673414	79e674ebdaf627bccb7854bf39eb4b52	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	3562387	3563934						
