qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
CP001049|IncFII	CABICG010000006.1 Yersinia pseudotuberculosis isolate IP33088 genome assembly, contig: contig_98, whole genome shotgun sequence	227	4078	1	227	2408	2634	227	0	100.0	100.0	100.0	minus	2.98e-118	420	replicon
002101__NC_004564_00056|rep_cluster_645	CABICG010000162.1 Yersinia pseudotuberculosis isolate IP33088 genome assembly, contig: contig_79, whole genome shotgun sequence	1167	10090	1	1167	1458	2624	1167	10	99.143	100.0	100.0	plus	0.0	2100	replicon
000120__NC_011759|IncFII	CABICG010000179.1 Yersinia pseudotuberculosis isolate IP33088 genome assembly, contig: contig_17, whole genome shotgun sequence	390	49295	1	390	41914	42303	390	0	100.0	100.0	100.0	minus	0.0	721	replicon
002389__NC_011759_00077|rep_cluster_904	CABICG010000179.1 Yersinia pseudotuberculosis isolate IP33088 genome assembly, contig: contig_17, whole genome shotgun sequence	1038	49295	1	1038	42423	43460	1038	0	100.0	100.0	100.0	plus	0.0	1917	replicon
NC_010157_00072|MOBF	CABICG010000047.1 Yersinia pseudotuberculosis isolate IP33088 genome assembly, contig: contig_158, whole genome shotgun sequence	152	1461	1	152	148	603	152	0	100.0	100.0	100.0	minus	4.61e-110	318	relaxase
NC_011759_00021|MOBP	CABICG010000179.1 Yersinia pseudotuberculosis isolate IP33088 genome assembly, contig: contig_17, whole genome shotgun sequence	633	49295	1	633	10151	12049	633	1	99.842	100.0	100.0	plus	0.0	1280	relaxase
NC_011759_00017|MPF_I	CABICG010000179.1 Yersinia pseudotuberculosis isolate IP33088 genome assembly, contig: contig_17, whole genome shotgun sequence	727	49295	1	727	14176	16356	727	0	100.0	100.0	100.0	minus	0.0	1503	mate-pair-formation
NC_011759_00012|MPF_I	CABICG010000179.1 Yersinia pseudotuberculosis isolate IP33088 genome assembly, contig: contig_17, whole genome shotgun sequence	399	49295	1	399	22242	23438	399	0	100.0	100.0	100.0	minus	0.0	794	mate-pair-formation
NC_011759_00008|MPF_I	CABICG010000179.1 Yersinia pseudotuberculosis isolate IP33088 genome assembly, contig: contig_17, whole genome shotgun sequence	131	49295	1	131	27717	28109	131	0	100.0	100.0	100.0	minus	8.86e-62	201	mate-pair-formation
NC_011759_00007|MPF_I	CABICG010000179.1 Yersinia pseudotuberculosis isolate IP33088 genome assembly, contig: contig_17, whole genome shotgun sequence	179	49295	1	179	28253	28789	179	0	100.0	100.0	100.0	minus	4.94e-116	359	mate-pair-formation
NC_011759_00082|MPF_G	CABICG010000179.1 Yersinia pseudotuberculosis isolate IP33088 genome assembly, contig: contig_17, whole genome shotgun sequence	347	49295	1	347	38541	39581	347	0	100.0	100.0	100.0	minus	0.0	632	mate-pair-formation
