sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
GCF_026435155.1.fna	chromosome			NZ_CP098695.1 Yersinia ruckeri strain NVI-701 chromosome, complete genome	3758744	0.4763806739698154	81500f0a4b761572d256ad6f0e1532e9	01399	CP016586.1	16s-rRNA	16S	1554	1	1553	265326	266878						
GCF_026435155.1.fna	chromosome			NZ_CP098695.1 Yersinia ruckeri strain NVI-701 chromosome, complete genome	3758744	0.4763806739698154	81500f0a4b761572d256ad6f0e1532e9	01400	CP016586.1	23s-rRNA	23S	3027	658	3027	268130	270502						
GCF_026435155.1.fna	chromosome			NZ_CP098695.1 Yersinia ruckeri strain NVI-701 chromosome, complete genome	3758744	0.4763806739698154	81500f0a4b761572d256ad6f0e1532e9	00546	KX858825	ISSpr2	IS3	1221	1	1221	277418	278638						
GCF_026435155.1.fna	chromosome			NZ_CP098695.1 Yersinia ruckeri strain NVI-701 chromosome, complete genome	3758744	0.4763806739698154	81500f0a4b761572d256ad6f0e1532e9	00646	MF344564	ISKpn37	IS3	1253	1	1253	463277	464531						
GCF_026435155.1.fna	chromosome			NZ_CP098695.1 Yersinia ruckeri strain NVI-701 chromosome, complete genome	3758744	0.4763806739698154	81500f0a4b761572d256ad6f0e1532e9	00546	KX858825	ISSpr2	IS3	1221	1	1221	734615	735835						
GCF_026435155.1.fna	chromosome			NZ_CP098695.1 Yersinia ruckeri strain NVI-701 chromosome, complete genome	3758744	0.4763806739698154	81500f0a4b761572d256ad6f0e1532e9	00646	MF344564	ISKpn37	IS3	1253	1	1253	741862	743116						
GCF_026435155.1.fna	chromosome			NZ_CP098695.1 Yersinia ruckeri strain NVI-701 chromosome, complete genome	3758744	0.4763806739698154	81500f0a4b761572d256ad6f0e1532e9	01399	CP016586.1	16s-rRNA	16S	1554	1	1553	830692	832244						
GCF_026435155.1.fna	chromosome			NZ_CP098695.1 Yersinia ruckeri strain NVI-701 chromosome, complete genome	3758744	0.4763806739698154	81500f0a4b761572d256ad6f0e1532e9	01400	CP016586.1	23s-rRNA	23S	3027	658	3027	833496	835868						
GCF_026435155.1.fna	chromosome			NZ_CP098695.1 Yersinia ruckeri strain NVI-701 chromosome, complete genome	3758744	0.4763806739698154	81500f0a4b761572d256ad6f0e1532e9	00634	CP024842	IS1400	IS3	1207	1	1207	1506672	1507879						
GCF_026435155.1.fna	chromosome			NZ_CP098695.1 Yersinia ruckeri strain NVI-701 chromosome, complete genome	3758744	0.4763806739698154	81500f0a4b761572d256ad6f0e1532e9	00634	CP024842	IS1400	IS3	1207	1	1207	1751067	1752274						
