qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000104__CP010386_00052|IncFIB	NZ_LIZC01000039.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6300 map unlocalized plasmid pMT1 contig00039, whole genome shotgun sequence	1065	43099	1	1065	12456	13520	1065	26	97.559	100.0	100.0	plus	0.0	1823	replicon
CP042519_00001|rep_cluster_2272	NZ_LIZC01000057.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6300 map unlocalized plasmid pMT1 contig00057, whole genome shotgun sequence	756	32955	1	756	10898	11653	756	5	99.339	100.0	100.0	plus	0.0	1369	replicon
002101__NC_004564_00056|rep_cluster_645	NZ_LIZC01000127.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6300 map unlocalized plasmid pCD1 contig00127, whole genome shotgun sequence	1167	6717	1	1167	4763	5929	1167	10	99.143	100.0	100.0	minus	0.0	2100	replicon
CP001049|IncFII	NZ_LIZC01000137.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6300 map unlocalized plasmid pCD1 contig00137, whole genome shotgun sequence	227	3831	1	227	2445	2671	227	0	100.0	100.0	100.0	minus	2.8000000000000003e-118	420	replicon
NC_021501_00073|MOBF	NZ_LIZC01000057.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6300 map unlocalized plasmid pMT1 contig00057, whole genome shotgun sequence	1746	32955	1	1746	2130	7367	1746	33	98.11	100.0	100.0	plus	0.0	3320	relaxase
NC_010157_00072|MOBF	NZ_LIZC01000123.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6300 map unlocalized plasmid pCD1 contig00123, whole genome shotgun sequence	152	7607	1	152	7023	7478	152	0	100.0	100.0	100.0	plus	1.57e-101	316	relaxase
NC_009378_00113|MPF_T	NZ_LIZC01000057.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6300 map unlocalized plasmid pMT1 contig00057, whole genome shotgun sequence	703	32955	1	703	19	2127	703	0	100.0	100.0	100.0	plus	0.0	1245	mate-pair-formation
NC_021501_00076|MPF_F	NZ_LIZC01000088.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6300 contig00088, whole genome shotgun sequence	940	18879	1	923	136	2904	923	38	95.883	98.0	98.0	minus	0.0	1727	mate-pair-formation
NC_006323_00113|MPF_F	NZ_LIZC01000088.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6300 contig00088, whole genome shotgun sequence	456	18879	1	456	2907	4274	456	0	100.0	100.0	100.0	minus	0.0	910	mate-pair-formation
NC_006323_00108|MPF_F	NZ_LIZC01000088.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6300 contig00088, whole genome shotgun sequence	616	18879	1	616	6077	7924	616	0	100.0	100.0	100.0	minus	0.0	1170	mate-pair-formation
NC_021501_00084|MPF_F	NZ_LIZC01000088.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6300 contig00088, whole genome shotgun sequence	209	18879	1	209	7924	8550	209	9	95.694	100.0	100.0	minus	3.44e-127	392	mate-pair-formation
NC_021501_00085|MPF_F	NZ_LIZC01000088.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6300 contig00088, whole genome shotgun sequence	330	18879	1	330	8570	9559	330	16	95.152	100.0	100.0	minus	0.0	624	mate-pair-formation
NC_006323_00105|MPF_F	NZ_LIZC01000088.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6300 contig00088, whole genome shotgun sequence	215	18879	19	215	9559	10149	197	0	100.0	92.0	92.0	minus	1.38e-129	399	mate-pair-formation
NC_009378_00101|MPF_T	NZ_LIZC01000088.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6300 contig00088, whole genome shotgun sequence	876	18879	1	732	11002	13176	732	20	96.311	84.0	100.0	minus	0.0	1412	mate-pair-formation
NC_006323_00097|MPF_F	NZ_LIZC01000088.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6300 contig00088, whole genome shotgun sequence	179	18879	1	178	14651	15184	178	0	100.0	99.0	99.0	minus	2.35e-107	334	mate-pair-formation
NC_006323_00096|MPF_F	NZ_LIZC01000088.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6300 contig00088, whole genome shotgun sequence	464	18879	1	464	15209	16600	464	0	100.0	100.0	100.0	minus	0.0	840	mate-pair-formation
NC_021501_00096|MPF_F	NZ_LIZC01000088.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6300 contig00088, whole genome shotgun sequence	188	18879	16	188	17320	17838	173	7	95.954	92.0	100.0	minus	1.52e-110	343	mate-pair-formation
NC_021501_00097|MPF_F	NZ_LIZC01000088.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6300 contig00088, whole genome shotgun sequence	101	18879	1	101	17902	18204	101	2	98.02	100.0	100.0	minus	1.02e-63	205	mate-pair-formation
