qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
CP007070|MOBP	ABKTUO010000039.1 Yersinia enterocolitica strain 565398 SAMN09671536-rid6093433.denovo.041, whole genome shotgun sequence	80	7479	1	80	7190	7270	81	3	95.062	100.0	100.0	minus	2.14e-30	126	oriT
LN873256|MOBF	ABKTUO010000061.1 Yersinia enterocolitica strain 565398 SAMN09671536-rid6093433.denovo.063, whole genome shotgun sequence	360	2536	1	360	1201	1560	360	10	97.222	100.0	100.0	minus	2.69e-175	610	oriT
L05392|MOBP	ABKTUO010000063.1 Yersinia enterocolitica strain 565398 SAMN09671536-rid6093433.denovo.065, whole genome shotgun sequence	81	2513	1	81	1465	1545	81	0	100.0	100.0	100.0	plus	1.2900000000000001e-37	150	oriT
CP027261_00086|rep_cluster_2165	ABKTUO010000036.1 Yersinia enterocolitica strain 565398 SAMN09671536-rid6093433.denovo.037, whole genome shotgun sequence	885	11479	2	885	3542	4425	885	127	85.424	99.0	99.0	plus	0.0	918	replicon
CP039864_00003|rep_cluster_2401	ABKTUO010000039.1 Yersinia enterocolitica strain 565398 SAMN09671536-rid6093433.denovo.041, whole genome shotgun sequence	189	7479	2	189	215	400	188	24	86.17	99.0	99.0	minus	9.499999999999999e-53	202	replicon
AJ851089|IncFII	ABKTUO010000074.1 Yersinia enterocolitica strain 565398 SAMN09671536-rid6093433.denovo.076, whole genome shotgun sequence	261	1825	1	261	1246	1508	267	30	85.019	100.0	100.0	minus	6.14e-71	263	replicon
NC_017389_00004|MOBP	ABKTUO010000039.1 Yersinia enterocolitica strain 565398 SAMN09671536-rid6093433.denovo.041, whole genome shotgun sequence	504	7479	1	504	5259	6770	504	43	91.468	100.0	100.0	minus	0.0	904	relaxase
CP031283_00205|MOBP	ABKTUO010000063.1 Yersinia enterocolitica strain 565398 SAMN09671536-rid6093433.denovo.065, whole genome shotgun sequence	126	2513	1	111	1903	2235	111	17	84.685	88.0	88.0	plus	3.18e-61	197	relaxase
NZ_CM001473_00075|MPF_I	ABKTUO010000043.1 Yersinia enterocolitica strain 565398 SAMN09671536-rid6093433.denovo.045, whole genome shotgun sequence	134	4943	1	134	326	727	134	3	97.761	100.0	100.0	plus	1.75e-72	232	mate-pair-formation
NC_019125_00135|MPF_F	ABKTUO010000044.1 Yersinia enterocolitica strain 565398 SAMN09671536-rid6093433.denovo.046, whole genome shotgun sequence	984	4717	1	962	1239	4124	962	16	98.337	98.0	100.0	minus	0.0	1729	mate-pair-formation
NZ_CM001473_00069|MPF_I	ABKTUO010000047.1 Yersinia enterocolitica strain 565398 SAMN09671536-rid6093433.denovo.049, whole genome shotgun sequence	116	3693	1	116	1322	1669	116	0	100.0	100.0	100.0	plus	2.33e-62	202	mate-pair-formation
NZ_CM001473_00070|MPF_I	ABKTUO010000047.1 Yersinia enterocolitica strain 565398 SAMN09671536-rid6093433.denovo.049, whole genome shotgun sequence	230	3693	1	230	1684	2373	230	1	99.565	100.0	100.0	plus	5.2600000000000006e-160	471	mate-pair-formation
NZ_CM001473_00071|MPF_I	ABKTUO010000047.1 Yersinia enterocolitica strain 565398 SAMN09671536-rid6093433.denovo.049, whole genome shotgun sequence	327	3693	1	327	2387	3367	327	2	99.388	100.0	100.0	plus	0.0	652	mate-pair-formation
NC_021817_00021|MPF_F	ABKTUO010000049.1 Yersinia enterocolitica strain 565398 SAMN09671536-rid6093433.denovo.051, whole genome shotgun sequence	204	3649	1	204	1855	2466	204	3	98.529	100.0	100.0	plus	3.54e-136	407	mate-pair-formation
NZ_CM001473_00091|MPF_I	ABKTUO010000059.1 Yersinia enterocolitica strain 565398 SAMN09671536-rid6093433.denovo.061, whole genome shotgun sequence	763	2615	1	719	2	2158	719	6	99.166	94.0	94.0	minus	0.0	1421	mate-pair-formation
