sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00279	EU330199	IS100X	IS21	2247	289	2247	320068	322026						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	322589	324136						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	01400	CP016586.1	23s-rRNA	23S	3027	658	3027	325144	327516						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00279	EU330199	IS100X	IS21	2247	294	2247	365382	367335						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00336	NC_003134	ISEc39	IS256	1316	2	1316	496158	497472						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00279	EU330199	IS100X	IS21	2247	293	2247	550773	552727						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00279	EU330199	IS100X	IS21	2247	294	2247	704871	706824						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00279	EU330199	IS100X	IS21	2247	294	2247	819079	821032						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00279	EU330199	IS100X	IS21	2247	294	2247	993715	995668						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	1004010	1005557						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	01400	CP016586.1	23s-rRNA	23S	3027	658	3027	1006625	1008997						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00279	EU330199	IS100X	IS21	2247	293	2247	1030976	1032930						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00279	EU330199	IS100X	IS21	2247	294	2247	1032932	1034885						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00279	EU330199	IS100X	IS21	2247	292	2247	1146888	1148843						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00336	NC_003134	ISEc39	IS256	1316	2	1316	1232454	1233768						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00279	EU330199	IS100X	IS21	2247	294	2247	1242519	1244472						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00336	NC_003134	ISEc39	IS256	1316	2	1316	1255125	1256439						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00336	NC_003134	ISEc39	IS256	1316	2	1316	1295909	1297223						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00279	EU330199	IS100X	IS21	2247	294	2247	1350241	1352194						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00279	EU330199	IS100X	IS21	2247	292	2247	1451336	1453291						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00336	NC_003134	ISEc39	IS256	1316	2	1316	1505728	1507042						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00336	NC_003134	ISEc39	IS256	1316	2	1316	1694143	1695457						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00279	EU330199	IS100X	IS21	2247	293	2247	1702918	1704872						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00279	EU330199	IS100X	IS21	2247	294	2247	1828572	1830525						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00336	NC_003134	ISEc39	IS256	1316	2	1316	1909777	1911091						
GCA_053570435.1.fna	chromosome			CM131630.1 Yersinia pestis strain 15_YP93_VU chromosome, whole genome shotgun sequence	4647769	0.4764536414796213	d6a7d5eee316246586480a2988083522	00336	NC_003134	ISEc39	IS256	1316	2	1316	1914189	1915503						
