qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
CP025802_00058|rep_cluster_2307	NZ_CP139463.1 Yersinia enterocolitica strain 2-63B plasmid Plas1, complete sequence	714	156820	1	714	54589	55302	714	41	94.258	100.0	100.0	minus	0.0	1092	replicon
CP017588_00047|rep_cluster_2203	NZ_CP139464.1 Yersinia enterocolitica strain 2-63B plasmid Plas2, complete sequence	867	97208	39	824	15560	16345	786	155	80.28	91.0	91.0	minus	7.21e-170	593	replicon
CP001049|IncFII	NZ_CP139464.1 Yersinia enterocolitica strain 2-63B plasmid Plas2, complete sequence	227	97208	1	227	16375	16601	227	2	99.119	100.0	100.0	minus	6.84e-115	409	replicon
002101__NC_004564_00056|rep_cluster_645	NZ_CP139464.1 Yersinia enterocolitica strain 2-63B plasmid Plas2, complete sequence	1167	97208	1	1167	56288	57454	1167	8	99.314	100.0	100.0	plus	0.0	2111	replicon
NC_010377_00020|MOBF	NZ_CP139463.1 Yersinia enterocolitica strain 2-63B plasmid Plas1, complete sequence	1656	156820	512	1254	150556	152784	743	9	98.789	45.0	95.0	plus	0.0	1505	relaxase
NC_015475_00074|MOBF	NZ_CP139464.1 Yersinia enterocolitica strain 2-63B plasmid Plas2, complete sequence	149	97208	1	56	38822	38989	56	5	91.071	38.0	97.0	minus	4.75e-28	105	relaxase
NC_010157_00072|MOBF	NZ_CP139464.1 Yersinia enterocolitica strain 2-63B plasmid Plas2, complete sequence	152	97208	1	152	38989	39444	152	8	94.737	100.0	100.0	minus	8.929999999999999e-95	296	relaxase
NC_015872_00006|MPF_T	NZ_CP139463.1 Yersinia enterocolitica strain 2-63B plasmid Plas1, complete sequence	231	156820	1	231	57763	58455	231	21	90.909	100.0	100.0	minus	9.64e-135	415	mate-pair-formation
NC_015872_00010|MPF_T	NZ_CP139463.1 Yersinia enterocolitica strain 2-63B plasmid Plas1, complete sequence	857	156820	1	857	60704	63274	857	33	96.149	100.0	100.0	minus	0.0	1739	mate-pair-formation
NC_015872_00011|MPF_T	NZ_CP139463.1 Yersinia enterocolitica strain 2-63B plasmid Plas1, complete sequence	105	156820	1	105	63278	63592	105	1	99.048	100.0	100.0	minus	3.01e-67	215	mate-pair-formation
NC_010377_00019|MPF_T	NZ_CP139463.1 Yersinia enterocolitica strain 2-63B plasmid Plas1, complete sequence	690	156820	1	690	146951	149020	690	3	99.565	100.0	100.0	plus	0.0	1341	mate-pair-formation
