qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
CP016722|MOB_unknown	ACCDNH010000050.1 Yersinia enterocolitica strain 01900134 SAMN54963734-rid28821793.denovo.52, whole genome shotgun sequence	218	3223	1	194	647	839	195	12	92.308	89.0	89.0	plus	2.37e-74	274	oriT
000621__CP009126_00005|rep_cluster_1304	ACCDNH010000034.1 Yersinia enterocolitica strain 01900134 SAMN54963734-rid28821793.denovo.34, whole genome shotgun sequence	918	33875	6	918	2341	3253	914	14	98.249	99.0	99.0	minus	0.0	1598	replicon
001482__CP016942_00095|rep_cluster_214	ACCDNH010000043.1 Yersinia enterocolitica strain 01900134 SAMN54963734-rid28821793.denovo.44, whole genome shotgun sequence	1434	11689	1	1430	7805	9234	1430	13	99.091	99.0	99.0	minus	0.0	2569	replicon
CP041116_00002|ColRNAI_rep_cluster_1987	ACCDNH010000050.1 Yersinia enterocolitica strain 01900134 SAMN54963734-rid28821793.denovo.52, whole genome shotgun sequence	519	3223	38	518	184	665	489	59	84.867	93.0	93.0	minus	1.18e-135	479	replicon
CP009126_00025|MOBC	ACCDNH010000034.1 Yersinia enterocolitica strain 01900134 SAMN54963734-rid28821793.denovo.34, whole genome shotgun sequence	248	33875	1	248	21353	22096	248	5	97.984	100.0	100.0	plus	7.48e-165	502	relaxase
NC_010377_00020|MOBF	ACCDNH010000045.1 Yersinia enterocolitica strain 01900134 SAMN54963734-rid28821793.denovo.46, whole genome shotgun sequence	1656	8588	1	1361	4505	8587	1361	0	100.0	82.0	95.0	plus	0.0	2723	relaxase
NC_013090_00004|MOBP	ACCDNH010000050.1 Yersinia enterocolitica strain 01900134 SAMN54963734-rid28821793.denovo.52, whole genome shotgun sequence	499	3223	1	499	1248	2738	499	39	91.784	100.0	100.0	plus	0.0	893	relaxase
NC_010377_00073|MPF_F	ACCDNH010000026.1 Yersinia enterocolitica strain 01900134 SAMN54963734-rid28821793.denovo.26, whole genome shotgun sequence	216	56875	1	216	4519	5166	216	0	100.0	100.0	100.0	plus	1e-144	443	mate-pair-formation
NC_010377_00071|MPF_F	ACCDNH010000026.1 Yersinia enterocolitica strain 01900134 SAMN54963734-rid28821793.denovo.26, whole genome shotgun sequence	416	56875	1	416	5956	7203	416	0	100.0	100.0	100.0	plus	0.0	818	mate-pair-formation
NC_010377_00069|MPF_T	ACCDNH010000026.1 Yersinia enterocolitica strain 01900134 SAMN54963734-rid28821793.denovo.26, whole genome shotgun sequence	857	56875	1	857	7736	10306	857	0	100.0	100.0	100.0	plus	0.0	1754	mate-pair-formation
NC_010377_00065|MPF_F	ACCDNH010000026.1 Yersinia enterocolitica strain 01900134 SAMN54963734-rid28821793.denovo.26, whole genome shotgun sequence	527	56875	1	527	14351	15931	527	0	100.0	100.0	100.0	plus	0.0	1096	mate-pair-formation
NC_010377_00060|MPF_F	ACCDNH010000026.1 Yersinia enterocolitica strain 01900134 SAMN54963734-rid28821793.denovo.26, whole genome shotgun sequence	462	56875	1	462	18430	19815	462	0	100.0	100.0	100.0	plus	0.0	962	mate-pair-formation
NC_010377_00019|MPF_T	ACCDNH010000045.1 Yersinia enterocolitica strain 01900134 SAMN54963734-rid28821793.denovo.46, whole genome shotgun sequence	690	8588	1	690	2432	4501	690	0	100.0	100.0	100.0	plus	0.0	1347	mate-pair-formation
