qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
CP041127_00031|rep_cluster_2273	NZ_JBSSWF010000018.1 Yersinia enterocolitica strain TP27 contig00018, whole genome shotgun sequence	756	90631	1	756	88562	89317	756	34	95.503	100.0	100.0	plus	0.0	1208	replicon
NC_002523_00131|MOBP	NZ_JBSSWF010000018.1 Yersinia enterocolitica strain TP27 contig00018, whole genome shotgun sequence	651	90631	1	651	44697	46649	651	43	93.395	100.0	100.0	minus	0.0	1225	relaxase
NC_002523_00008|MPF_I	NZ_JBSSWF010000018.1 Yersinia enterocolitica strain TP27 contig00018, whole genome shotgun sequence	262	90631	1	262	19756	20541	262	1	99.618	100.0	100.0	plus	2.5499999999999998e-176	536	mate-pair-formation
NC_002523_00002|MPF_I	NZ_JBSSWF010000018.1 Yersinia enterocolitica strain TP27 contig00018, whole genome shotgun sequence	163	90631	1	163	25384	25872	163	19	88.344	100.0	100.0	plus	6.32e-74	237	mate-pair-formation
NC_002523_00001|MPF_I	NZ_JBSSWF010000018.1 Yersinia enterocolitica strain TP27 contig00018, whole genome shotgun sequence	224	90631	1	224	25966	26637	224	8	96.429	100.0	100.0	plus	5.78e-147	450	mate-pair-formation
NC_002523_00146|MPF_I	NZ_JBSSWF010000018.1 Yersinia enterocolitica strain TP27 contig00018, whole genome shotgun sequence	247	90631	1	247	28887	29627	247	25	89.879	100.0	100.0	plus	6.06e-130	402	mate-pair-formation
NC_002523_00145|MPF_I	NZ_JBSSWF010000018.1 Yersinia enterocolitica strain TP27 contig00018, whole genome shotgun sequence	176	90631	1	176	29639	30166	176	0	100.0	100.0	100.0	plus	8.090000000000002e-97	303	mate-pair-formation
NC_002523_00144|MPF_I	NZ_JBSSWF010000018.1 Yersinia enterocolitica strain TP27 contig00018, whole genome shotgun sequence	133	90631	1	133	30185	30583	133	1	99.248	100.0	100.0	plus	1.46e-75	241	mate-pair-formation
NC_002523_00141|MPF_I	NZ_JBSSWF010000018.1 Yersinia enterocolitica strain TP27 contig00018, whole genome shotgun sequence	408	90631	1	408	34494	35717	408	8	98.039	100.0	100.0	plus	0.0	778	mate-pair-formation
NC_002523_00134|MPF_I	NZ_JBSSWF010000018.1 Yersinia enterocolitica strain TP27 contig00018, whole genome shotgun sequence	725	90631	16	725	41623	43752	710	20	97.183	98.0	98.0	plus	0.0	1389	mate-pair-formation
