qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
CP025802_00058|rep_cluster_2307	NZ_JBSSWE010000022.1 Yersinia enterocolitica strain TP57 contig00022, whole genome shotgun sequence	714	80317	1	708	57057	57764	708	37	94.774	99.0	99.0	plus	0.0	1103	replicon
FJ696405|Col(Ye4449)	NZ_JBSSWE010000025.1 Yersinia enterocolitica strain TP57 contig00025, whole genome shotgun sequence	194	56091	7	194	4396	4583	188	20	89.362	97.0	97.0	minus	2.81e-63	237	replicon
000621__CP009126_00005|rep_cluster_1304	NZ_JBSSWE010000034.1 Yersinia enterocolitica strain TP57 contig00034, whole genome shotgun sequence	918	8556	6	918	5892	6804	914	15	98.14	99.0	99.0	plus	0.0	1592	replicon
NC_019223_00002|MOBP	NZ_JBSSWE010000025.1 Yersinia enterocolitica strain TP57 contig00025, whole genome shotgun sequence	511	56091	1	398	4579	5772	398	16	95.98	78.0	100.0	plus	0.0	715	relaxase
CP018921_00001|MOBP	NZ_JBSSWE010000025.1 Yersinia enterocolitica strain TP57 contig00025, whole genome shotgun sequence	381	56091	1	381	42883	44028	382	62	83.508	100.0	100.0	minus	0.0	665	relaxase
NC_002523_00001|MPF_I	NZ_JBSSWE010000022.1 Yersinia enterocolitica strain TP57 contig00022, whole genome shotgun sequence	224	80317	1	224	1813	2484	224	38	83.036	100.0	100.0	plus	1.03e-125	389	mate-pair-formation
NC_002523_00145|MPF_I	NZ_JBSSWE010000022.1 Yersinia enterocolitica strain TP57 contig00022, whole genome shotgun sequence	176	80317	1	176	5474	6001	176	26	85.227	100.0	100.0	plus	8.29e-87	275	mate-pair-formation
NC_002523_00141|MPF_I	NZ_JBSSWE010000022.1 Yersinia enterocolitica strain TP57 contig00022, whole genome shotgun sequence	408	80317	1	408	10387	11613	409	77	80.929	100.0	100.0	plus	0.0	638	mate-pair-formation
NC_002523_00134|MPF_I	NZ_JBSSWE010000022.1 Yersinia enterocolitica strain TP57 contig00022, whole genome shotgun sequence	725	80317	16	717	17617	19722	702	86	87.749	97.0	97.0	plus	0.0	1263	mate-pair-formation
NC_002523_00008|MPF_I	NZ_JBSSWE010000022.1 Yersinia enterocolitica strain TP57 contig00022, whole genome shotgun sequence	262	80317	1	262	75919	76704	262	30	88.55	100.0	100.0	plus	2.35e-156	479	mate-pair-formation
