qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_017657|MOBP	JBKNBP010000112.1 Yersinia pestis strain 18002 contig00112, whole genome shotgun sequence	89	7865	1	89	1346	1434	89	0	100.0	100.0	100.0	minus	4.99e-42	165	oriT
002101__NC_004564_00056|rep_cluster_645	JBKNBP010000028.1 Yersinia pestis strain 18002 contig00028, whole genome shotgun sequence	1167	53584	1	1167	7657	8823	1167	10	99.143	100.0	100.0	minus	0.0	2100	replicon
CP001049|IncFII	JBKNBP010000028.1 Yersinia pestis strain 18002 contig00028, whole genome shotgun sequence	227	53584	1	227	12343	12569	227	0	100.0	100.0	100.0	minus	2.88e-118	420	replicon
000104__CP010386_00052|IncFIB	JBKNBP010000083.1 Yersinia pestis strain 18002 contig00083, whole genome shotgun sequence	1065	18847	1	1065	7904	8968	1065	25	97.653	100.0	100.0	plus	0.0	1829	replicon
CP041342_00001|rep_cluster_2350	JBKNBP010000112.1 Yersinia pestis strain 18002 contig00112, whole genome shotgun sequence	552	7865	4	552	1456	2003	552	27	93.841	99.0	99.0	plus	0.0	824	replicon
NC_015068_00028|MOBP	JBKNBP010000058.1 Yersinia pestis strain 18002 contig00058, whole genome shotgun sequence	1005	34240	1	993	26912	29884	993	24	97.382	99.0	99.0	minus	0.0	1957	relaxase
NC_015068_00008|MPF_T	JBKNBP010000058.1 Yersinia pestis strain 18002 contig00058, whole genome shotgun sequence	808	34240	1	808	5149	7572	808	33	95.916	100.0	100.0	plus	0.0	1637	mate-pair-formation
NC_015068_00010|MPF_T	JBKNBP010000058.1 Yersinia pestis strain 18002 contig00058, whole genome shotgun sequence	345	34240	1	337	8257	9267	337	14	95.846	98.0	98.0	plus	0.0	589	mate-pair-formation
NC_015068_00011|MPF_T	JBKNBP010000058.1 Yersinia pestis strain 18002 contig00058, whole genome shotgun sequence	248	34240	1	248	9439	10182	248	0	100.0	100.0	100.0	plus	1.51e-144	444	mate-pair-formation
NC_015068_00012|MPF_T	JBKNBP010000058.1 Yersinia pestis strain 18002 contig00058, whole genome shotgun sequence	260	34240	1	260	10182	10961	260	1	99.615	100.0	100.0	plus	7.36e-175	531	mate-pair-formation
NC_015068_00015|MPF_T	JBKNBP010000058.1 Yersinia pestis strain 18002 contig00058, whole genome shotgun sequence	652	34240	1	652	13201	15156	652	6	99.08	100.0	100.0	plus	0.0	1304	mate-pair-formation
