#                                                                --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name         accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
# ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ACBQFM010000021.1_24  -          GTP_EFTU             PF00009.34   2.5e-65  217.3   0.0   3.3e-65  216.9   0.0   1.1   1   0   0   1   1   1   1 -
ACBQFM010000009.1_93  -          GTP_EFTU             PF00009.34   9.9e-65  215.3   0.0   1.3e-64  214.9   0.0   1.2   1   0   0   1   1   1   1 -
ACBQFM010000009.1_92  -          GTP_EFTU             PF00009.34   2.4e-64  214.1   0.1   3.8e-64  213.4   0.1   1.3   1   0   0   1   1   1   1 -
ACBQFM010000020.1_16  -          GTP_EFTU             PF00009.34   2.9e-60  200.8   0.1     5e-60  200.0   0.1   1.4   1   0   0   1   1   1   1 -
ACBQFM010000010.1_31  -          GTP_EFTU             PF00009.34   7.7e-56  186.3   0.0   1.2e-55  185.8   0.0   1.3   1   0   0   1   1   1   1 -
ACBQFM010000004.1_55  -          GTP_EFTU             PF00009.34   9.5e-49  163.2   0.0   1.5e-48  162.5   0.0   1.3   1   0   0   1   1   1   1 -
ACBQFM010000004.1_221 -          GTP_EFTU             PF00009.34   1.4e-47  159.4   0.1   2.2e-47  158.8   0.1   1.2   1   0   0   1   1   1   1 -
ACBQFM010000006.1_61  -          GTP_EFTU             PF00009.34   1.4e-38  130.1   7.8   2.4e-38  129.3   1.4   3.4   2   1   0   2   2   2   1 -
ACBQFM010000007.1_85  -          GTP_EFTU             PF00009.34   3.3e-35  119.1   0.1   1.1e-34  117.3   0.1   1.8   1   1   0   1   1   1   1 -
ACBQFM010000010.1_87  -          GTP_EFTU             PF00009.34   7.1e-22   75.6   0.1   9.8e-11   39.3   0.1   4.6   3   1   0   3   3   3   3 -
ACBQFM010000010.1_34  -          GTP_EFTU             PF00009.34   3.1e-11   40.9   0.8   9.6e-09   32.8   0.8   2.3   1   1   0   1   1   1   1 -
ACBQFM010000009.1_92 -          EFG_IV               PF03764.25   7.3e-51  168.7   0.0   1.5e-50  167.7   0.0   1.6   1   0   0   1   1   1   1 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      07_markers/hmm_profiles/fusA.hmm
# Target file:     /tmp/tmph4taseq_.faa
# Option settings: hmmsearch --tblout 07_markers/hmmsearch/fusA/GCA_053879335.1.tbl --noali -E 1e-10 --cpu 4 07_markers/hmm_profiles/fusA.hmm /tmp/tmph4taseq_.faa 
# Current dir:     /home/labinfo/Escritorio/yersinia-pangenomics
# Date:            Thu May 14 19:34:58 2026
# [ok]
