#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
NZ_LPXT01000056.1_32 -          GTP_EFTU             PF00009.34   3.2e-64  214.0   0.0   4.4e-64  213.6   0.0   1.2   1   0   0   1   1   1   1 -
NZ_LPXT01000137.1_5  -          GTP_EFTU             PF00009.34   4.2e-61  203.8   0.1     7e-61  203.1   0.1   1.4   1   0   0   1   1   1   1 -
NZ_LPXT01000135.1_8  -          GTP_EFTU             PF00009.34   1.1e-55  186.2   0.1   1.9e-55  185.4   0.1   1.4   1   0   0   1   1   1   1 -
NZ_LPXT01000130.1_10 -          GTP_EFTU             PF00009.34   2.2e-53  178.7   0.0   3.7e-53  177.9   0.0   1.4   1   0   0   1   1   1   1 -
NZ_LPXT01000143.1_7  -          GTP_EFTU             PF00009.34   2.5e-48  162.2   0.0     4e-48  161.5   0.0   1.3   1   0   0   1   1   1   1 -
NZ_LPXT01000036.1_31 -          GTP_EFTU             PF00009.34     8e-47  157.3   0.0   1.2e-46  156.7   0.0   1.2   1   0   0   1   1   1   1 -
NZ_LPXT01000056.1_31 -          GTP_EFTU             PF00009.34   6.4e-45  151.1   0.1   1.1e-44  150.3   0.1   1.4   1   0   0   1   1   1   1 -
NZ_LPXT01000206.1_2  -          GTP_EFTU             PF00009.34   2.8e-38  129.4   7.9   4.3e-38  128.8   1.4   3.4   2   1   0   2   2   2   1 -
NZ_LPXT01000168.1_4  -          GTP_EFTU             PF00009.34   5.6e-37  125.2   0.1     3e-36  122.8   0.1   1.8   1   1   0   1   1   1   1 -
NZ_LPXT01000052.1_16 -          GTP_EFTU             PF00009.34   1.5e-20   71.6   1.6   9.6e-11   39.6   0.1   4.7   3   2   0   3   3   3   3 -
NZ_LPXT01000135.1_11 -          GTP_EFTU             PF00009.34   5.4e-11   40.5   0.7   1.6e-08   32.4   0.7   2.3   1   1   0   1   1   1   1 -
NZ_LPXT01000056.1_31 -          EFG_IV               PF03764.25   1.8e-50  167.8   0.0   3.4e-50  166.9   0.0   1.5   1   0   0   1   1   1   1 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      07_markers/hmm_profiles/fusA.hmm
# Target file:     /tmp/tmpb1t0cwuj.faa
# Option settings: hmmsearch --tblout 07_markers/hmmsearch/fusA/GCF_001613885.1.tbl --noali -E 1e-10 --cpu 4 07_markers/hmm_profiles/fusA.hmm /tmp/tmpb1t0cwuj.faa 
# Current dir:     /home/labinfo/Escritorio/yersinia-pangenomics
# Date:            Thu May 14 18:56:40 2026
# [ok]
