#                                                                  --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name           accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#   ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
NZ_JBTJFS010000054.1_10 -          GTP_EFTU             PF00009.34   7.2e-66  219.2   0.0   1.2e-65  218.5   0.0   1.3   1   0   0   1   1   1   1 -
NZ_JBTJFS010000012.1_78 -          GTP_EFTU             PF00009.34   1.3e-64  215.1   0.1   2.1e-64  214.4   0.1   1.4   1   0   0   1   1   1   1 -
NZ_JBTJFS010000012.1_79 -          GTP_EFTU             PF00009.34     3e-64  213.9   0.0   4.1e-64  213.5   0.0   1.2   1   0   0   1   1   1   1 -
NZ_JBTJFS010000016.1_83 -          GTP_EFTU             PF00009.34   8.7e-61  202.6   0.1   1.4e-60  201.9   0.1   1.4   1   0   0   1   1   1   1 -
NZ_JBTJFS010000023.1_45 -          GTP_EFTU             PF00009.34   9.5e-56  186.2   0.1   1.7e-55  185.4   0.1   1.4   1   0   0   1   1   1   1 -
NZ_JBTJFS010000005.1_25 -          GTP_EFTU             PF00009.34   2.2e-48  162.2   0.0   3.5e-48  161.5   0.0   1.3   1   0   0   1   1   1   1 -
NZ_JBTJFS010000063.1_11 -          GTP_EFTU             PF00009.34     7e-47  157.3   0.0   1.1e-46  156.7   0.0   1.2   1   0   0   1   1   1   1 -
NZ_JBTJFS010000026.1_62 -          GTP_EFTU             PF00009.34   2.4e-38  129.4   7.9   3.8e-38  128.8   1.4   3.4   2   1   0   2   2   2   1 -
NZ_JBTJFS010000034.1_2  -          GTP_EFTU             PF00009.34   1.2e-35  120.6   0.1   3.7e-35  119.1   0.1   1.7   1   1   0   1   1   1   1 -
NZ_JBTJFS010000015.1_80 -          GTP_EFTU             PF00009.34   1.3e-20   71.6   1.6   8.5e-11   39.6   0.1   4.7   3   2   0   3   3   3   3 -
NZ_JBTJFS010000023.1_48 -          GTP_EFTU             PF00009.34   4.7e-11   40.5   0.7   1.4e-08   32.4   0.7   2.3   1   1   0   1   1   1   1 -
NZ_JBTJFS010000012.1_78 -          EFG_IV               PF03764.25   1.7e-50  167.7   0.0   3.4e-50  166.8   0.0   1.5   1   0   0   1   1   1   1 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      07_markers/hmm_profiles/fusA.hmm
# Target file:     /tmp/tmp365172b0.faa
# Option settings: hmmsearch --tblout 07_markers/hmmsearch/fusA/GCF_054454715.1.tbl --noali -E 1e-10 --cpu 4 07_markers/hmm_profiles/fusA.hmm /tmp/tmp365172b0.faa 
# Current dir:     /home/labinfo/Escritorio/yersinia-pangenomics
# Date:            Thu May 14 19:35:10 2026
# [ok]
