sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
GCA_032422985.1.fna	chromosome	-	-	DAQCFS010000001.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000242 SAMN36673204-rid18831223.denovo.001, whole genome shotgun sequence	218245	0.4779078558500767	c5b229e720cbadfeda564253489dcb88	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_032422985.1.fna	chromosome	-	-	DAQCFS010000002.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000242 SAMN36673204-rid18831223.denovo.002, whole genome shotgun sequence	195045	0.48031479914891434	ad90f84e2fbc68521a20fcce3c2c4e20	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_032422985.1.fna	chromosome	-	-	DAQCFS010000003.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000242 SAMN36673204-rid18831223.denovo.003, whole genome shotgun sequence	166625	0.4555018754688672	f8bf2516edd147e2003bfddf3415986b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_032422985.1.fna	chromosome	-	-	DAQCFS010000004.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000242 SAMN36673204-rid18831223.denovo.004, whole genome shotgun sequence	141373	0.46246454414916566	8420f3798b674f3a2070c3c3c83aa1cb	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_032422985.1.fna	chromosome	-	-	DAQCFS010000005.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000242 SAMN36673204-rid18831223.denovo.005, whole genome shotgun sequence	122072	0.4764483255783472	054fa08ffbedb61d203836be62cb5661	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_032422985.1.fna	chromosome	-	-	DAQCFS010000006.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000242 SAMN36673204-rid18831223.denovo.006, whole genome shotgun sequence	119375	0.4734157068062827	cbef53ddfbd6fb12a3bb37380b742338	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_032422985.1.fna	chromosome	-	-	DAQCFS010000007.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000242 SAMN36673204-rid18831223.denovo.007, whole genome shotgun sequence	117313	0.472922864473673	ff25c8d7e693c430d4fe60e489dbfdac	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_032422985.1.fna	chromosome	-	-	DAQCFS010000008.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000242 SAMN36673204-rid18831223.denovo.008, whole genome shotgun sequence	114299	0.46331988906289645	fea803196e5acf81cf97c9dbfcdcb14c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_032422985.1.fna	chromosome	-	-	DAQCFS010000009.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000242 SAMN36673204-rid18831223.denovo.009, whole genome shotgun sequence	107269	0.4588371290866886	e89939d06145ac93bcdadd38679d3276	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_032422985.1.fna	chromosome	-	-	DAQCFS010000010.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000242 SAMN36673204-rid18831223.denovo.010, whole genome shotgun sequence	107232	0.46611086242912564	90b321abd643af1ba3e36c1e95c91cd2	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
