qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000621__CP009126_00005|rep_cluster_1304	DBHYYP010000022.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-002-G1 SAMN44049595-rid26066103.denovo.23, whole genome shotgun sequence	918	48014	6	918	41205	42117	914	15	98.14	99.0	99.0	plus	0.0	1592	replicon
001482__CP016942_00095|rep_cluster_214	DBHYYP010000023.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-002-G1 SAMN44049595-rid26066103.denovo.24, whole genome shotgun sequence	1434	44601	1	1430	5788	7217	1430	13	99.091	99.0	99.0	minus	0.0	2569	replicon
LT985313_00005|rep_cluster_2373	DBHYYP010000036.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-002-G1 SAMN44049595-rid26066103.denovo.40, whole genome shotgun sequence	432	4577	4	391	515	901	389	15	95.373	90.0	90.0	minus	7.26e-177	616	replicon
CP009126_00025|MOBC	DBHYYP010000022.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-002-G1 SAMN44049595-rid26066103.denovo.23, whole genome shotgun sequence	248	48014	1	248	22365	23108	248	5	97.984	100.0	100.0	minus	7.65e-165	502	relaxase
NC_010377_00020|MOBF	DBHYYP010000029.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-002-G1 SAMN44049595-rid26066103.denovo.30, whole genome shotgun sequence	1656	31032	1	1656	8827	13794	1656	0	100.0	100.0	100.0	plus	0.0	3330	relaxase
NC_010377_00073|MPF_F	DBHYYP010000023.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-002-G1 SAMN44049595-rid26066103.denovo.24, whole genome shotgun sequence	216	44601	1	216	10652	11299	216	0	100.0	100.0	100.0	plus	1.02e-144	443	mate-pair-formation
NC_010377_00071|MPF_F	DBHYYP010000023.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-002-G1 SAMN44049595-rid26066103.denovo.24, whole genome shotgun sequence	416	44601	1	416	12089	13336	416	0	100.0	100.0	100.0	plus	0.0	818	mate-pair-formation
NC_010377_00069|MPF_T	DBHYYP010000023.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-002-G1 SAMN44049595-rid26066103.denovo.24, whole genome shotgun sequence	857	44601	1	857	13869	16439	857	0	100.0	100.0	100.0	plus	0.0	1754	mate-pair-formation
NC_010377_00065|MPF_F	DBHYYP010000023.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-002-G1 SAMN44049595-rid26066103.denovo.24, whole genome shotgun sequence	527	44601	1	527	20484	22064	527	0	100.0	100.0	100.0	plus	0.0	1096	mate-pair-formation
NC_010377_00060|MPF_F	DBHYYP010000023.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-002-G1 SAMN44049595-rid26066103.denovo.24, whole genome shotgun sequence	462	44601	1	462	24563	25948	462	0	100.0	100.0	100.0	plus	0.0	962	mate-pair-formation
NC_010377_00019|MPF_T	DBHYYP010000029.1 TPA_asm: Yersinia enterocolitica isolate 22PH0263-002-G1 SAMN44049595-rid26066103.denovo.30, whole genome shotgun sequence	690	31032	1	690	6754	8823	690	0	100.0	100.0	100.0	plus	0.0	1347	mate-pair-formation
