qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NZ_CP014489|MOBF	CABHVV010000002.1 Yersinia enterocolitica isolate IP39401 genome assembly, contig: contig_00021, whole genome shotgun sequence	268	50262	1	268	2995	3262	268	0	100.0	100.0	100.0	plus	5.21e-141	496	oriT
002101__NC_004564_00056|rep_cluster_645	CABHVV010000005.1 Yersinia enterocolitica isolate IP39401 genome assembly, contig: contig_00110, whole genome shotgun sequence	1167	10474	1	1167	1688	2854	1167	7	99.4	100.0	100.0	plus	0.0	2117	replicon
CP001049|IncFII	CABHVV010000042.1 Yersinia enterocolitica isolate IP39401 genome assembly, contig: contig_00078, whole genome shotgun sequence	227	18486	1	224	14609	14832	224	1	99.554	99.0	99.0	plus	5.83e-115	409	replicon
000153__NC_019087_00001|IncN	CABHVV010000213.1 Yersinia enterocolitica isolate IP39401 genome assembly, contig: contig_00116, whole genome shotgun sequence	720	9382	1	720	140	859	720	0	100.0	100.0	100.0	minus	0.0	1330	replicon
NC_015599_00019|MOBF	CABHVV010000002.1 Yersinia enterocolitica isolate IP39401 genome assembly, contig: contig_00021, whole genome shotgun sequence	1080	50262	1	1059	5271	8447	1059	2	99.811	98.0	98.0	plus	0.0	2030	relaxase
NC_015475_00074|MOBF	CABHVV010000042.1 Yersinia enterocolitica isolate IP39401 genome assembly, contig: contig_00078, whole genome shotgun sequence	149	18486	1	149	10914	11360	149	1	99.329	100.0	100.0	plus	7.05e-96	299	relaxase
NC_022375_00024|MPF_T	CABHVV010000002.1 Yersinia enterocolitica isolate IP39401 genome assembly, contig: contig_00021, whole genome shotgun sequence	509	50262	1	509	3742	5268	509	1	99.804	100.0	100.0	plus	0.0	996	mate-pair-formation
NC_008612_00190|MPF_T	CABHVV010000002.1 Yersinia enterocolitica isolate IP39401 genome assembly, contig: contig_00021, whole genome shotgun sequence	294	50262	1	294	35772	36653	294	2	99.32	100.0	100.0	minus	9.7e-179	544	mate-pair-formation
NC_007682_00044|MPF_T	CABHVV010000002.1 Yersinia enterocolitica isolate IP39401 genome assembly, contig: contig_00021, whole genome shotgun sequence	232	50262	1	232	36667	37362	232	0	100.0	100.0	100.0	minus	6.01e-158	481	mate-pair-formation
NC_014368_00014|MPF_T	CABHVV010000002.1 Yersinia enterocolitica isolate IP39401 genome assembly, contig: contig_00021, whole genome shotgun sequence	346	50262	1	346	37584	38621	346	28	91.908	100.0	100.0	minus	9.12e-167	513	mate-pair-formation
NC_011617_00041|MPF_T	CABHVV010000002.1 Yersinia enterocolitica isolate IP39401 genome assembly, contig: contig_00021, whole genome shotgun sequence	866	50262	1	866	39606	42203	866	2	99.769	100.0	100.0	minus	0.0	1809	mate-pair-formation
NC_009131_00030|MPF_T	CABHVV010000002.1 Yersinia enterocolitica isolate IP39401 genome assembly, contig: contig_00021, whole genome shotgun sequence	105	50262	1	105	42206	42520	105	0	100.0	100.0	100.0	minus	3.9800000000000003e-66	212	mate-pair-formation
