qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000215__KC853434_00019|IncX1	NZ_JBRURM010000019.1 Yersinia enterocolitica strain 20-YE00187 contig00019, whole genome shotgun sequence	447	32019	1	447	16743	17189	448	49	88.616	100.0	100.0	plus	3.46e-155	544	replicon
NC_019096_00001|MOBP	NZ_JBRURM010000019.1 Yersinia enterocolitica strain 20-YE00187 contig00019, whole genome shotgun sequence	388	32019	1	388	8447	9610	388	26	93.299	100.0	100.0	minus	0.0	758	relaxase
AP019635_00032|MOBF	NZ_JBRURM010000023.1 Yersinia enterocolitica strain 20-YE00187 contig00023, whole genome shotgun sequence	176	17017	1	174	4939	5460	174	30	82.759	99.0	99.0	minus	1.2e-95	300	relaxase
NC_019067_00043|MPF_T	NZ_JBRURM010000019.1 Yersinia enterocolitica strain 20-YE00187 contig00019, whole genome shotgun sequence	237	32019	1	237	667	1377	237	28	88.186	100.0	100.0	minus	8.94e-126	390	mate-pair-formation
NC_013503_00034|MPF_T	NZ_JBRURM010000019.1 Yersinia enterocolitica strain 20-YE00187 contig00019, whole genome shotgun sequence	377	32019	1	376	1568	2695	376	7	98.138	99.0	99.0	minus	0.0	650	mate-pair-formation
NC_023277_00163|MPF_T	NZ_JBRURM010000019.1 Yersinia enterocolitica strain 20-YE00187 contig00019, whole genome shotgun sequence	717	32019	1	717	3706	5856	717	54	92.469	100.0	100.0	minus	0.0	1364	mate-pair-formation
NC_017624_00009|MPF_T	NZ_JBRURM010000019.1 Yersinia enterocolitica strain 20-YE00187 contig00019, whole genome shotgun sequence	611	32019	1	599	26916	28712	599	6	98.998	98.0	98.0	minus	0.0	1190	mate-pair-formation
NC_010860_00022|MPF_T	NZ_JBRURM010000019.1 Yersinia enterocolitica strain 20-YE00187 contig00019, whole genome shotgun sequence	309	32019	1	309	30956	31882	309	19	93.851	100.0	100.0	minus	0.0	605	mate-pair-formation
NC_009790_00086|MPF_T	NZ_JBRURM010000023.1 Yersinia enterocolitica strain 20-YE00187 contig00023, whole genome shotgun sequence	681	17017	1	460	5919	7298	460	70	84.783	68.0	98.0	minus	0.0	817	mate-pair-formation
NC_021871_00015|MPF_F	NZ_JBRURM010000023.1 Yersinia enterocolitica strain 20-YE00187 contig00023, whole genome shotgun sequence	453	17017	1	453	12356	13720	455	68	84.615	100.0	100.0	minus	0.0	751	mate-pair-formation
NC_021817_00023|MPF_F	NZ_JBRURM010000024.1 Yersinia enterocolitica strain 20-YE00187 contig00024, whole genome shotgun sequence	331	13454	25	331	1027	1947	307	24	92.182	93.0	93.0	minus	0.0	563	mate-pair-formation
NZ_AGTD01000004_00094|MPF_T	NZ_JBRURM010000024.1 Yersinia enterocolitica strain 20-YE00187 contig00024, whole genome shotgun sequence	863	13454	1	854	3532	6093	854	93	89.11	99.0	99.0	minus	0.0	1565	mate-pair-formation
NC_021871_00033|MPF_F	NZ_JBRURM010000024.1 Yersinia enterocolitica strain 20-YE00187 contig00024, whole genome shotgun sequence	187	13454	1	187	8892	9452	187	32	82.888	100.0	100.0	minus	4.66e-102	319	mate-pair-formation
NC_019342_00064|MPF_F	NZ_JBRURM010000024.1 Yersinia enterocolitica strain 20-YE00187 contig00024, whole genome shotgun sequence	101	13454	1	101	9474	9776	101	12	88.119	100.0	100.0	minus	1.72e-56	184	mate-pair-formation
