qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
JQ319772|MOBH	CAWQRM010000084.1 Yersinia enterocolitica isolate ena-yuan-GCF_022394875.1 genome assembly, contig: NZ_JAHSRH010000007.1, whole genome shotgun sequence	398	129822	1	398	110321	110718	398	0	100.0	100.0	100.0	plus	0.0	736	oriT
002101__NC_004564_00056|rep_cluster_645	CAWQRM010000045.1 Yersinia enterocolitica isolate ena-yuan-GCF_022394875.1 genome assembly, contig: NZ_JAHSRH010000034.1, whole genome shotgun sequence	1167	51081	1	1167	1821	2987	1167	5	99.572	100.0	100.0	plus	0.0	2128	replicon
000092__CP025470|IncC	CAWQRM010000084.1 Yersinia enterocolitica isolate ena-yuan-GCF_022394875.1 genome assembly, contig: NZ_JAHSRH010000007.1, whole genome shotgun sequence	1101	129822	1	1101	111535	112635	1101	0	100.0	100.0	100.0	plus	0.0	2034	replicon
CP017588_00047|rep_cluster_2203	CAWQRM010000086.1 Yersinia enterocolitica isolate ena-yuan-GCF_022394875.1 genome assembly, contig: NZ_JAHSRH010000071.1, whole genome shotgun sequence	867	12553	39	856	8057	8874	822	155	80.17	94.0	94.0	minus	2.31e-174	608	replicon
CP001049|IncFII	CAWQRM010000086.1 Yersinia enterocolitica isolate ena-yuan-GCF_022394875.1 genome assembly, contig: NZ_JAHSRH010000071.1, whole genome shotgun sequence	227	12553	1	227	8904	9130	227	2	99.119	100.0	100.0	minus	6.14e-115	409	replicon
NC_012885_00072|MOBH	CAWQRM010000084.1 Yersinia enterocolitica isolate ena-yuan-GCF_022394875.1 genome assembly, contig: NZ_JAHSRH010000007.1, whole genome shotgun sequence	987	129822	1	986	25856	28828	993	107	88.318	99.0	99.0	plus	0.0	1595	relaxase
NC_012690_00071|MOBH	CAWQRM010000084.1 Yersinia enterocolitica isolate ena-yuan-GCF_022394875.1 genome assembly, contig: NZ_JAHSRH010000007.1, whole genome shotgun sequence	458	129822	245	458	35389	36030	214	4	98.131	47.0	100.0	plus	1.42e-139	440	relaxase
NC_015475_00074|MOBF	CAWQRM010000092.1 Yersinia enterocolitica isolate ena-yuan-GCF_022394875.1 genome assembly, contig: NZ_JAHSRH010000077.1, whole genome shotgun sequence	149	11624	1	149	237	683	149	3	97.987	100.0	100.0	minus	1.25e-94	296	relaxase
NC_009140_00071|MPF_F	CAWQRM010000084.1 Yersinia enterocolitica isolate ena-yuan-GCF_022394875.1 genome assembly, contig: NZ_JAHSRH010000007.1, whole genome shotgun sequence	621	129822	1	621	28831	30693	621	1	99.839	100.0	100.0	plus	0.0	1176	mate-pair-formation
NC_014170_00023|MPF_F	CAWQRM010000084.1 Yersinia enterocolitica isolate ena-yuan-GCF_022394875.1 genome assembly, contig: NZ_JAHSRH010000007.1, whole genome shotgun sequence	305	129822	1	305	35116	36030	305	24	92.131	100.0	100.0	plus	0.0	569	mate-pair-formation
NC_012885_00083|MPF_F	CAWQRM010000084.1 Yersinia enterocolitica isolate ena-yuan-GCF_022394875.1 genome assembly, contig: NZ_JAHSRH010000007.1, whole genome shotgun sequence	438	129822	1	438	36030	37343	438	42	90.411	100.0	100.0	plus	0.0	752	mate-pair-formation
NC_016974_00085|MPF_F	CAWQRM010000084.1 Yersinia enterocolitica isolate ena-yuan-GCF_022394875.1 genome assembly, contig: NZ_JAHSRH010000007.1, whole genome shotgun sequence	192	129822	1	192	37343	37918	192	1	99.479	100.0	100.0	plus	3.54e-118	365	mate-pair-formation
NC_012885_00088|MPF_T	CAWQRM010000084.1 Yersinia enterocolitica isolate ena-yuan-GCF_022394875.1 genome assembly, contig: NZ_JAHSRH010000007.1, whole genome shotgun sequence	815	129822	1	815	44902	47346	815	15	98.16	100.0	100.0	plus	0.0	1640	mate-pair-formation
NC_012885_00091|MPF_F	CAWQRM010000084.1 Yersinia enterocolitica isolate ena-yuan-GCF_022394875.1 genome assembly, contig: NZ_JAHSRH010000007.1, whole genome shotgun sequence	422	129822	1	422	48171	49433	422	26	93.602	100.0	100.0	plus	0.0	818	mate-pair-formation
NC_023291_00077|MPF_F	CAWQRM010000084.1 Yersinia enterocolitica isolate ena-yuan-GCF_022394875.1 genome assembly, contig: NZ_JAHSRH010000007.1, whole genome shotgun sequence	335	129822	1	335	50101	51105	335	4	98.806	100.0	100.0	plus	0.0	581	mate-pair-formation
NC_012885_00167|MPF_F	CAWQRM010000084.1 Yersinia enterocolitica isolate ena-yuan-GCF_022394875.1 genome assembly, contig: NZ_JAHSRH010000007.1, whole genome shotgun sequence	477	129822	1	477	100298	101728	477	12	97.484	100.0	100.0	plus	0.0	931	mate-pair-formation
