qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000104__CP010386_00052|IncFIB	NZ_MIEA01000125.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6992 map unlocalized plasmid pMT1 NODE_62_length_29516_cov_73.9211_ID_10803, whole genome shotgun sequence	1065	29516	1	1065	15759	16823	1065	26	97.559	100.0	100.0	minus	0.0	1823	replicon
002101__NC_004564_00056|rep_cluster_645	NZ_MIEA01000152.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6992 map unlocalized plasmid pCD1 NODE_87_length_19398_cov_68.2507_ID_10853, whole genome shotgun sequence	1167	19398	1	1167	10648	11814	1167	10	99.143	100.0	100.0	plus	0.0	2100	replicon
NC_021501_00097|MPF_F	NZ_MIEA01000153.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6992 map unlocalized plasmid pMT1 NODE_88_length_19135_cov_64.2052_ID_10855, whole genome shotgun sequence	101	19135	1	101	803	1105	101	2	98.02	100.0	100.0	plus	1.01e-63	205	mate-pair-formation
NC_006323_00096|MPF_F	NZ_MIEA01000153.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6992 map unlocalized plasmid pMT1 NODE_88_length_19135_cov_64.2052_ID_10855, whole genome shotgun sequence	464	19135	1	464	2406	3797	464	0	100.0	100.0	100.0	plus	0.0	840	mate-pair-formation
NC_006323_00097|MPF_F	NZ_MIEA01000153.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6992 map unlocalized plasmid pMT1 NODE_88_length_19135_cov_64.2052_ID_10855, whole genome shotgun sequence	179	19135	1	179	3822	4358	179	0	100.0	100.0	100.0	plus	2.51e-108	337	mate-pair-formation
NC_009378_00101|MPF_T	NZ_MIEA01000153.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6992 map unlocalized plasmid pMT1 NODE_88_length_19135_cov_64.2052_ID_10855, whole genome shotgun sequence	876	19135	1	876	5831	8458	876	2	99.772	100.0	100.0	plus	0.0	1785	mate-pair-formation
NC_006323_00105|MPF_F	NZ_MIEA01000153.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6992 map unlocalized plasmid pMT1 NODE_88_length_19135_cov_64.2052_ID_10855, whole genome shotgun sequence	215	19135	19	215	8859	9449	197	0	100.0	92.0	92.0	plus	1.3600000000000002e-129	399	mate-pair-formation
NC_021501_00085|MPF_F	NZ_MIEA01000153.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6992 map unlocalized plasmid pMT1 NODE_88_length_19135_cov_64.2052_ID_10855, whole genome shotgun sequence	330	19135	1	330	9449	10438	330	15	95.455	100.0	100.0	plus	0.0	627	mate-pair-formation
NC_021501_00084|MPF_F	NZ_MIEA01000153.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6992 map unlocalized plasmid pMT1 NODE_88_length_19135_cov_64.2052_ID_10855, whole genome shotgun sequence	209	19135	1	209	10458	11084	209	9	95.694	100.0	100.0	plus	3.4e-127	392	mate-pair-formation
NC_006323_00108|MPF_F	NZ_MIEA01000153.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6992 map unlocalized plasmid pMT1 NODE_88_length_19135_cov_64.2052_ID_10855, whole genome shotgun sequence	616	19135	1	616	11084	12931	616	0	100.0	100.0	100.0	plus	0.0	1170	mate-pair-formation
NC_006323_00113|MPF_F	NZ_MIEA01000153.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6992 map unlocalized plasmid pMT1 NODE_88_length_19135_cov_64.2052_ID_10855, whole genome shotgun sequence	456	19135	1	456	14734	16101	456	0	100.0	100.0	100.0	plus	0.0	910	mate-pair-formation
NC_021501_00076|MPF_F	NZ_MIEA01000153.1 Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6992 map unlocalized plasmid pMT1 NODE_88_length_19135_cov_64.2052_ID_10855, whole genome shotgun sequence	940	19135	1	928	16104	18887	928	37	96.013	99.0	99.0	plus	0.0	1742	mate-pair-formation
