qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
CP022659_00009|rep_cluster_2132	DAYJEP010000017.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000570 SAMN42500307-rid22322893.denovo.17, whole genome shotgun sequence	2361	109932	140	2361	30767	32988	2225	82	96.045	94.0	94.0	minus	0.0	3616	replicon
001482__CP016942_00095|rep_cluster_214	DAYJEP010000019.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000570 SAMN42500307-rid22322893.denovo.19, whole genome shotgun sequence	1434	60711	1	1430	7794	9223	1430	13	99.091	99.0	99.0	minus	0.0	2569	replicon
NC_010377_00020|MOBF	DAYJEP010000019.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000570 SAMN42500307-rid22322893.denovo.19, whole genome shotgun sequence	1656	60711	1	1656	46918	51885	1656	0	100.0	100.0	100.0	minus	0.0	3330	relaxase
NC_019096_00001|MOBP	DAYJEP010000023.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000570 SAMN42500307-rid22322893.denovo.23, whole genome shotgun sequence	388	31817	1	385	20737	21891	385	63	83.636	99.0	99.0	minus	0.0	672	relaxase
NC_010377_00073|MPF_F	DAYJEP010000019.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000570 SAMN42500307-rid22322893.denovo.19, whole genome shotgun sequence	216	60711	1	216	12658	13305	216	0	100.0	100.0	100.0	plus	9.82e-145	443	mate-pair-formation
NC_010377_00071|MPF_F	DAYJEP010000019.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000570 SAMN42500307-rid22322893.denovo.19, whole genome shotgun sequence	416	60711	1	416	14095	15342	416	0	100.0	100.0	100.0	plus	0.0	818	mate-pair-formation
NC_010377_00069|MPF_T	DAYJEP010000019.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000570 SAMN42500307-rid22322893.denovo.19, whole genome shotgun sequence	857	60711	1	857	15875	18445	857	0	100.0	100.0	100.0	plus	0.0	1754	mate-pair-formation
NC_010377_00065|MPF_F	DAYJEP010000019.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000570 SAMN42500307-rid22322893.denovo.19, whole genome shotgun sequence	527	60711	1	527	22490	24070	527	0	100.0	100.0	100.0	plus	0.0	1096	mate-pair-formation
NC_010377_00060|MPF_F	DAYJEP010000019.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000570 SAMN42500307-rid22322893.denovo.19, whole genome shotgun sequence	462	60711	1	462	26569	27954	462	0	100.0	100.0	100.0	plus	0.0	962	mate-pair-formation
NC_010377_00019|MPF_T	DAYJEP010000019.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000570 SAMN42500307-rid22322893.denovo.19, whole genome shotgun sequence	690	60711	1	690	51889	53958	690	0	100.0	100.0	100.0	minus	0.0	1347	mate-pair-formation
NC_017624_00009|MPF_T	DAYJEP010000023.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000570 SAMN42500307-rid22322893.denovo.23, whole genome shotgun sequence	611	31817	1	599	7938	9734	599	64	89.316	98.0	98.0	minus	0.0	1090	mate-pair-formation
NC_019899_00038|MPF_T	DAYJEP010000023.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000570 SAMN42500307-rid22322893.denovo.23, whole genome shotgun sequence	309	31817	1	309	12000	12926	309	42	86.408	100.0	100.0	minus	0.0	562	mate-pair-formation
NC_019899_00039|MPF_T	DAYJEP010000023.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000570 SAMN42500307-rid22322893.denovo.23, whole genome shotgun sequence	242	31817	1	242	12935	13660	242	47	80.579	100.0	100.0	minus	1.19e-123	384	mate-pair-formation
NC_019899_00040|MPF_T	DAYJEP010000023.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000570 SAMN42500307-rid22322893.denovo.23, whole genome shotgun sequence	351	31817	1	351	13861	14913	351	52	85.185	100.0	100.0	minus	0.0	592	mate-pair-formation
NC_023277_00163|MPF_T	DAYJEP010000023.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000570 SAMN42500307-rid22322893.denovo.23, whole genome shotgun sequence	717	31817	1	715	15969	18113	715	115	83.916	99.0	99.0	minus	0.0	1260	mate-pair-formation
