qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
HQ328804|MOBP	DBBWMQ010000042.1 TPA_asm: Yersinia enterocolitica strain IDR2400047787-03-03 SAMN44798032-rid24022733.denovo.44, whole genome shotgun sequence	174	4667	1	174	2894	3067	174	5	97.126	100.0	100.0	minus	1.41e-80	294	oriT
000126__FO834904|IncFII	DBBWMQ010000023.1 TPA_asm: Yersinia enterocolitica strain IDR2400047787-03-03 SAMN44798032-rid24022733.denovo.23, whole genome shotgun sequence	228	56929	31	228	42073	42270	202	26	83.168	87.0	87.0	minus	2.01e-45	178	replicon
KU302809_00001|rep_cluster_2335	DBBWMQ010000042.1 TPA_asm: Yersinia enterocolitica strain IDR2400047787-03-03 SAMN44798032-rid24022733.denovo.44, whole genome shotgun sequence	606	4667	1	552	2991	3544	557	33	92.639	91.0	91.0	plus	0.0	795	replicon
CP042948_00076|MOBF	DBBWMQ010000023.1 TPA_asm: Yersinia enterocolitica strain IDR2400047787-03-03 SAMN44798032-rid24022733.denovo.23, whole genome shotgun sequence	1552	56929	1	1495	33931	38430	1503	283	80.439	96.0	100.0	plus	0.0	2419	relaxase
CP009126_00025|MOBC	DBBWMQ010000031.1 TPA_asm: Yersinia enterocolitica strain IDR2400047787-03-03 SAMN44798032-rid24022733.denovo.31, whole genome shotgun sequence	248	32848	1	248	26046	26789	248	5	97.984	100.0	100.0	plus	5.279999999999999e-165	503	relaxase
NC_013090_00004|MOBP	DBBWMQ010000042.1 TPA_asm: Yersinia enterocolitica strain IDR2400047787-03-03 SAMN44798032-rid24022733.denovo.44, whole genome shotgun sequence	499	4667	1	499	972	2468	499	44	91.182	100.0	100.0	minus	0.0	890	relaxase
NC_001848_00006|MOBP	DBBWMQ010000042.1 TPA_asm: Yersinia enterocolitica strain IDR2400047787-03-03 SAMN44798032-rid24022733.denovo.44, whole genome shotgun sequence	107	4667	1	106	2464	2781	106	7	93.396	99.0	99.0	minus	1.66e-64	207	relaxase
NC_019342_00064|MPF_F	DBBWMQ010000023.1 TPA_asm: Yersinia enterocolitica strain IDR2400047787-03-03 SAMN44798032-rid24022733.denovo.23, whole genome shotgun sequence	101	56929	1	101	12729	13031	101	6	94.059	100.0	100.0	plus	1.6299999999999998e-60	196	mate-pair-formation
NC_021871_00033|MPF_F	DBBWMQ010000023.1 TPA_asm: Yersinia enterocolitica strain IDR2400047787-03-03 SAMN44798032-rid24022733.denovo.23, whole genome shotgun sequence	187	56929	1	187	13053	13613	187	26	86.096	100.0	100.0	plus	3.6e-101	317	mate-pair-formation
NZ_AGTD01000004_00094|MPF_T	DBBWMQ010000023.1 TPA_asm: Yersinia enterocolitica strain IDR2400047787-03-03 SAMN44798032-rid24022733.denovo.23, whole genome shotgun sequence	863	56929	1	854	17117	19678	854	86	89.93	99.0	99.0	plus	0.0	1585	mate-pair-formation
NC_021871_00022|MPF_F	DBBWMQ010000023.1 TPA_asm: Yersinia enterocolitica strain IDR2400047787-03-03 SAMN44798032-rid24022733.denovo.23, whole genome shotgun sequence	212	56929	3	211	20172	20798	209	27	87.081	99.0	99.0	plus	2.35e-123	381	mate-pair-formation
NC_021817_00023|MPF_F	DBBWMQ010000023.1 TPA_asm: Yersinia enterocolitica strain IDR2400047787-03-03 SAMN44798032-rid24022733.denovo.23, whole genome shotgun sequence	331	56929	22	331	20867	21796	310	19	93.871	94.0	94.0	plus	0.0	592	mate-pair-formation
NC_021871_00019|MPF_F	DBBWMQ010000023.1 TPA_asm: Yersinia enterocolitica strain IDR2400047787-03-03 SAMN44798032-rid24022733.denovo.23, whole genome shotgun sequence	204	56929	20	201	22242	22787	182	30	83.516	89.0	89.0	plus	2.04e-90	286	mate-pair-formation
NC_021871_00015|MPF_F	DBBWMQ010000023.1 TPA_asm: Yersinia enterocolitica strain IDR2400047787-03-03 SAMN44798032-rid24022733.denovo.23, whole genome shotgun sequence	453	56929	1	453	26026	27384	453	49	89.183	100.0	100.0	plus	0.0	787	mate-pair-formation
NC_021817_00013|MPF_T	DBBWMQ010000023.1 TPA_asm: Yersinia enterocolitica strain IDR2400047787-03-03 SAMN44798032-rid24022733.denovo.23, whole genome shotgun sequence	763	56929	18	763	31748	33928	746	124	80.831	98.0	98.0	plus	0.0	1213	mate-pair-formation
NC_009790_00086|MPF_T	DBBWMQ010000023.1 TPA_asm: Yersinia enterocolitica strain IDR2400047787-03-03 SAMN44798032-rid24022733.denovo.23, whole genome shotgun sequence	681	56929	460	669	38050	38679	210	40	80.952	31.0	98.0	plus	4.11e-107	355	mate-pair-formation
