qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
CP016722|MOB_unknown	NZ_JAJAVZ010000025.1 Yersinia intermedia strain IZSPB_Y97 contig00025, whole genome shotgun sequence	218	8456	72	179	3	110	108	9	91.667	50.0	82.0	plus	4.4e-37	150	oriT
CP016722|MOB_unknown	NZ_JAJAVZ010000025.1 Yersinia intermedia strain IZSPB_Y97 contig00025, whole genome shotgun sequence	218	8456	1	179	8262	8439	180	23	85.556	82.0	82.0	plus	1.2100000000000002e-47	185	oriT
000126__FO834904|IncFII	NZ_JAJAVZ010000017.1 Yersinia intermedia strain IZSPB_Y97 contig00017, whole genome shotgun sequence	228	92950	31	228	56001	56198	202	26	83.168	87.0	87.0	minus	2.12e-45	178	replicon
CP041116_00002|ColRNAI_rep_cluster_1987	NZ_JAJAVZ010000025.1 Yersinia intermedia strain IZSPB_Y97 contig00025, whole genome shotgun sequence	519	8456	30	516	7797	8288	496	60	85.282	94.0	94.0	minus	9.56e-142	499	replicon
000621__CP009126_00005|rep_cluster_1304	NZ_JAJAVZ010000032.1 Yersinia intermedia strain IZSPB_Y97 contig00032, whole genome shotgun sequence	918	3399	6	918	1769	2681	914	15	98.14	99.0	99.0	minus	0.0	1592	replicon
CP042948_00076|MOBF	NZ_JAJAVZ010000017.1 Yersinia intermedia strain IZSPB_Y97 contig00017, whole genome shotgun sequence	1552	92950	1	1495	47859	52358	1503	283	80.439	96.0	100.0	plus	0.0	2419	relaxase
CP009126_00025|MOBC	NZ_JAJAVZ010000020.1 Yersinia intermedia strain IZSPB_Y97 contig00020, whole genome shotgun sequence	248	33083	1	248	27418	28161	248	5	97.984	100.0	100.0	minus	7.88e-165	502	relaxase
NC_013090_00004|MOBP	NZ_JAJAVZ010000025.1 Yersinia intermedia strain IZSPB_Y97 contig00025, whole genome shotgun sequence	499	8456	1	499	534	2030	499	35	92.986	100.0	100.0	plus	0.0	899	relaxase
NC_019342_00064|MPF_F	NZ_JAJAVZ010000017.1 Yersinia intermedia strain IZSPB_Y97 contig00017, whole genome shotgun sequence	101	92950	1	101	26768	27070	101	6	94.059	100.0	100.0	plus	1.7199999999999999e-60	196	mate-pair-formation
NC_021871_00033|MPF_F	NZ_JAJAVZ010000017.1 Yersinia intermedia strain IZSPB_Y97 contig00017, whole genome shotgun sequence	187	92950	1	187	27092	27652	187	26	86.096	100.0	100.0	plus	3.8e-101	317	mate-pair-formation
NZ_AGTD01000004_00094|MPF_T	NZ_JAJAVZ010000017.1 Yersinia intermedia strain IZSPB_Y97 contig00017, whole genome shotgun sequence	863	92950	1	854	31174	33735	854	87	89.813	99.0	99.0	plus	0.0	1583	mate-pair-formation
NC_021871_00022|MPF_F	NZ_JAJAVZ010000017.1 Yersinia intermedia strain IZSPB_Y97 contig00017, whole genome shotgun sequence	212	92950	3	211	34229	34855	209	27	87.081	99.0	99.0	plus	2.48e-123	381	mate-pair-formation
NC_021817_00023|MPF_F	NZ_JAJAVZ010000017.1 Yersinia intermedia strain IZSPB_Y97 contig00017, whole genome shotgun sequence	331	92950	22	331	34924	35853	310	20	93.548	94.0	94.0	plus	0.0	590	mate-pair-formation
NC_021871_00019|MPF_F	NZ_JAJAVZ010000017.1 Yersinia intermedia strain IZSPB_Y97 contig00017, whole genome shotgun sequence	204	92950	20	201	36299	36844	182	32	82.418	89.0	89.0	plus	3.53e-89	283	mate-pair-formation
NC_021871_00015|MPF_F	NZ_JAJAVZ010000017.1 Yersinia intermedia strain IZSPB_Y97 contig00017, whole genome shotgun sequence	453	92950	1	453	40083	41441	453	50	88.962	100.0	100.0	plus	0.0	785	mate-pair-formation
NC_021817_00013|MPF_T	NZ_JAJAVZ010000017.1 Yersinia intermedia strain IZSPB_Y97 contig00017, whole genome shotgun sequence	763	92950	18	763	45676	47856	746	124	80.831	98.0	98.0	plus	0.0	1210	mate-pair-formation
NC_009790_00086|MPF_T	NZ_JAJAVZ010000017.1 Yersinia intermedia strain IZSPB_Y97 contig00017, whole genome shotgun sequence	681	92950	460	669	51978	52607	210	40	80.952	31.0	98.0	plus	4.3900000000000004e-107	355	mate-pair-formation
