sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	46261	47808						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	01400	CP016586.1	23s-rRNA	23S	3027	658	3027	48816	51188						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	00279	EU330199	IS100X	IS21	2247	294	2247	137366	139319						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	253353	254900						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	01400	CP016586.1	23s-rRNA	23S	3027	658	3027	255908	258280						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	00336	NC_003134	ISEc39	IS256	1316	2	1316	291339	292653						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	00279	EU330199	IS100X	IS21	2247	294	2247	404391	406344						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	419809	421356						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	01400	CP016586.1	23s-rRNA	23S	3027	658	3027	422424	424796						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	00279	EU330199	IS100X	IS21	2247	294	2247	429217	431170						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	462673	464220						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	01400	CP016586.1	23s-rRNA	23S	3027	658	3027	465288	467660						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	00279	EU330199	IS100X	IS21	2247	293	2247	470038	471992						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	00279	EU330199	IS100X	IS21	2247	294	2247	623995	625948						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	00279	EU330199	IS100X	IS21	2247	294	2247	737191	739144						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	00279	EU330199	IS100X	IS21	2247	294	2247	911597	913550						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	921892	923439						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	01400	CP016586.1	23s-rRNA	23S	3027	658	3027	924507	926879						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	00279	EU330199	IS100X	IS21	2247	294	2247	948858	950811						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	00279	EU330199	IS100X	IS21	2247	294	2247	1155751	1157704						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	00336	NC_003134	ISEc39	IS256	1316	2	1316	1168357	1169671						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	00279	EU330199	IS100X	IS21	2247	294	2247	1262036	1263989						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	00279	EU330199	IS100X	IS21	2247	292	2247	1363159	1365114						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	00336	NC_003134	ISEc39	IS256	1316	2	1316	1417383	1418697						
GCF_046895775.1.fna	chromosome			NZ_CP177870.1 Yersinia pestis strain 124027 chromosome, complete genome	4531300	0.4758713834881822	c9431e80009d0430d344a94789b5311c	00336	NC_003134	ISEc39	IS256	1316	2	1316	1605606	1606920						
