qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NZ_CP015239|MOBF	ACAJFB010000037.1 Yersinia enterocolitica strain 01805233 SAMN50752022-rid27418673.denovo.037, whole genome shotgun sequence	266	34466	4	216	19550	19763	217	32	82.028	80.0	80.0	minus	2.44e-45	178	oriT
002438__NC_009705_00164|rep_cluster_957	ACAJFB010000014.1 Yersinia enterocolitica strain 01805233 SAMN50752022-rid27418673.denovo.014, whole genome shotgun sequence	1020	119037	1	1020	67730	68749	1020	112	89.02	100.0	100.0	plus	0.0	1264	replicon
000152__NZ_CP011646_00085|IncN	ACAJFB010000037.1 Yersinia enterocolitica strain 01805233 SAMN50752022-rid27418673.denovo.037, whole genome shotgun sequence	882	34466	1	882	30917	31798	883	87	89.921	100.0	100.0	minus	0.0	1136	replicon
NC_015872_00034|MOBF	ACAJFB010000037.1 Yersinia enterocolitica strain 01805233 SAMN50752022-rid27418673.denovo.037, whole genome shotgun sequence	1068	34466	1	1068	14264	17479	1072	6	99.067	100.0	100.0	minus	0.0	2032	relaxase
NC_009705_00134|MPF_I	ACAJFB010000014.1 Yersinia enterocolitica strain 01805233 SAMN50752022-rid27418673.denovo.014, whole genome shotgun sequence	282	119037	1	279	45020	45856	279	29	89.606	99.0	99.0	minus	1.6200000000000002e-169	517	mate-pair-formation
NC_009705_00138|MPF_I	ACAJFB010000014.1 Yersinia enterocolitica strain 01805233 SAMN50752022-rid27418673.denovo.014, whole genome shotgun sequence	264	119037	1	264	48636	49412	265	42	81.509	100.0	100.0	plus	4.09e-141	435	mate-pair-formation
NC_009705_00139|MPF_I	ACAJFB010000014.1 Yersinia enterocolitica strain 01805233 SAMN50752022-rid27418673.denovo.014, whole genome shotgun sequence	361	119037	1	361	49417	50499	361	38	89.474	100.0	100.0	plus	0.0	642	mate-pair-formation
NC_009705_00148|MPF_I	ACAJFB010000014.1 Yersinia enterocolitica strain 01805233 SAMN50752022-rid27418673.denovo.014, whole genome shotgun sequence	934	119037	1	934	58984	61788	935	85	90.802	100.0	100.0	plus	0.0	1630	mate-pair-formation
NC_015872_00011|MPF_T	ACAJFB010000037.1 Yersinia enterocolitica strain 01805233 SAMN50752022-rid27418673.denovo.037, whole genome shotgun sequence	105	34466	1	105	2872	3186	105	1	99.048	100.0	100.0	plus	3.7e-67	215	mate-pair-formation
NC_015872_00010|MPF_T	ACAJFB010000037.1 Yersinia enterocolitica strain 01805233 SAMN50752022-rid27418673.denovo.037, whole genome shotgun sequence	857	34466	1	857	3190	5760	857	15	98.25	100.0	100.0	plus	0.0	1777	mate-pair-formation
NC_015872_00007|MPF_T	ACAJFB010000037.1 Yersinia enterocolitica strain 01805233 SAMN50752022-rid27418673.denovo.037, whole genome shotgun sequence	345	34466	1	300	6758	7657	300	1	99.667	87.0	87.0	plus	2.43e-180	551	mate-pair-formation
NC_015872_00006|MPF_T	ACAJFB010000037.1 Yersinia enterocolitica strain 01805233 SAMN50752022-rid27418673.denovo.037, whole genome shotgun sequence	231	34466	1	231	8014	8706	231	3	98.701	100.0	100.0	plus	4.12e-145	445	mate-pair-formation
NC_015872_00005|MPF_T	ACAJFB010000037.1 Yersinia enterocolitica strain 01805233 SAMN50752022-rid27418673.denovo.037, whole genome shotgun sequence	295	34466	1	295	8720	9604	295	2	99.322	100.0	100.0	plus	7.299999999999999e-173	528	mate-pair-formation
NC_015872_00033|MPF_T	ACAJFB010000037.1 Yersinia enterocolitica strain 01805233 SAMN50752022-rid27418673.denovo.037, whole genome shotgun sequence	510	34466	1	510	17487	19016	510	51	90.0	100.0	100.0	minus	0.0	939	mate-pair-formation
