qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_017657|MOBP	JAQROI010000135.1 Yersinia pestis strain B9-83013_DMS23998-V B9-83013_DMS23998-Vcontig00135, whole genome shotgun sequence	89	7865	1	89	6432	6520	89	0	100.0	100.0	100.0	plus	5.0599999999999986e-42	165	oriT
CP001049|IncFII	JAQROI010000032.1 Yersinia pestis strain B9-83013_DMS23998-V B9-83013_DMS23998-Vcontig00032, whole genome shotgun sequence	227	48477	1	227	1272	1498	227	0	100.0	100.0	100.0	plus	2.92e-118	420	replicon
000104__CP010386_00052|IncFIB	JAQROI010000094.1 Yersinia pestis strain B9-83013_DMS23998-V B9-83013_DMS23998-Vcontig00094, whole genome shotgun sequence	1065	18792	1	1065	7904	8968	1065	25	97.653	100.0	100.0	plus	0.0	1829	replicon
CP041342_00001|rep_cluster_2350	JAQROI010000135.1 Yersinia pestis strain B9-83013_DMS23998-V B9-83013_DMS23998-Vcontig00135, whole genome shotgun sequence	552	7865	4	552	5863	6410	552	27	93.841	99.0	99.0	minus	0.0	824	replicon
002101__NC_004564_00056|rep_cluster_645	JAQROI010000144.1 Yersinia pestis strain B9-83013_DMS23998-V B9-83013_DMS23998-Vcontig00144, whole genome shotgun sequence	1167	7150	1	1167	1021	2187	1167	10	99.143	100.0	100.0	plus	0.0	2100	replicon
NC_015068_00028|MOBP	JAQROI010000065.1 Yersinia pestis strain B9-83013_DMS23998-V B9-83013_DMS23998-Vcontig00065, whole genome shotgun sequence	1005	30707	1	993	3466	6444	993	9	99.094	99.0	99.0	plus	0.0	1985	relaxase
NC_010157_00072|MOBF	JAQROI010000185.1 Yersinia pestis strain B9-83013_DMS23998-V B9-83013_DMS23998-Vcontig00185, whole genome shotgun sequence	152	847	1	152	239	694	152	0	100.0	100.0	100.0	minus	8.84e-112	316	relaxase
NC_015068_00015|MPF_T	JAQROI010000065.1 Yersinia pestis strain B9-83013_DMS23998-V B9-83013_DMS23998-Vcontig00065, whole genome shotgun sequence	652	30707	1	652	13780	15735	652	4	99.387	100.0	100.0	minus	0.0	1303	mate-pair-formation
NC_015068_00012|MPF_T	JAQROI010000065.1 Yersinia pestis strain B9-83013_DMS23998-V B9-83013_DMS23998-Vcontig00065, whole genome shotgun sequence	260	30707	1	260	17975	18754	260	19	92.692	100.0	100.0	minus	5.26e-165	503	mate-pair-formation
NC_015068_00011|MPF_T	JAQROI010000065.1 Yersinia pestis strain B9-83013_DMS23998-V B9-83013_DMS23998-Vcontig00065, whole genome shotgun sequence	248	30707	1	248	18784	19527	248	0	100.0	100.0	100.0	minus	1.5300000000000002e-144	444	mate-pair-formation
NC_015068_00010|MPF_T	JAQROI010000065.1 Yersinia pestis strain B9-83013_DMS23998-V B9-83013_DMS23998-Vcontig00065, whole genome shotgun sequence	345	30707	1	337	19699	20709	337	20	94.065	98.0	98.0	minus	0.0	581	mate-pair-formation
NC_015068_00008|MPF_T	JAQROI010000065.1 Yersinia pestis strain B9-83013_DMS23998-V B9-83013_DMS23998-Vcontig00065, whole genome shotgun sequence	808	30707	1	808	21394	23817	808	29	96.411	100.0	100.0	minus	0.0	1643	mate-pair-formation
