qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
JQ319772|MOBH	DBCWXQ010000046.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000480 SAMN41606817-rid21767393.denovo.046, whole genome shotgun sequence	398	40589	1	398	18770	19167	398	0	100.0	100.0	100.0	minus	0.0	736	oriT
002101__NC_004564_00056|rep_cluster_645	DBCWXQ010000045.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000480 SAMN41606817-rid21767393.denovo.045, whole genome shotgun sequence	1167	40682	1	1167	1642	2808	1167	5	99.572	100.0	100.0	plus	0.0	2128	replicon
000092__CP025470|IncC	DBCWXQ010000046.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000480 SAMN41606817-rid21767393.denovo.046, whole genome shotgun sequence	1101	40589	1	1101	16853	17953	1101	0	100.0	100.0	100.0	minus	0.0	2034	replicon
CP001049|IncFII	DBCWXQ010000098.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000480 SAMN41606817-rid21767393.denovo.102, whole genome shotgun sequence	227	5859	1	224	3624	3847	224	1	99.554	99.0	99.0	plus	6.19e-115	409	replicon
CP017588_00047|rep_cluster_2203	DBCWXQ010000098.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000480 SAMN41606817-rid21767393.denovo.102, whole genome shotgun sequence	867	5859	33	856	3874	4697	828	157	80.072	95.0	95.0	plus	2.33e-174	608	replicon
NC_012690_00071|MOBH	DBCWXQ010000015.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000480 SAMN41606817-rid21767393.denovo.015, whole genome shotgun sequence	458	90036	245	458	54156	54797	214	4	98.131	47.0	100.0	minus	1.4299999999999999e-139	440	relaxase
NC_012885_00072|MOBH	DBCWXQ010000015.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000480 SAMN41606817-rid21767393.denovo.015, whole genome shotgun sequence	987	90036	1	986	61358	64330	993	107	88.318	99.0	99.0	minus	0.0	1595	relaxase
NC_015475_00074|MOBF	DBCWXQ010000074.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000480 SAMN41606817-rid21767393.denovo.077, whole genome shotgun sequence	149	11808	1	149	376	822	149	3	97.987	100.0	100.0	minus	1.26e-94	296	relaxase
NC_023291_00077|MPF_F	DBCWXQ010000015.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000480 SAMN41606817-rid21767393.denovo.015, whole genome shotgun sequence	335	90036	1	335	39081	40085	335	4	98.806	100.0	100.0	minus	0.0	581	mate-pair-formation
NC_012885_00091|MPF_F	DBCWXQ010000015.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000480 SAMN41606817-rid21767393.denovo.015, whole genome shotgun sequence	422	90036	1	422	40753	42015	422	26	93.602	100.0	100.0	minus	0.0	818	mate-pair-formation
NC_012885_00088|MPF_T	DBCWXQ010000015.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000480 SAMN41606817-rid21767393.denovo.015, whole genome shotgun sequence	815	90036	1	815	42840	45284	815	15	98.16	100.0	100.0	minus	0.0	1640	mate-pair-formation
NC_016974_00085|MPF_F	DBCWXQ010000015.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000480 SAMN41606817-rid21767393.denovo.015, whole genome shotgun sequence	192	90036	1	192	52268	52843	192	1	99.479	100.0	100.0	minus	3.5700000000000007e-118	365	mate-pair-formation
NC_012885_00083|MPF_F	DBCWXQ010000015.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000480 SAMN41606817-rid21767393.denovo.015, whole genome shotgun sequence	438	90036	1	438	52843	54156	438	42	90.411	100.0	100.0	minus	0.0	752	mate-pair-formation
NC_014170_00023|MPF_F	DBCWXQ010000015.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000480 SAMN41606817-rid21767393.denovo.015, whole genome shotgun sequence	305	90036	1	305	54156	55070	305	24	92.131	100.0	100.0	minus	0.0	569	mate-pair-formation
NC_009140_00071|MPF_F	DBCWXQ010000015.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000480 SAMN41606817-rid21767393.denovo.015, whole genome shotgun sequence	621	90036	1	621	59493	61355	621	1	99.839	100.0	100.0	minus	0.0	1176	mate-pair-formation
NC_012885_00167|MPF_F	DBCWXQ010000046.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000480 SAMN41606817-rid21767393.denovo.046, whole genome shotgun sequence	477	40589	1	477	27760	29190	477	12	97.484	100.0	100.0	minus	0.0	931	mate-pair-formation
