sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
GCF_000750355.1.fna	chromosome			NZ_CP008955.1 Yersinia rochesterensis strain ATCC 33639 chromosome	4444328	0.4741868278435279	cdbcc5a2dc2607cebce6b920ae4b018b	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	392263	393810						
GCF_000750355.1.fna	chromosome			NZ_CP008955.1 Yersinia rochesterensis strain ATCC 33639 chromosome	4444328	0.4741868278435279	cdbcc5a2dc2607cebce6b920ae4b018b	01400	CP016586.1	23s-rRNA	23S	3027	1288	3027	395642	397384						
GCF_000750355.1.fna	chromosome			NZ_CP008955.1 Yersinia rochesterensis strain ATCC 33639 chromosome	4444328	0.4741868278435279	cdbcc5a2dc2607cebce6b920ae4b018b	01400	CP016586.1	23s-rRNA	23S	3027	1288	3027	2669259	2671000						
GCF_000750355.1.fna	chromosome			NZ_CP008955.1 Yersinia rochesterensis strain ATCC 33639 chromosome	4444328	0.4741868278435279	cdbcc5a2dc2607cebce6b920ae4b018b	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	2672696	2674243						
GCF_000750355.1.fna	chromosome			NZ_CP008955.1 Yersinia rochesterensis strain ATCC 33639 chromosome	4444328	0.4741868278435279	cdbcc5a2dc2607cebce6b920ae4b018b	01400	CP016586.1	23s-rRNA	23S	3027	1288	3027	3348631	3350372						
GCF_000750355.1.fna	chromosome			NZ_CP008955.1 Yersinia rochesterensis strain ATCC 33639 chromosome	4444328	0.4741868278435279	cdbcc5a2dc2607cebce6b920ae4b018b	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	3352203	3353751						
GCF_000750355.1.fna	chromosome			NZ_CP008955.1 Yersinia rochesterensis strain ATCC 33639 chromosome	4444328	0.4741868278435279	cdbcc5a2dc2607cebce6b920ae4b018b	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	3725550	3727097						
GCF_000750355.1.fna	chromosome			NZ_CP008955.1 Yersinia rochesterensis strain ATCC 33639 chromosome	4444328	0.4741868278435279	cdbcc5a2dc2607cebce6b920ae4b018b	01400	CP016586.1	23s-rRNA	23S	3027	1288	3027	3728794	3730534						
GCF_000750355.1.fna	chromosome			NZ_CP008955.1 Yersinia rochesterensis strain ATCC 33639 chromosome	4444328	0.4741868278435279	cdbcc5a2dc2607cebce6b920ae4b018b	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	3860739	3862285						
GCF_000750355.1.fna	chromosome			NZ_CP008955.1 Yersinia rochesterensis strain ATCC 33639 chromosome	4444328	0.4741868278435279	cdbcc5a2dc2607cebce6b920ae4b018b	01400	CP016586.1	23s-rRNA	23S	3027	1288	3027	3864118	3865859						
GCF_000750355.1.fna	chromosome			NZ_CP008955.1 Yersinia rochesterensis strain ATCC 33639 chromosome	4444328	0.4741868278435279	cdbcc5a2dc2607cebce6b920ae4b018b	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	4015037	4016584						
GCF_000750355.1.fna	chromosome			NZ_CP008955.1 Yersinia rochesterensis strain ATCC 33639 chromosome	4444328	0.4741868278435279	cdbcc5a2dc2607cebce6b920ae4b018b	01400	CP016586.1	23s-rRNA	23S	3027	658	3027	4017564	4019936						
GCF_000750355.1.fna	chromosome			NZ_CP008955.1 Yersinia rochesterensis strain ATCC 33639 chromosome	4444328	0.4741868278435279	cdbcc5a2dc2607cebce6b920ae4b018b	01399	CP016586.1	16s-rRNA	16S	1554	1	1547	4053967	4055514						
GCF_000750355.1.fna	chromosome			NZ_CP008955.1 Yersinia rochesterensis strain ATCC 33639 chromosome	4444328	0.4741868278435279	cdbcc5a2dc2607cebce6b920ae4b018b	01400	CP016586.1	23s-rRNA	23S	3027	1288	3027	4057211	4058953						
