qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000152__NZ_CP011646_00085|IncN	DBBYHL010000022.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.22, whole genome shotgun sequence	882	36323	1	882	10681	11562	883	88	89.807	100.0	100.0	plus	0.0	1131	replicon
000621__CP009126_00005|rep_cluster_1304	DBBYHL010000024.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.24, whole genome shotgun sequence	918	23971	6	918	2239	3151	914	53	93.982	99.0	99.0	minus	0.0	1382	replicon
000435__NC_009344_00001|rep_cluster_1155	DBBYHL010000028.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.30, whole genome shotgun sequence	957	9368	1	952	7987	8938	958	177	80.271	99.0	99.0	plus	0.0	712	replicon
CP001049|IncFII	DBBYHL010000029.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.33, whole genome shotgun sequence	227	7494	1	224	4869	5089	225	19	89.333	99.0	99.0	plus	1.99e-75	278	replicon
CP017588_00047|rep_cluster_2203	DBBYHL010000029.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.33, whole genome shotgun sequence	867	7494	39	856	5122	5939	824	147	80.704	94.0	94.0	plus	0.0	630	replicon
CP042948_00076|MOBF	DBBYHL010000020.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.20, whole genome shotgun sequence	1552	43041	1	1495	37326	41825	1503	287	80.173	96.0	99.0	plus	0.0	2412	relaxase
NC_015872_00034|MOBF	DBBYHL010000022.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.22, whole genome shotgun sequence	1068	36323	1	1068	24255	27470	1072	0	99.627	100.0	100.0	plus	0.0	2041	relaxase
CP009126_00025|MOBC	DBBYHL010000024.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.24, whole genome shotgun sequence	248	23971	1	248	21153	21896	248	5	97.984	100.0	100.0	plus	1.49e-164	501	relaxase
NC_002056_00006|MOBQ	DBBYHL010000028.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.30, whole genome shotgun sequence	371	9368	1	371	5647	6759	371	22	94.07	100.0	100.0	minus	0.0	643	relaxase
NC_010695_00006|MOBQ	DBBYHL010000060.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.guided.36, whole genome shotgun sequence	369	6311	71	369	5407	6309	301	41	85.714	81.0	81.0	minus	3.5e-161	495	relaxase
NC_014304_00056|MPF_F	DBBYHL010000004.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.04, whole genome shotgun sequence	699	423693	1	699	392351	394447	699	126	81.974	100.0	100.0	plus	0.0	1157	mate-pair-formation
NC_019342_00064|MPF_F	DBBYHL010000020.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.20, whole genome shotgun sequence	101	43041	1	101	16213	16515	101	6	94.059	100.0	100.0	plus	1.57e-60	196	mate-pair-formation
NC_021871_00033|MPF_F	DBBYHL010000020.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.20, whole genome shotgun sequence	187	43041	1	187	16537	17097	187	26	86.096	100.0	100.0	plus	3.73e-101	317	mate-pair-formation
NZ_AGTD01000004_00094|MPF_T	DBBYHL010000020.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.20, whole genome shotgun sequence	863	43041	1	853	20601	23159	853	82	90.387	99.0	99.0	plus	0.0	1592	mate-pair-formation
NC_021871_00022|MPF_F	DBBYHL010000020.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.20, whole genome shotgun sequence	212	43041	3	211	23656	24282	209	28	86.603	99.0	99.0	plus	9.17e-123	380	mate-pair-formation
NC_021817_00023|MPF_F	DBBYHL010000020.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.20, whole genome shotgun sequence	331	43041	22	331	24351	25280	310	19	93.871	94.0	94.0	plus	0.0	592	mate-pair-formation
NC_021871_00019|MPF_F	DBBYHL010000020.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.20, whole genome shotgun sequence	204	43041	20	201	25726	26259	182	29	81.868	89.0	89.0	plus	7.96e-88	279	mate-pair-formation
NC_021871_00015|MPF_F	DBBYHL010000020.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.20, whole genome shotgun sequence	453	43041	1	453	29498	30856	453	49	89.183	100.0	100.0	plus	0.0	787	mate-pair-formation
NC_021817_00013|MPF_T	DBBYHL010000020.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.20, whole genome shotgun sequence	763	43041	18	763	35095	37323	754	112	82.626	98.0	98.0	plus	0.0	1251	mate-pair-formation
NC_009790_00086|MPF_T	DBBYHL010000020.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.20, whole genome shotgun sequence	681	43041	460	669	41445	42074	210	41	80.476	31.0	98.0	plus	2.76e-106	353	mate-pair-formation
NC_015872_00007|MPF_T	DBBYHL010000022.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.22, whole genome shotgun sequence	345	36323	1	300	359	1258	300	0	100.0	87.0	87.0	minus	2.35e-180	551	mate-pair-formation
NC_015872_00010|MPF_T	DBBYHL010000022.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.22, whole genome shotgun sequence	857	36323	1	857	2247	4817	857	1	99.883	100.0	100.0	minus	0.0	1798	mate-pair-formation
NC_015872_00011|MPF_T	DBBYHL010000022.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.22, whole genome shotgun sequence	105	36323	1	105	4821	5135	105	0	100.0	100.0	100.0	minus	2.0999999999999998e-67	216	mate-pair-formation
NC_015872_00033|MPF_T	DBBYHL010000022.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.22, whole genome shotgun sequence	510	36323	1	510	22718	24247	510	42	91.765	100.0	100.0	plus	0.0	951	mate-pair-formation
NC_015872_00005|MPF_T	DBBYHL010000022.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.22, whole genome shotgun sequence	295	36323	1	295	34733	35617	295	30	89.831	100.0	100.0	minus	1.25e-165	507	mate-pair-formation
NC_015872_00006|MPF_T	DBBYHL010000022.1 TPA_asm: Yersinia enterocolitica strain PNUSAY000456 SAMN41436960-rid21644633.denovo.22, whole genome shotgun sequence	231	36323	1	231	35631	36323	231	20	91.342	100.0	100.0	minus	4.2399999999999995e-136	419	mate-pair-formation
