#                                                                  --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name           accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#   ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
NZ_JABUID010000057.1_13 -          ATP-synt_ab          PF00006.32     8e-91  301.4   0.1   1.1e-90  301.0   0.1   1.2   1   0   0   1   1   1   1 -
NZ_JABUID010000031.1_20 -          ATP-synt_ab          PF00006.32   1.4e-82  274.5   0.2   1.8e-82  274.1   0.2   1.2   1   0   0   1   1   1   1 -
NZ_JABUID010000046.1_14 -          ATP-synt_ab          PF00006.32   2.4e-82  273.7   0.2   7.5e-82  272.1   0.2   1.8   2   0   0   2   2   2   1 -
NZ_JABUID010000078.1_1  -          ATP-synt_ab          PF00006.32   3.7e-72  240.4   0.0   4.4e-72  240.1   0.0   1.1   1   0   0   1   1   1   1 -
NZ_JABUID010000046.1_16 -          ATP-synt_ab          PF00006.32     3e-71  237.4   0.0   4.2e-71  236.9   0.0   1.2   1   0   0   1   1   1   1 -
NZ_JABUID010000185.1_1  -          ATP-synt_ab          PF00006.32   4.6e-43  145.3   0.0   6.9e-43  144.7   0.0   1.3   1   0   0   1   1   1   1 -
NZ_JABUID010000060.1_8  -          ATP-synt_ab          PF00006.32   2.3e-27   94.0   0.1   3.3e-27   93.5   0.1   1.2   1   0   0   1   1   1   1 -
NZ_JABUID010000079.1_1  -          ATP-synt_ab          PF00006.32     2e-23   81.1   0.3   2.5e-23   80.8   0.3   1.1   1   0   0   1   1   1   1 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      07_markers/hmm_profiles/atpD.hmm
# Target file:     /tmp/tmpk4akj3bu.faa
# Option settings: hmmsearch --tblout 07_markers/hmmsearch/atpD/GCF_016102785.1.tbl --noali -E 1e-10 --cpu 4 07_markers/hmm_profiles/atpD.hmm /tmp/tmpk4akj3bu.faa 
# Current dir:     /home/labinfo/Escritorio/yersinia-pangenomics
# Date:            Thu May 14 18:59:47 2026
# [ok]
