#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
CABHZZ010000115.1_24 -          ATP-synt_ab          PF00006.32   9.5e-91  301.4   0.1   1.3e-90  301.0   0.1   1.2   1   0   0   1   1   1   1 -
CABHZZ010000490.1_33 -          ATP-synt_ab          PF00006.32   3.8e-87  289.6   0.2   5.4e-87  289.1   0.2   1.2   1   0   0   1   1   1   1 -
CABHZZ010000206.1_19 -          ATP-synt_ab          PF00006.32   5.2e-85  282.6   0.0     7e-85  282.2   0.0   1.2   1   0   0   1   1   1   1 -
CABHZZ010000945.1_4  -          ATP-synt_ab          PF00006.32   2.8e-82  273.7   0.2     9e-82  272.1   0.2   1.8   2   0   0   2   2   2   1 -
CABHZZ010000945.1_2  -          ATP-synt_ab          PF00006.32   3.5e-71  237.4   0.0     5e-71  236.9   0.0   1.2   1   0   0   1   1   1   1 -
CABHZZ010000314.1_1  -          ATP-synt_ab          PF00006.32   1.4e-47  160.3   0.1   1.6e-47  160.2   0.1   1.0   1   0   0   1   1   1   1 -
CABHZZ010000523.1_33 -          ATP-synt_ab          PF00006.32   2.8e-27   94.0   0.1   3.9e-27   93.5   0.1   1.2   1   0   0   1   1   1   1 -
CABHZZ010000922.1_1  -          ATP-synt_ab          PF00006.32   1.3e-18   65.7   1.0   1.8e-18   65.2   1.0   1.2   1   0   0   1   1   1   1 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      07_markers/hmm_profiles/atpD.hmm
# Target file:     /tmp/tmpc434qb3r.faa
# Option settings: hmmsearch --tblout 07_markers/hmmsearch/atpD/GCA_902171095.1.tbl --noali -E 1e-10 --cpu 4 07_markers/hmm_profiles/atpD.hmm /tmp/tmpc434qb3r.faa 
# Current dir:     /home/labinfo/Escritorio/yersinia-pangenomics
# Date:            Thu May 14 18:52:51 2026
# [ok]
