sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
GCA_051957915.1.fna	chromosome	-	-	ACAFCM010000001.1 Yersinia enterocolitica strain 01796272 SAMN50533190-rid27296773.denovo.01, whole genome shotgun sequence	755741	0.47151735846010734	cab167736978c5a48f6b98d396667bec	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_051957915.1.fna	chromosome	-	-	ACAFCM010000002.1 Yersinia enterocolitica strain 01796272 SAMN50533190-rid27296773.denovo.02, whole genome shotgun sequence	378812	0.4650776638543658	f6d2f4c6f5401f4284863f88615c81cd	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_051957915.1.fna	chromosome	-	-	ACAFCM010000003.1 Yersinia enterocolitica strain 01796272 SAMN50533190-rid27296773.denovo.03, whole genome shotgun sequence	311251	0.4791374164259713	48619c9ebf08dea719654517522c6004	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_051957915.1.fna	chromosome	-	-	ACAFCM010000004.1 Yersinia enterocolitica strain 01796272 SAMN50533190-rid27296773.denovo.04, whole genome shotgun sequence	270660	0.4722012857459543	21529a8339062556ad9abcef45f7ec51	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_051957915.1.fna	chromosome	-	-	ACAFCM010000005.1 Yersinia enterocolitica strain 01796272 SAMN50533190-rid27296773.denovo.05, whole genome shotgun sequence	270504	0.47268801940082217	340d71d9f3121bfdf0c103324852a540	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_051957915.1.fna	chromosome	-	-	ACAFCM010000006.1 Yersinia enterocolitica strain 01796272 SAMN50533190-rid27296773.denovo.06, whole genome shotgun sequence	217160	0.4703030023945478	d00267da35a3ff051c24a4f08b6b9d8c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_051957915.1.fna	chromosome	-	-	ACAFCM010000007.1 Yersinia enterocolitica strain 01796272 SAMN50533190-rid27296773.denovo.07, whole genome shotgun sequence	206001	0.46938121659603593	1b5b8b47a5f043bdb881d85377126edd	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_051957915.1.fna	chromosome	-	-	ACAFCM010000008.1 Yersinia enterocolitica strain 01796272 SAMN50533190-rid27296773.denovo.08, whole genome shotgun sequence	192122	0.4779515099780348	feffa2d702dd52857d317c1001608a41	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_051957915.1.fna	chromosome	-	-	ACAFCM010000009.1 Yersinia enterocolitica strain 01796272 SAMN50533190-rid27296773.denovo.09, whole genome shotgun sequence	184293	0.47645325649916165	3199dc0fb70c03f55705fc7238998ca8	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_051957915.1.fna	chromosome	-	-	ACAFCM010000010.1 Yersinia enterocolitica strain 01796272 SAMN50533190-rid27296773.denovo.10, whole genome shotgun sequence	174992	0.476393206546585	6c3b05790613099057632b979323719c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
